20b-HSDH-Bifido-HD-1-CL-100-DNA	0.9977401129943503	7.150969175817689	diabetes-stage2-healthy-SRR413556
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413557
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.5129943502824859	0.3538868911000697	diabetes-stage2-healthy-SRR413558
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.096045197740113	0.022692884407308215	diabetes-stage2-healthy-SRR413559
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413560
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.9875706214689266	5.521968683759173	diabetes-stage2-healthy-SRR413561
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.2384180790960452	0.07962694083870143	diabetes-stage2-healthy-SRR413562
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.5491525423728814	0.2195349386705254	diabetes-stage2-healthy-SRR413563
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.8858757062146893	1.203323877530071	diabetes-stage2-healthy-SRR413564
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.9966101694915255	6.637489082493502	diabetes-stage2-healthy-SRR413565
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413566
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413575
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.711864406779661	0.5481127952839369	diabetes-stage2-healthy-SRR413576
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.8598870056497175	0.8197886087457441	diabetes-stage2-healthy-SRR413577
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413578
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413579
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.6983050847457627	0.44580796436232534	diabetes-stage2-healthy-SRR413580
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413581
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.5830508474576271	0.3613496609077549	diabetes-stage2-healthy-SRR413582
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.9977401129943503	6.8851265709551654	diabetes-stage2-healthy-SRR413583
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413584
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.496045197740113	0.2048865879137708	diabetes-stage2-healthy-SRR413585
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.23502824858757063	0.08836247642603448	diabetes-stage2-healthy-SRR413586
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.24858757062146894	0.1047769677420196	diabetes-stage2-healthy-SRR413587
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.984180790960452	3.2986850554374247	diabetes-stage2-healthy-SRR413588
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413589
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413590
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413592
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413593
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.2	0.048233680852674904	diabetes-stage2-healthy-SRR413594
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.8824858757062147	1.0358815715703753	diabetes-stage2-healthy-SRR413595
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.6135593220338983	0.48340912904829403	diabetes-stage2-healthy-SRR413596
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.3638418079096045	0.2667681203612942	diabetes-stage2-healthy-SRR413597
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.19548022598870057	0.05703726816313822	diabetes-stage2-healthy-SRR413598
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413599
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413600
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.1016949152542373	0.02876739385427117	diabetes-stage2-healthy-SRR413601
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.9909604519774011	1.6695280817937783	diabetes-stage2-healthy-SRR413602
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.327683615819209	0.10506675376406367	diabetes-stage2-healthy-SRR413603
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413604
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413605
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.15141242937853108	0.10571616991887856	diabetes-stage2-healthy-SRR413606
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.8372881355932204	0.41469878302657737	diabetes-stage2-healthy-SRR413607
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413608
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.5435028248587571	0.29299287049720174	diabetes-stage2-healthy-SRR413609
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.0	0.0	diabetes-stage2-healthy-SRR413610
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.2033898305084746	0.051104877237679404	diabetes-stage2-healthy-SRR413611
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.40451977401129946	0.17373717018690515	diabetes-stage2-healthy-SRR413612
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.9774011299435028	0.8402303119524167	diabetes-stage2-healthy-SRR413613
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.4327683615819209	0.1421695456379962	diabetes-stage2-healthy-SRR413614
20b-HSDH-Bifido-HD-1-CL-100-DNA	0.5932203389830508	0.17505266991296814	diabetes-stage2-healthy-SRR413616
