"Compound Name","Formula","Mass","RT","CAS ID",D10-2X-P2-A1,D10-2X-P2-A10,D10-2X-P2-A11,D10-2X-P2-A2,D10-2X-P2-A3,D10-2X-P2-A5,D10-2X-P2-A6,D10-2X-P2-A7,D10-2X-P2-A9,D10-2X-P2-B1,D10-2X-P2-B10,D10-2X-P2-B11,D10-2X-P2-B2,D10-2X-P2-B3,D10-2X-P2-B5,D10-2X-P2-B6,D10-2X-P2-B7,D10-2X-P2-B9,D10-2X-P2-C1,D10-2X-P2-C10,D10-2X-P2-C11,D10-2X-P2-C2,D10-2X-P2-C3,D10-2X-P2-C5,D10-2X-P2-C6,D10-2X-P2-C7,D10-2X-P2-C9,D10-2X-P2-D1,D10-2X-P2-D10,D10-2X-P2-D11,D10-2X-P2-D2,D10-2X-P2-D3,D10-2X-P2-D5,D10-2X-P2-D6,D10-2X-P2-D7,D10-2X-P2-D9,D10-2X-P2-E1,D10-2X-P2-E10,D10-2X-P2-E11,D10-2X-P2-E2,D10-2X-P2-E3,D10-2X-P2-E5,D10-2X-P2-E6,D10-2X-P2-E7,D10-2X-P2-E9,D10-2X-P2-F1,D10-2X-P2-F10,D10-2X-P2-F11,D10-2X-P2-F2,D10-2X-P2-F3,D10-2X-P2-F5,D10-2X-P2-F6,D10-2X-P2-F7,D10-2X-P2-F9,D10-2X-P2-G1,D10-2X-P2-G10,D10-2X-P2-G11,D10-2X-P2-G2,D10-2X-P2-G3,D10-2X-P2-G5,D10-2X-P2-G6,D10-2X-P2-G7,D10-2X-P2-G9,D10-2X-P2-H1,D10-2X-P2-H10,D10-2X-P2-H11,D10-2X-P2-H2,D10-2X-P2-H3,D10-2X-P2-H5,D10-2X-P2-H6,D10-2X-P2-H7,D10-2X-P2-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,302.1704,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325762.724722655,,321728.421396733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,530.3998,13.77,,,357331.211504653,367143.101645325,567879.409105331,399156.649299679,397676.197786226,362845.315047646,385525.590837446,376836.169824557,409572.352493296,385448.845617116,357826.629849092,452392.387072072,390167.964827998,360505.522971706,430189.077426065,363006.896968824,413681.302704656,409842.564465706,347657.377902691,321455.94187658,348205.918455109,348696.02829919,345214.546371803,337156.726572525,329618.358352244,373800.423888663,353094.122224497,340167.021780899,344858.626868538,377072.632212472,375526.764196982,353925.096974602,350752.809816006,351130.613675776,354412.822035911,337909.76343464,302336.416707918,313010.61834699,360105.608870154,340429.979114569,305157.375916137,378399.80766855,341228.338331578,312111.672243624,325859.687307512,327771.977185225,302342.490720835,354955.49760173,353598.550703755,330774.140259838,321823.796202882,313176.936305628,317711.908201427,313434.950279798,312929.749743811,294306.208607424,470492.710553707,412322.075275804,386700.350785182,352413.660986263,330619.847972482,313877.371566767,334710.464598027,363577.124643392,348668.512684125,352021.673486008,289233.763244763,362927.520073757,339706.549783179,346083.638885854,401285.018415665,162534.129289429,257647.400028496,256847.993066425,603356.303274756,396460.678110572,287537.883464029,312747.646850984,302787.420297689,322210.155641659,313795.890156133,240827.72259085,281469.58587931,376619.82466242,298695.280925134,257199.949235154,447392.236634363,270729.583567426,270506.330603293,288983.641147082,264522.105879961,254502.633720381,295938.665094323,253399.208997971,284733.54207663,253579.267374039,288321.391585458,279779.226465564,314014.78166389,230414.706215664,258521.20540654,293294.180889172,259561.867162149,223413.243743933,251049.514249057,258311.503627903,269527.552483251,262628.248328005,270046.305107609,264237.490541104,285081.60938291,273367.974769939,247116.177754871,272744.411128095,285395.446275237,269472.322996897,286198.781988583,355015.975371072,241575.968279301,258640.142378456,241096.225956854,241706.487977852,237362.363589114,233358.171892617,221972.40036845,234468.797163041,,337202.947643014,280930.781852537,231366.366219639,230978.937639626,248998.741372627,217320.292977595,229096.468132893,,296903.99858581,287240.748561448,327723.349374792,304725.981088669,296795.901972412,264709.765672765,269223.03452873,308574.837419724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,637.2074,13.19,,,,,,,48521.6295771179,64888.9614777222,64880.4189230346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63716.2043555603,,,,35082.2778860931,,,,,,,,,344086.409771744,420345.048904481,,,,,104012.175780975,127318.941501129,349957.398778244,429712.559622879,392581.120060468,351458.677223984,312583.391274444,323017.331249405,227421.250984987,348274.209833405,224627.158286163,336640.117007385,531569.119107086,381554.958758357,356191.437609237,365850.166954987,311745.291786039,386874.851178108,369325.860133687,300048.601890488,282078.388438802,380068.144168279,373689.07039879,328029.201990202,335253.41741742,304742.528832795,481206.186209289,401291.250070091,254477.789008835,347425.321451172,480034.545483749,329531.840027211,245300.595655703,280990.697467062,300782.384827606,348613.341920901,396150.596964868,275767.619139465,268464.072832115,328663.268670179,333513.912236864,164181.828290902,212691.273469864,252786.869267395,296457.894037149,250338.038840953,211409.4337211,201882.128802411,120867.330360779,128609.812904083,221845.651251161,233708.968834049,303872.739965271,261038.035990196,295183.801849757,178237.910828613,260138.004338155,310804.11916188,167026.616136825,249117.646264784,296864.659888565,371755.821191803,,,193394.607588409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,426.1771,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550814.811875489,,,542650.424940843,584470.665090745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35062.5229914628,,,32505.6723700255,23069.5181726686,,,,,,,,,,,,,,,,,,,,,,
,,451.3148,8.70,,438424.270459466,330344.102863643,343070.824357887,407261.493344629,482660.459691332,477121.153024536,465814.767375867,407653.429254374,295082.775336735,362500.306428604,330367.15755697,317412.032886331,383956.938272414,355674.113754847,329507.795400188,277137.2004988,300254.867736484,314294.895996279,232583.757272686,323212.898304685,307351.884093279,271050.856854151,295761.209689394,281602.697499986,299297.26813515,302915.676383176,302702.33887949,316671.717755534,330586.37707072,321025.416206056,335396.089752166,309059.793983827,276058.948780758,251044.266850073,304180.641854439,320136.69276986,359818.672102723,324887.604453762,318247.886307555,388808.963395034,367708.981412002,336526.516393204,337301.510897724,339062.122327211,327171.251762012,317317.316001148,333457.538687598,315337.406112648,319713.397582682,350441.386935954,355882.117148694,346825.950438899,333106.045422681,332822.445927508,315065.232376572,319296.016073685,338485.921316182,315074.352525778,349124.434928401,327300.005430419,329388.203122017,347910.179097787,312442.088390903,339424.610649276,367723.463643563,356490.434152006,341568.151904992,344058.73248653,345536.452642649,344744.657467373,355950.359457991,369216.177551109,201425.386196018,116655.833307312,110059.321311594,86426.4186577621,88408.7493101476,92907.9663265684,103236.564114208,108569.608287307,112187.896996545,113432.341874143,118705.036952736,121410.184331118,120763.692916368,119667.323441022,121467.267903447,116032.237538107,124659.311486837,121165.844459073,119694.819703466,113955.087592288,119109.625464239,122077.657335101,124214.365473521,112044.477236629,120849.432652008,118662.212211998,112238.554146695,110499.273093326,118762.644668707,117597.624963576,118653.217705463,117132.658604759,121050.981309008,115695.223802833,120708.541066467,125498.515437676,121660.342296694,130071.361703315,138343.137723752,118012.605482057,130245.290256331,133895.713108277,132135.804605954,132289.343249971,134203.432173372,140959.217054287,153044.190376437,158765.305637709,141871.783985957,144001.810129568,144350.786391398,153076.156693382,153043.643205848,150536.693047456,156285.147400562,343666.191715484,194555.451678004,161312.665858805,159125.944488075,163547.641798975,161339.701621422,163777.309221563,174154.063413316,166150.02409508,143390.327111258,170424.685715967,165541.515280522,167978.071099364,161630.834291165,150788.526097709,150174.360042225,146257.148620274,435354.766098947,184270.969866166,173519.04640892,333794.795814948,264062.950404488,238871.4185814,220870.139231265,200620.603408825,185587.269151803,164358.38252063,153047.378834122,156666.929339644,174397.41527555,160289.639959872,156779.136584836,164242.687743589,174053.084187113,155842.089693854,164144.140785155,146200.498162467,162344.739827537,157795.888416991,148414.239799661,140265.582624105,159413.650542546,155690.365435401,145730.041387973,158309.89128554,165810.776413892,168556.015488861,160374.540607142,162521.414370265,153788.427355653,173564.343094621,171306.161235732,171048.56203967,162753.17193321,168005.216356715,171403.253711531,170892.167874411,176722.210271586,175320.653337932,175545.610843292,176867.813747794,167394.127368122,176440.082248356,176879.737524184,174565.983873888,182356.298635716,186536.189556282,193063.081077202,183643.370285506,189460.835630118,179874.787016553,181395.255699771,179469.627569918,185515.910945722,172725.140733904,181475.980742161,181644.032458095,180453.528213393,180374.956083097,182987.988743602,173035.74393535,205084.469219028,215877.649183113,175781.982013917,190812.283577457,187801.549726473,193738.760926901,190340.446566047,199478.348826927
,,570.0869,4.64,,,96801.7207563021,97001.7693021395,,,,,,95720.9876748046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497899.447148407,497869.08181656,,,,,,483736.962777801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39040.8728349,49255.0569030763,,,,,,51635.8668092042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,193.1103,2.47,,341134.988896044,135747.391152975,242370.73763415,,,251744.601337818,279208.212882712,237506.943876395,169605.87087924,132806.760453235,157090.206441161,146475.855678782,129066.432468811,148847.704426636,250152.273692863,111584.045877878,76727.6194164701,271005.346663889,249962.358864415,24238.0849274838,,348842.31353184,285387.29670959,128573.736457363,345372.641915899,,28361.3066550134,,,23215.61475068,263703.813981458,365493.697686722,21258.621304826,147194.628145853,197125.984490876,,345718.835864796,145441.507488615,211599.367168691,55785.6495763531,251417.75420919,,,53186.0732656459,154821.704978688,41426.5084760743,208742.021868016,247259.895715272,346382.334607437,338253.534634137,,43852.4494653321,119908.155309513,339543.792956225,244824.809457,67695.9237189311,282416.38550189,189297.770716164,25180.4476710476,84120.8018777666,67627.6849175921,66614.6392114258,245477.832437595,45632.510878648,271089.287241793,216488.780647868,40691.3567583514,340909.428972713,243694.600229498,132941.200432421,62771.6357656645,267123.569646273,27568.1091732584,59259.0355408529,13919.1679323473,,27653.2618428688,41621.5378872263,111971.043597806,23745.8602748392,,30513.4638554688,13914.0266606594,,164607.764282087,219360.59371139,,57085.2255509789,46724.3412169522,,,110747.104388985,,51156.6825805765,,11363.7740429688,39733.7912659226,29738.9903425045,121812.559258122,,,37692.8582533638,,,37344.1913393554,,16369.56752627,,151428.723429442,,8788.62702673271,,129374.422095378,14885.3700254789,53147.0283389706,33298.9285042495,28932.4807906126,,58352.9992181804,58659.4161494408,,,33855.7551590663,54335.7670514566,,83020.5162421619,,,225737.314789541,76410.5778025334,59939.61340988,37931.2318215113,,,42789.7695605609,22458.4884506836,50918.492366681,40539.4532509968,37131.3746666613,137407.560429712,33068.6509987792,22577.1706298828,18865.8312075195,21818.0111572266,15880.2479267578,75688.150661957,106269.033949951,130067.877889856,109241.105494429,24748.1714875489,,91679.2529518658,93763.1802542889,138671.40997724,46614.171961611,224744.839904246,78417.6445814771,145567.685020733,58077.9481877888,93958.8190835589,59307.5699471717,104219.467030005,17451.6334996281,66555.2965787031,273942.783014803,207923.330553863,45461.2364745165,151752.658236342,119274.646896467,223913.74495885,446130.619980637,86307.9701964164,108587.238265149,170924.90632349,136589.007980849,18463.6683441323,296821.068579738,49687.6005641475,69781.4872381427,102698.227623535,68480.2367998394,107811.604109565,147347.794428612,165196.310624108,48208.5995525213,98761.892107937,48114.0244897461,18112.0754021838,42305.4401268312,72191.1731315493,157302.89099333,80779.8126903093,210180.931883312,21018.4744229807,473092.050520912,35157.8112263578,71293.6435609438,239211.524949797,49861.9236883718,298537.17204628,166466.019306775,29392.6625947531,286503.457750027,112499.336398926,39834.887677246,123840.936921142,102472.956615723,218627.420437663,476764.881758421,350532.434595867,169867.642478764,33903.5167942872,211681.212929306,466134.080966553,114986.811993652,45862.1063710046
,,1122.2178,4.60,,,75503.0679499514,76185.6449392091,,,,,,74864.6522991333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477833.02809546,476224.698624147,,,,,,471255.484840575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19675.3133789058,37670.9349199219,,,,,,32494.1289543458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,246.1588,14.55,,184573.438210861,208745.378871917,50958.4759005535,227417.790513666,275934.939394142,218539.589946284,167685.681692149,983858.76057334,221102.265563116,873302.642191517,245478.540434223,160735.660935797,238815.666778024,971899.160417521,805399.02776732,417141.002670337,128362.710504425,185927.522223024,577214.718565516,1110670.37681967,272629.183830894,210688.946564664,291182.48290171,229231.47175671,422137.961007092,138129.848886235,236197.120083075,320206.510096871,132365.702563077,328163.946068222,220473.314362937,542448.244193467,168484.012247318,286726.076862477,335130.102669266,165039.877148939,317213.488694849,510958.185257918,238324.097298051,163586.199050431,282040.343424664,344827.893534219,193213.115810394,195798.080240968,240959.879752154,264039.847514581,211194.424367548,1024782.53690632,184750.148443737,201578.861945237,220576.922544962,287141.122431137,297767.785765455,309835.729251134,197864.466288529,42064.3821689451,511717.854405576,277480.430412137,202588.853988206,249632.140756288,281383.04180711,159031.432715057,163749.835710369,245545.859705142,216635.528053656,1075916.17079632,163339.936908089,970421.180543805,298695.393503542,165722.816496001,561849.266062233,277068.159847759,184620.734250593,199034.13675179,245224.103379948,292600.543932759,135543.815103147,237134.769855332,158578.099768938,201800.606924911,206745.151276086,206058.390993278,231281.192245246,156043.83422956,151537.992711892,154389.916053788,181771.630813743,123085.039601656,205518.69841114,170209.516280706,172259.073529092,126649.460809479,128465.592886825,154208.191179327,192580.295832465,349315.249456552,26689.2740149756,532382.343157399,288606.682150616,123954.081552646,128707.333789882,115477.800459644,156686.5341835,113897.572024301,121225.540612235,192161.015565305,224936.589852196,133493.077936701,320475.533878688,131418.835960721,156351.468058472,142218.568785895,194274.645800561,137932.012427362,196740.974544452,144391.285044209,179431.930354675,407965.173785771,205456.292804555,150255.819580099,148372.834967842,151672.921944197,179828.57051267,114920.29144691,117277.935995502,408286.412209838,260854.119903146,123792.373500095,280557.77639627,247467.893325249,367241.314737808,835304.59528869,222661.919841889,124416.099433542,102245.658380343,139892.157690719,157186.64331784,148382.911572096,161599.676728994,526326.199551608,159124.699213126,141483.815480033,428936.086896297,393702.00364621,,,,,,15354.2129877318,,,,,,17621.5889947206,16884.5058931732,,,14699.5777579041,,,,,,,,,,,12508.3919421081,,,,,,,,,13792.1429579163,,,,,,,10568.2277966309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,346.2512,6.83,,,,,,,,,,,,,13221.8103703156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455327.058931466,450615.423362183,,,,,,450891.218275495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19745.3631084596,18756.5031619873,,,,,,12443.0382890778,,292176.626998963,285764.92173227,,,,,,272469.77748787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,327.1645,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488643.433543488,482386.484961761,,,,,,474519.600400208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,284.1610,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264528.00946057,,278126.102100467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,403.1884,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291332.204718751,330909.229999999,323628.573357422,339022.514009766,245847.078140623,356419.587483231,319163.167933594,304408.261218748,364278.461572266,336304.690082703,370277.984295899,375951.817510986,358343.777728516,349616.949615235,353744.947269531,340683.922083985,306434.142878907,348699.464588624,313126.919320313,354266.696115493,371069.949824522,372610.746154298,364895.566396729,334498.883913086,349576.897736816,180850.478554685,357919.869314271,356713.642894303,377122.593172746,359270.549663083,345774.134824219,340382.591473082,379587.796110352,358201.542069581,337477.128421876,378038.101186764,353706.403629391,335996.940430664,356807.045003907,382679.207397582,360901.625015627,420502.314879092,362117.10539453,346469.563025329,350426.42764453,329562.791621093,362663.070056764,330823.247777344,383943.223018982,343830.688804688,326550.037777101,334445.696779175,354949.793880858,379453.112396622,314669.508806639,383608.533140623,332989.169371094,361061.182562013,115218.659556153,371587.537556518,327206.588109376,340403.261088867,363633.522433594,312063.680830079,292664.257640623,341715.089658326,296575.803468751,353802.210855314,356945.887606446,357106.425433289,343222.79359198,330547.818351562
,,100.9510,14.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115384.268807848,118762.275355164,90432.9783959687,106354.127697229,89183.7994774817,70298.8254632782,126961.75032076,96197.8548436945,117346.527669621,119834.626152235,111402.562074982,50141.8242638259,49810.3497313022,114977.553513685,137541.999622535,81961.5936316691,99126.9821385817,111305.774131336,108582.436166594,115838.041904561,130560.752160048,358931.340163782,122825.933584695,112379.696041508,119212.074553565,88209.5192734905,89135.333211589,113785.559832793,75898.2020858377,194198.314064159,122008.648403074,105494.04451822,184812.899333212,124527.710659,109175.150229502,78752.597201491,84034.3290976497,113916.05670027,103638.9382088,129941.29979775,129899.296829797,108374.637309933,74593.7738013817,114063.081458075,94859.1360081362,109203.882549453,123356.829102771,162076.978240679,126460.623350715,83712.9494164885,149602.801569607,51177.5797939527,15525.7550331818,120878.105707245,115980.613006887,112873.425356706,126116.787455195,92211.6021170769,128809.402399168,111029.059690673,116263.363319657,112167.599613988,153963.740194228,121208.382265842,115823.184162823,111240.298034423,136314.830331545,122312.168735942,115992.630274989,147079.242657869,133420.848329749,121721.709920283
,,127.9409,14.70,,293950.189912012,817807.389854092,880533.15585531,808964.592392458,126929.163685181,882604.048121782,482454.856254404,822287.860343457,509525.539050264,153877.503216308,865536.876768006,876939.742859541,858904.013121128,11653.1993020658,762262.999738147,882827.578141395,761744.808781369,804084.995152759,824764.671144815,778909.133268569,171179.200864137,897612.923105678,580102.326778333,814042.90308192,547495.981465108,339627.649810653,244279.488257161,741966.733934977,877032.241373641,101357.923098878,21395.7378281248,826330.514602539,885241.096489839,917640.236822878,780843.525836477,798259.477012383,895488.121309241,129467.268181518,870860.594833495,850546.854694397,898867.275410573,739062.989545993,880899.719980535,889188.354511925,859118.097644409,890586.129751896,915475.829342301,463907.159870304,55603.1786328431,501044.02282915,822327.192802493,233292.922594889,833089.284067379,869731.32239704,872605.663182144,547162.670406552,142076.033588379,536661.074168539,883366.305994873,189214.158188965,486971.658557246,858971.701871176,880375.988402765,199247.586259278,504071.533287716,896888.918384566,698154.684616537,878130.41219545,846542.401456538,866077.199118692,902911.546329833,840635.836600136,323508.493350366,326271.544960274,441445.635110876,327391.507840953,393916.887591568,352294.797545305,372805.762849987,365460.270458494,200115.065680115,360225.434871515,315249.446824432,379711.883749189,313253.677415431,416614.68441717,409670.427904273,244079.368084333,336028.31826246,362295.84189538,360535.331433378,333244.92796577,362155.877645332,344307.838496733,384038.338896522,400450.964928287,445747.789903406,437820.437467289,253517.454515381,422312.385946834,383254.341292491,285702.946614095,405193.261469322,338741.364352119,382118.273137128,301748.857136861,134589.892355099,417972.815987894,376350.303781314,350916.884519506,393617.332914151,309698.47411328,253566.206879149,362056.958689879,358293.289926658,349164.297912884,437600.513937205,442902.754647425,415432.618418848,265004.597761475,403845.26100417,374267.187957704,404341.644813319,611156.398858619,397452.78005934,323021.227356818,377685.499666079,231477.736636257,370479.433730731,389186.582935085,632300.373337145,405852.635991161,374852.049472395,283071.570712065,407687.914551653,327735.585493222,605326.767389618,359154.150893361,426398.685997442,360111.451246019,367365.307481447,403019.821252317,576998.287400081,389910.180763127,312948.293370467,364340.579555004,355691.215744799,284014.740314279,327578.584476968,353038.706518199,306891.170747277,524399.935360631,286428.917527133,514790.109906133,417614.503299321,355792.720056059,313282.143389854,319121.807463828,406059.296867337,300040.730704123,218665.122307751,302200.062788282,346556.653439397,277431.204333522,388950.577384072,346440.195981254,312527.849574433,343018.375406175,499339.454367081,343985.00386712,320133.831040415,286214.067497467,324005.556735889,269265.373606934,307342.632722152,340635.780037174,296022.019315326,260963.107011189,476588.705559767,313442.49592811,439945.635542321,511018.184281238,388142.498506054,357326.996334808,337731.344473785,309108.825657948,334899.474820007,15265.086396945,378869.291849872,367351.424868698,372475.761632628,361890.036042934,292418.195973296,478286.807266324,328314.163657309,494956.483779439,291736.759964955,345498.227790893,490014.026851537,485529.976602723,288685.061920962,338661.150265182,350681.855404541,371387.545903991,467564.778527538,261433.126993404,327779.326180098,312954.549195303,440267.196826019,389118.049622024,276959.331154419,269696.856898647,417016.044211023,218728.575154258,322113.543605616,338316.960048957
,,181.9766,14.63,,,,,,,,,,,,,,,,,,,,,,274647.870425238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250769.70617998,188203.308577169,,,,,,,339780.529077423,291390.121093678,303842.8718095,302138.716137132,273477.734593008,295833.020545641,288560.923201995,275403.370186711,279355.30407292,310628.404323769,196656.4367185,79032.976247032,98366.3319921477,319935.591851282,273315.827459638,165638.715485692,223765.014045554,290879.462798768,243009.960006621,298874.751834436,315852.272604816,252915.798301462,195858.675359788,305986.468917793,315629.605360885,293602.57519394,273398.353331933,316259.782521008,232052.465326456,342149.150842843,267434.469003616,172279.253123914,304657.738105714,315973.999024097,285222.975829596,281283.883058733,250011.523449219,303604.801018485,244057.217900724,207730.773037596,254226.858111872,271672.054102117,171603.16991096,250225.854129884,280877.683620336,327870.249110504,272541.133647659,218786.787806732,295302.511175169,279537.828062256,330766.572917181,180832.960227993,,247559.8180415,194191.152871005,292696.311169332,312543.621448953,332798.407083802,344789.009337162,264537.530308901,319065.789544877,208018.485547356,323682.344138248,280563.005802672,265955.511770988,257423.53439075,343885.927705744,232120.360389349,273766.315161037,229518.976629984,270856.116785502,312328.504014841
