"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D5-2X-P1-A1,D5-2X-P1-A10,D5-2X-P1-A11,D5-2X-P1-A2,D5-2X-P1-A3,D5-2X-P1-A5,D5-2X-P1-A6,D5-2X-P1-A7,D5-2X-P1-A9,D5-2X-P1-B1,D5-2X-P1-B10,D5-2X-P1-B11,D5-2X-P1-B2,D5-2X-P1-B3,D5-2X-P1-B5,D5-2X-P1-B6,D5-2X-P1-B7,D5-2X-P1-B9,D5-2X-P1-C1,D5-2X-P1-C10,D5-2X-P1-C11,D5-2X-P1-C2,D5-2X-P1-C3,D5-2X-P1-C5,D5-2X-P1-C6,D5-2X-P1-C7,D5-2X-P1-C9,D5-2X-P1-D1,D5-2X-P1-D10,D5-2X-P1-D11,D5-2X-P1-D2,D5-2X-P1-D3,D5-2X-P1-D5,D5-2X-P1-D6,D5-2X-P1-D7,D5-2X-P1-D9,D5-2X-P1-E1,D5-2X-P1-E10,D5-2X-P1-E11,D5-2X-P1-E2,D5-2X-P1-E3,D5-2X-P1-E5,D5-2X-P1-E6,D5-2X-P1-E7,D5-2X-P1-E9,D5-2X-P1-F1,D5-2X-P1-F10,D5-2X-P1-F11,D5-2X-P1-F2,D5-2X-P1-F3,D5-2X-P1-F5,D5-2X-P1-F6,D5-2X-P1-F7,D5-2X-P1-F9,D5-2X-P1-G1,D5-2X-P1-G10,D5-2X-P1-G11,D5-2X-P1-G2,D5-2X-P1-G3,D5-2X-P1-G5,D5-2X-P1-G6,D5-2X-P1-G7,D5-2X-P1-G9,D5-2X-P1-H1,D5-2X-P1-H10,D5-2X-P1-H11,D5-2X-P1-H2,D5-2X-P1-H3,D5-2X-P1-H5,D5-2X-P1-H6,D5-2X-P1-H7,D5-2X-P1-H9
,,472.1226,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21055.3378403321,,,28011.4651345824,17959.2342668151,,,,,422692.507728258,,,735711.500076703,709844.207304386,60647.3028295898,,,,2257918.07299805,,,2273160.08175293,1659046.90973046,100246.799391723,,,,44146.2963805541,,,61837.5143748016,87818.2287703858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12475431.4843809,,,13366885.7835626,14753268.4672283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25780.8504900514,10701.4421472167,,,,,2227535.4128725,,,3568512.56524865,4098320.02369226,,,,,,,,,,,,,
,,413.2123,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102092.219264709,101421.289395187,,,,,,98551.8937575684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489084.086221983,573102.942006912,,,,,,514737.813165833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12316157.8949991,13161271.7149405,,,,,,12234208.6485451,,,,,,,,,22351.5426506043,,,,,,,,,
,,410.2119,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75779.7908844909,85865.8185557862,,,,,,33905.13192202,,795699.214186936,1171614.33524227,,,,,,465234.974521668,,5734331.73626684,1356674.09652618,,,,,,1281035.25503938,,44906.0767507935,49831.2722798461,,,,,,65216.9126532593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20290.8182724914,,,,,,,,9711429.07612162,10599554.2060346,,,,,,9672266.33644754,,,,,,,,,,,,,,,,,,,,,,,,,,5493.72469120788,,,,,,,,,,,,,,,5227.81152575684,,,,,,,,6548.91424580379,,,,,,,,,,,,6844.21812980653,,,,6723.18847003174,,,,,,,,,,,,,,,,,,,,,,,,,
,,479.2068,4.81,,416866.309023404,,,955547.788851867,1038142.75284448,149055.642655151,,,,777752.762043451,,,416938.778235998,1176045.20958765,335074.702401872,,,,21134.4966315307,,,52818.5392495119,26679.9443035506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12334039.6448874,,,11726659.7993734,11560545.1941452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,404.2572,8.60,,,,,,,,,,,,,,,,7704.46615158846,8570.87860108371,8375.19246749685,,,,,,,54946.8640276138,81215.902975927,80611.4370756461,,,8357.46069515325,,,9488.42706300071,669306.777389353,739772.614246464,930883.762497271,209732.436483951,,,,,17255.5362588442,835122.385335198,1115680.11345214,1211489.41951864,208049.125908695,,,,,,29755.4594646098,73043.6906614914,141296.862757543,17662.3977534751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864253.68269345,6835544.12768403,6658885.07517331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19433.0987282815,,,,,,4900829.33998587,4778614.46337353,4813841.68261869,,,,,,,40535.4898450171,80247.8081335879,71217.9886354028,,,,,,,,,,,,,,,,,,,
,,530.1482,4.60,,,1499985.78112497,2190947.95752979,,,,,19780.437058281,1307234.2351867,,107423.156796707,133787.63393396,,,,,,48199.2282389374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7648327.2867675,7732312.99350233,,,,,,7751679.79077095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952668.0946224,6908660.05174454,,,,,,7149913.69929996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,449.2311,2.78,,,,,,,,,,,27912.930867096,,,30956.4609988861,30310.240939148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32466.5341817017,,,23029.0524783325,19957.9673440933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83098.376530777,28932.1491410217,,,,,8426152.82175184,,,8445827.72967646,8423644.97868369,50824.1586608276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,609.1771,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953084.07325055,5267164.44233745,,,,,1714058.02031631,1942222.50940708,2889212.07201724,3401012.06729756,3693555.50547799,4588312.95416505,2618939.33567068,4014101.88926411,2862257.98772035,4097455.19897775,2661408.55627738,3683978.66905017,4080679.72335058,3615869.80423977,3583132.25998693,3416239.74372403,3525394.04275014,4193561.8338194,4268514.01056116,2725644.16381297,2553672.16169657,2610222.73590635,3220090.67558937,2713171.3624816,2834042.18674943,2939051.58301415,3881732.29173213,1806134.5321645,2059300.49211094,2673717.75995865,3576791.74053644,2460462.07478687,2381609.8649591,1823076.88246854,2340708.87865959,2800235.43766786,2451716.94850279,2039055.29848528,1695083.38382191,2900494.06011733,2547949.94722138,1686313.25286262,1536220.9364539,1815040.14296711,2671167.80579184,3114918.96235745,1570861.36259218,1809256.5947146,1426586.68709405,1544014.84971629,1921785.2870271,1781631.13366252,2176567.43377989,2292173.17974538,2220190.51245744,924818.985581694,2226867.33399751,2215538.02050625,1971986.47501714,1551829.50408988,2148016.21881758,2639225.13882669,84638.2881435112,89862.1656067209,1186904.4774972,365124.492154041,1771486.78699961,2429556.00642444,439373.056344665,641718.616306762,568702.682107986,826695.661093452,1140501.9176603,646882.036602074,2456688.50772271,2089282.68662988,2605231.3729039,2075556.24136248,1571767.87131381,1422661.56059083,1604312.6097576,1385219.21645229,1033594.67002086,1604214.04924066,2960736.58385296,1942925.64256257,2201763.95260173,2003404.42874815,1592976.27831313,1705194.29700753,1835369.56597596,1128660.29034302,2140885.65305416,2889103.06853613,2828511.49971499,1986756.94096864,264167.991272615,1366993.65433455,1162411.49932705,3082309.91779294,1335126.57574455,1942201.7884981,1748122.0971768,2157357.72253588,1488105.05736708,1832009.87991697,2122574.65449063,2720338.12035865,3150585.84910673,1073837.94479147,1591402.65623771,1722002.02029015,1462705.41102926,1450416.95011137,982920.347038351,1431250.86197119,1753087.64157406,1672070.087923,914913.341922304,977303.301592314,1120792.64626428,1266390.26325736,1374935.9850284,1145667.98512658,1663980.25404438,1484319.29075526,1430116.00436841,591515.559885574,1449183.34205087,919252.506107567,1297553.53598923,1506269.30416394,1453274.07237305,1640189.41365715,1759154.69761762,1539707.43759194,730790.156750939
,,414.2055,7.13,,318136.295060629,246577.109294023,223899.666560287,298499.139501676,604306.758810251,293219.067763196,300998.877456467,292309.9155272,273225.874261778,290060.006339252,232551.604623565,217183.463726403,269753.490639276,419326.449743621,283598.012935924,292327.393766467,303140.589845625,256066.914986455,296729.550921827,285170.115075371,246320.761127407,272393.118948417,235398.296224055,271815.331694556,274387.183514798,748725.556522976,242746.723850252,291740.072275012,274226.239308532,234228.668237887,247220.410903519,287018.35515292,265860.969385927,321190.368627198,271815.512462601,255290.60241355,263145.457170231,260738.941839182,232090.406306779,297067.108975563,340980.547578861,268796.412658485,272777.850340806,271349.684999453,235390.545469295,287024.105297612,205628.116467239,243037.684726327,255028.222074391,190493.798452349,246872.253972419,222248.698240115,229040.021238596,229397.954320092,237048.091324631,194663.030692527,214690.356432751,204902.688208465,184070.758615794,246150.46634678,217096.232120754,238722.005092962,228835.563127803,251745.339431321,205454.731802199,222424.41320807,225343.219971429,164517.676093361,249960.146202541,267247.776719311,267648.869763089,218789.65190785,880469.719462097,687901.535050186,652202.358581413,837713.325581912,5018184.43550581,865972.181209603,774317.831762419,734101.643941296,717127.988204302,901605.019642388,601911.360263652,731505.788452711,753511.485857761,2345144.90161966,738269.520525839,686831.83809007,670886.384978053,555602.912464337,756149.441370389,779534.981569448,686443.295867615,752809.655773536,699742.018195764,734189.286402625,747091.32930027,3549924.98685909,645598.888966098,656782.042560936,955623.467611394,689993.306813115,703366.107127953,856911.373338543,696573.317125322,757355.591707158,583053.38275531,711092.512448645,792462.55025214,801211.870857015,710445.354526025,626028.918827395,758348.324578464,620209.611926757,703124.375579433,615617.297177244,695140.345124835,858883.756728773,621939.79160793,734819.264096817,648340.944280411,650473.719447013,674181.78441607,627725.097605383,651378.683671271,630116.675166241,744347.633175151,580029.719338741,598685.146423954,659783.23349769,585144.439552763,629282.028461764,739733.566264229,677132.645505504,649719.016573884,738881.586868471,580385.58927401,636024.091858914,654403.313948858,566432.57703374,712292.049235789,900573.347663075,862794.399890991,707407.498649211,378914.830986356,270024.526915278,326755.296579069,348357.659890379,2373571.81567402,379891.071222735,325246.869193789,321422.06103711,341146.491107987,361107.793045358,259879.168316598,303180.479506372,329336.576583857,647437.395410559,342476.795348863,336214.260896998,343489.232868924,267724.549015728,328753.421788082,315110.219708427,283195.307037192,320437.251402603,287235.554243357,330657.474562756,326564.445496835,1240829.42780232,282284.257598058,338976.242513367,436158.798718953,349816.691752641,382842.62348708,409469.209909353,368589.979552814,385913.357777605,270257.475603073,318993.664213762,357788.837847157,377804.802477677,333624.112228553,375992.521034734,382261.527039411,309778.700361151,293555.783425594,310624.336369983,384222.688926772,392596.70461195,335460.953871598,350727.691912733,328663.624046787,300294.290248818,364459.285973174,296088.089946605,307978.754826424,340323.819202514,329185.280875535,287295.917942,301294.821696947,340395.70709355,273062.17646074,322066.180560087,327428.76589298,329948.063118958,291678.752140246,322448.715457692,292330.293753175,352539.08125609,318614.750445259,277281.174276743,350377.56702579,384705.363398131,418503.792885335,328119.466061152
,,433.2117,4.27,,9332.53870562885,,,28891.2841537378,54287.7305436509,9080.26617122839,,,,191933.498097031,,,346293.075090664,303814.55728395,127289.047132799,,,,2716740.46641968,,,2648414.98517912,2569825.71642987,52355.8363971244,7856.39999162578,,,13238.1594084882,,,12243.0337185793,8998.3719978676,21995.4574914315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084777.91202523,,,4284793.9809263,4110121.02275234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380623.349817806,,,303990.353355357,265281.194657391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
