"Compound Name","Formula","Mass","RT","CAS ID",D8-2X-P1-A1,D8-2X-P1-A10,D8-2X-P1-A11,D8-2X-P1-A2,D8-2X-P1-A3,D8-2X-P1-A5,D8-2X-P1-A6,D8-2X-P1-A7,D8-2X-P1-A9,D8-2X-P1-B1,D8-2X-P1-B10,D8-2X-P1-B11,D8-2X-P1-B2,D8-2X-P1-B3,D8-2X-P1-B5,D8-2X-P1-B6,D8-2X-P1-B7,D8-2X-P1-B9,D8-2X-P1-C1,D8-2X-P1-C10,D8-2X-P1-C11,D8-2X-P1-C2,D8-2X-P1-C3,D8-2X-P1-C5,D8-2X-P1-C6,D8-2X-P1-C7,D8-2X-P1-C9,D8-2X-P1-D1,D8-2X-P1-D10,D8-2X-P1-D11,D8-2X-P1-D2,D8-2X-P1-D3,D8-2X-P1-D5,D8-2X-P1-D6,D8-2X-P1-D7,D8-2X-P1-D9,D8-2X-P1-E1,D8-2X-P1-E10,D8-2X-P1-E11,D8-2X-P1-E2,D8-2X-P1-E3,D8-2X-P1-E5,D8-2X-P1-E6,D8-2X-P1-E7,D8-2X-P1-E9,D8-2X-P1-F1,D8-2X-P1-F10,D8-2X-P1-F11,D8-2X-P1-F2,D8-2X-P1-F3,D8-2X-P1-F5,D8-2X-P1-F6,D8-2X-P1-F7,D8-2X-P1-F9,D8-2X-P1-G1,D8-2X-P1-G10,D8-2X-P1-G11,D8-2X-P1-G2,D8-2X-P1-G3,D8-2X-P1-G5,D8-2X-P1-G6,D8-2X-P1-G7,D8-2X-P1-G9,D8-2X-P1-H1,D8-2X-P1-H10,D8-2X-P1-H11,D8-2X-P1-H2,D8-2X-P1-H3,D8-2X-P1-H5,D8-2X-P1-H6,D8-2X-P1-H7,D8-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,472.1210,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201589.040449951,,,295079.440911514,324537.936624482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6077693.32348465,,,6484657.31908179,7118459.25915639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10203.542799202,,,13588.4518005981,9670.06532690427,,,,,217301.444394609,,,370413.035792647,359453.885748277,32739.3149758453,,,,1153328.47619019,,,1161057.07191284,848306.365418942,51706.5646377867,,,,21563.1758154678,,,32378.6163249359,45770.0748798218,,,,
,,410.2127,3.21,,,,,,,,,,,,,,7488.91953735353,,,,,,,,,,,,,,,7432.49220848085,,,,7977.68608163447,,8490.72863937379,,,,,,,,,,,6263.33633146668,7640.42138461305,7187.96453778076,12453.0027064362,6602.72077903747,,,,,8750.89349990846,,,,,,,7120.00775866695,,,,,8967.76333666987,,,,6682.18657031246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20290.8182724914,,,,,,,,9711429.07612162,10599554.2060346,,,,,,9672266.33644754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75779.7908844909,85865.8185557862,,,,,,33905.13192202,,795699.214186936,1171614.33524227,,,,,,465234.974521668,,5734331.73626684,1356674.09652618,,,,,,1281035.25503938,,44906.0767507935,49831.2722798461,,,,,,65216.9126532593,,,,,,,,,
,,479.2047,4.82,,,,,,,,,,,197595.458717514,,,179314.624887238,159725.565350006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12334039.6448874,,,11726659.7993734,11560545.1941452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416866.309023404,,,955547.788851867,1038142.75284448,149055.642655151,,,,777752.762043451,,,416938.778235998,1176045.20958765,335074.702401872,,,,21134.4966315307,,,52818.5392495119,26679.9443035506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,413.2125,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8788191.40512564,9807517.5560273,,,,,,8740971.81427649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493302.559216124,577652.849983474,,,,,,517410.422335633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107035.079166168,101811.213518478,,,,,,105591.403284592,,,,,,,,,,,,,,,,,,
,,404.2561,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750112.60503792,4190664.43525271,4158656.74410628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864253.68269345,6835544.12768403,6658058.98893175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7267.96251584628,,7957.44850059887,,,,,,,50053.4126512715,80911.1267652632,79421.0029164511,,,7014.21149752999,,,7643.09907178214,571624.076914827,600555.057402653,761606.813272927,200461.240362114,,,,,14484.2640869477,2177261.36688207,2622837.95482636,2062038.84806462,172384.515934227,,,,,,28994.0643350298,61867.3597423629,134158.90389453,16918.1423148841,,,,,,,,,,,,,,,,,,
,,530.1485,4.61,,,6119709.26745835,5940162.33366571,,,,,,6205409.88151476,,14005.3620849457,,,,,,,65214.2489142151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7648346.91999083,7732323.25897666,,,,,,7751717.82760836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499985.78112497,2190947.95752979,,,,,19780.437058281,1307237.33748537,,107423.156796707,133787.63393396,,,,,,48199.2282389374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,609.1758,13.20,,,1005506.13542726,2481270.90896065,,,,,1130157.46303668,543642.932896729,824130.449158493,833118.785376785,640052.161043274,1294501.55227659,2162367.71356256,619532.005364396,742638.120299194,1008246.22283953,659338.999645802,431033.276789391,841595.085658711,542918.559984901,317898.763345367,293260.793582535,419276.009829498,536823.220356232,982315.523511444,722560.010192483,290472.509210663,880240.879500488,709409.613800644,293872.515649048,214769.605467071,309624.097922485,1031102.68069572,774228.638413971,829324.5918526,371964.449010277,834247.773089066,697606.305192597,310933.595985687,269228.589648697,472606.736569442,657291.672258995,839886.617331985,653708.585259003,489260.821422806,753866.384851379,677333.103830749,330242.998915238,277206.655377472,368867.298984619,539632.874294837,610317.138586823,690928.506579071,411320.808037598,718379.049434616,688313.8107388,407937.437284623,294909.712301468,433759.512769898,557613.832224777,858611.859199299,,474254.811807419,940689.911523621,848063.970149431,416142.468415917,384416.776563125,536362.374676178,689002.496741508,833584.833700226,797611.232453956,,2950892.33201358,5267882.8392738,,,,,1715230.03222616,1943397.03369944,2889212.07201724,3406194.43174916,3711797.58124417,2804911.71058628,4227368.39705225,4018002.2859591,1275767.36747902,4096840.41696532,2663205.61890726,3684346.98184628,4065566.1736007,3615816.59866976,3571841.42903432,3417097.77015091,3525400.74740608,4204167.72931515,2207329.59467375,2730156.07738886,2553672.16169657,3035939.66765902,3218544.34266473,2449155.9455068,2846992.4273875,2930043.2099328,3881365.61454802,2873207.92732556,2059300.49211094,2674071.95228536,3576791.74053644,2460462.07478687,2377950.35302867,1823257.98732458,2341331.19736793,2800077.64317234,2451499.33185603,2038742.32970199,1694455.02340287,2896329.26881347,2547866.11997962,1687847.06919883,1536565.6912971,1813882.6310626,2669872.75796944,3115415.18047902,1572615.60570874,1808752.34597062,1426836.85415395,1544014.84971629,1921829.67155774,1781231.30943902,2177927.96248736,2291374.1512669,2219084.96560108,1064128.44017198,2226872.28172042,2221808.98547401,1972272.72018895,1551937.56480894,2148410.352927,2638671.60374758,84638.2881435112,88846.9681618918,1186875.77873676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,414.2053,7.13,,444906.38285727,371727.134745039,433757.917596994,439039.216895465,2405240.93852946,483725.261605347,408056.323207243,433502.163359758,397342.998260909,463462.263445508,340021.151042965,408707.676812811,431549.740900604,681146.468633412,389021.229439059,378901.585610158,362502.350673026,358362.461708219,399735.931130765,358052.093994757,373118.732111591,420810.75416513,408609.069150603,432265.648672677,402649.812995376,1400957.72615449,406814.801604843,418437.534005576,483906.300169039,490954.231733858,444576.946708591,483388.864023361,452475.195695901,483501.376533589,385210.831556286,455542.883755834,422260.152130669,436855.238888962,372726.45000744,430925.021384594,515676.494637731,396224.427476132,450425.287510269,386936.13246919,420905.949682127,460627.784450222,434156.846978313,431930.02148718,394697.940125198,401060.293904966,401224.679493974,384050.213746443,381354.784445231,417864.730087335,417165.746334717,334166.020115043,358957.043303282,405453.269528902,320124.525644281,424376.730294839,397848.041793435,401080.944971861,396065.791301348,435407.927566868,367743.733037661,397097.641082773,418560.365690297,350869.11274748,411724.769602155,454492.499086107,461953.920123314,416548.691680234,880469.719462097,687901.535050186,652202.358581413,837713.325581912,5018184.43550581,865972.181209603,775793.557808964,734101.643941296,717127.988204302,901605.019642388,601911.360263652,559010.687297072,753511.485857761,2345144.90161966,738269.520525839,686831.83809007,670886.384978053,555602.912464337,756149.441370389,785574.98962531,686484.765585252,763755.547142775,699742.018195764,734189.286402625,747091.32930027,3549924.98685909,645598.888966098,656782.042560936,955623.467611394,689993.306813115,703366.107127953,857205.630594275,696573.317125322,757355.591707158,583053.38275531,711092.512448645,792462.55025214,801211.870857015,711117.651740848,626028.918827395,758726.507895104,620209.611926757,703124.375579433,615617.297177244,695140.345124835,858883.756728773,621939.79160793,734819.264096817,648434.418310599,650473.719447013,674181.78441607,627725.097605383,651378.683671271,627749.713824508,744347.633175151,580029.719338741,598685.146423954,659783.23349769,585144.439552763,629282.028461764,739733.566264229,676985.723752505,649719.016573884,738881.586868471,583158.663122965,636044.443969311,654403.313948858,565627.04906114,712292.049235789,900573.347663075,862794.399890991,707407.498649211,317126.914195121,246577.109294023,226738.744063066,298499.139501676,604306.758810251,294353.814770765,300998.877456467,291397.923583048,273225.874261778,290060.006339252,232551.604623565,217183.463726403,269753.490639276,419326.449743621,283598.012935924,292327.393766467,303140.589845625,256066.914986455,296729.550921827,285170.115075371,246320.761127407,272393.118948417,235398.296224055,271815.331694556,274387.183514798,748725.556522976,242746.723850252,291740.072275012,274226.239308532,234228.668237887,247220.410903519,287018.35515292,265860.969385927,321190.368627198,271815.512462601,255290.60241355,263145.457170231,260738.941839182,232090.406306779,297067.108975563,340980.547578861,268837.626647579,272777.850340806,271349.684999453,235390.545469295,287024.105297612,205628.116467239,243037.684726327,255028.222074391,190493.798452349,246872.253972419,220709.664712869,229040.021238596,229397.954320092,237048.091324631,194663.030692527,214690.356432751,209885.693921411,184070.758615794,246030.95578673,217096.232120754,238722.005092962,228835.563127803,251745.339431321,205454.731802199,222424.41320807,225408.149395534,164517.676093361,249960.146202541,267247.776719311,267648.869763089,218789.65190785
,,433.2106,4.27,,,,,,,,,,,,,,,,,,,,19918.739825837,,,14441.0247721997,14912.7148213233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084777.91202523,,,4284793.9809263,4110121.02275234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9029.51727798603,,,28891.2841537378,54287.7305436509,9080.26617122839,,,,191933.498097031,,,346293.075090664,303814.55728395,127289.047132799,,,,2716740.46641968,,,2648414.98517912,2569825.71642987,52355.8363971244,7856.39999162578,,,13238.1594084882,,,12243.0337185793,8528.6436778908,21995.4574914315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210.1374,2.61,,3067226.34987002,3027170.3769812,3072470.06553484,3164287.01187009,3112829.54537363,3054798.65657092,3070303.58451178,3045557.35368315,3068662.11924547,3271550.07165181,3122848.70865762,3174702.24511498,3179724.23797632,3106959.46723505,3158527.59900561,3119484.69315541,3107805.36053723,3161768.76384522,3187960.23959936,3088040.99921845,3135181.40602753,3097221.41642599,3130189.0868952,3124742.96256343,3234182.80614772,3144569.74342577,3162928.52483349,3262305.55578028,3305266.13607122,3247511.4676568,3288856.907096,3306948.49561093,3386938.73365396,3407811.54372637,3295151.49300474,3260568.48940389,3262462.95951516,3198174.91025185,2759100.36689405,3143116.33589013,3210155.60489043,3256460.91758272,3276529.80779358,3240949.1428323,3193434.63497505,3086449.97022906,3192233.64862604,3158852.94013776,3198567.86249047,3152653.07881275,3247888.98806587,3088385.28353968,3148384.62757641,3195501.91084575,3193738.46434121,3346573.77114218,3266685.82467637,3228394.93726656,3187913.02397257,3223501.88928304,3174462.47531349,3151892.43920833,3214726.03090356,3318476.29215537,3383007.79079497,3346559.87768977,3298933.3124267,3343094.73075131,3402042.37761309,3253810.29844022,3324523.23603738,3375277.99936009,3799976.10086668,3676784.54057777,3578900.15450263,3735172.36233749,3548244.00389634,3565952.93815559,3646023.92533153,3567717.86936819,3625480.69918719,3684760.07869823,3500085.92030527,3424720.77956678,3475338.92484777,3441153.18722243,3455956.02498974,3491561.45081556,3411692.7965908,3477750.78533501,3458707.6336734,3424127.38998744,3360347.66032202,3480712.90977273,3381399.75429098,3296666.96476034,3389185.22205142,3339901.79424428,3253861.64595092,3150371.62925928,3360807.63718448,3256784.65182807,3132375.41817881,3288177.27472656,3378829.45544787,3382450.27284362,3385741.11805868,3189339.47230877,3364969.12760656,3383800.24435744,3403137.15275695,3347164.15210751,3405399.90225832,3421531.5734591,3456485.85920977,3356465.30038561,3369908.52580928,3787534.26135105,3341856.63263471,3446691.85756035,3581439.03765622,3568559.36156699,3531809.87230897,3536776.77210478,3301502.2020229,3437233.64439137,3592309.83623053,3208314.27917979,3396550.4200915,3615526.71947655,3569439.77268418,3487736.98448419,3509115.28006694,3442916.88606682,3577537.84348389,3622574.9407725,3557940.84381293,3203519.54836874,3500349.02369066,3524187.57105315,3545508.84755562,3594480.72488966,3563845.03625708,3536248.24147491,2856712.93678448,489450.751590715,638461.863914986,1671404.01904363,3052641.36961475,3011141.60115484,2864857.1617192,2996444.52259812,532730.450873398,2861329.78582637,786452.668696313,294571.916355615,1642320.28318612,970227.908763589,703956.473880554,1044104.69088451,1421449.25111354,603592.174462908,658012.216408811,2969674.06916689,849217.056082302,986683.041458614,2977490.91730948,999480.315765714,689381.814563061,775486.798745729,652166.619492671,219157.079956285,676250.782481321,1779080.21094147,619890.719492058,558310.160182881,257018.063984038,2961850.36812689,779451.673579577,739851.000085756,707712.410121757,1241306.68103118,933037.237024312,3100880.02576102,692074.422243979,233469.299990437,3119533.21536368,507279.154207126,556600.132425575,617296.864731723,1281234.01475294,783287.173701814,159445.494914063,2963415.70846001,540848.818832118,486490.203060929,3091639.16559626,406487.367013083,2875134.41126934,303007.182914836,1075955.37805715,604886.960169247,968405.434604302,1558061.42492927,135394.616014548,1048582.33188684,570340.410919532,220563.330635558,246886.31254779,273903.092235959,1089320.93333103,2997363.26318812,213836.20762854,109729.047867891,1245973.43831451,772384.765996759
