"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D4-2X-P1-A1,D4-2X-P1-A10,D4-2X-P1-A11,D4-2X-P1-A2,D4-2X-P1-A3,D4-2X-P1-A5,D4-2X-P1-A6,D4-2X-P1-A7,D4-2X-P1-A9,D4-2X-P1-B1,D4-2X-P1-B10,D4-2X-P1-B11,D4-2X-P1-B2,D4-2X-P1-B3,D4-2X-P1-B5,D4-2X-P1-B6,D4-2X-P1-B7,D4-2X-P1-B9,D4-2X-P1-C1,D4-2X-P1-C10,D4-2X-P1-C11,D4-2X-P1-C2,D4-2X-P1-C3,D4-2X-P1-C5,D4-2X-P1-C6,D4-2X-P1-C7,D4-2X-P1-C9,D4-2X-P1-D1,D4-2X-P1-D10,D4-2X-P1-D11,D4-2X-P1-D2,D4-2X-P1-D3,D4-2X-P1-D5,D4-2X-P1-D6,D4-2X-P1-D7,D4-2X-P1-D9,D4-2X-P1-E1,D4-2X-P1-E10,D4-2X-P1-E11,D4-2X-P1-E2,D4-2X-P1-E3,D4-2X-P1-E5,D4-2X-P1-E6,D4-2X-P1-E7,D4-2X-P1-E9,D4-2X-P1-F1,D4-2X-P1-F10,D4-2X-P1-F11,D4-2X-P1-F2,D4-2X-P1-F3,D4-2X-P1-F5,D4-2X-P1-F6,D4-2X-P1-F7,D4-2X-P1-F9,D4-2X-P1-G1,D4-2X-P1-G10,D4-2X-P1-G11,D4-2X-P1-G2,D4-2X-P1-G3,D4-2X-P1-G5,D4-2X-P1-G6,D4-2X-P1-G7,D4-2X-P1-G9,D4-2X-P1-H1,D4-2X-P1-H10,D4-2X-P1-H11,D4-2X-P1-H2,D4-2X-P1-H3,D4-2X-P1-H5,D4-2X-P1-H6,D4-2X-P1-H7,D4-2X-P1-H9
,,100.9574,14.65,,389729.293744328,320579.567707783,354913.915219079,305542.501392597,398791.687218733,415827.993364773,347757.438529419,309388.132877832,378034.084641906,299876.067468794,77308.1520417987,155633.770019832,399921.319319025,302819.838399149,,410232.11559433,75965.1335837245,,335498.12082957,68184.260148438,53752.58724939,313729.227543472,58214.4071254181,294034.220602288,,61053.3930795517,352644.10003999,298872.129494863,55331.6627845131,355037.003940258,,,339667.214146967,282642.211593814,316202.710522196,414486.822005342,354789.254007427,69411.8010883991,298473.728650226,334553.29102989,303170.565943793,203193.747264342,101485.596127284,28858.892664102,304953.615467757,53943.6378042458,,,,329722.456881813,,63149.1331757799,255271.009512695,54761.5551494887,342720.30847573,332512.74751982,339865.977198459,,290331.857413847,387742.974305724,320934.377598596,,,366222.113803868,71006.5368576374,,339381.074593333,225547.469079711,301937.656443079,,311381.292769904,353573.198849556,185610.310889143,198050.10002246,538658.664771375,193606.105550105,279814.148670379,560027.338258654,451560.476757261,283395.054460551,557778.301041269,517183.375623556,217118.542111979,416288.545234645,424156.431712407,174968.707464907,206785.52489323,501508.424307474,399445.692011719,490816.653655872,522784.437489935,555258.75938852,537490.995802853,602199.887548449,561687.509955135,605719.871241688,518762.161904705,567783.959766397,544661.261990468,515269.999184595,537371.60300415,566966.64382351,582815.366354121,370880.677014323,219297.266381837,602732.819814693,343955.425724016,357003.127980134,524593.128044113,555551.9024497,578312.43043118,330414.866948235,487365.850782094,272762.402699219,497848.064957464,587764.04554705,230894.024349956,937482.135639968,874173.145837954,758547.433034928,563936.239524372,518795.865683035,196802.046145716,616455.667034382,237950.006464519,303759.412973627,323818.140528187,578173.559177839,498002.569486718,660479.032225241,585486.317366959,576483.976834423,213742.213927734,295148.91046002,647632.756637464,603576.400441221,568572.310714697,208208.545125685,617125.005920606,290092.949223288,325353.279700306,583799.747213484,498171.718590809,561029.406780157,256827.796731065,449366.385831272,496533.482780776,578598.736600641,422398.535576604,464179.142688994,391326.3033625,568853.820857982,380250.065498325,399440.744477719,365352.685006069,480528.398204065,290510.480132054,393413.041616773,389512.685965027,415069.126901207,453210.145460862,458622.609305163,425068.683347231,137035.093228508,406268.57513192,402061.774372487,406320.173384906,661978.056102332,645861.176825284,421196.980726525,157321.20374695,347826.293493847,402893.643648887,432412.052743789,419632.580598528,351482.014599248,377455.083358212,647135.099026532,383911.970550933,167383.284154347,468987.65767991,549017.498428624,514048.691993203,441751.463864653,387577.932869351,442211.597444864,569573.191145028,11748.1231361267,631615.939022828,580734.220020558,152145.786637941,178694.403586016,528028.701577655,418204.814241137,504487.093854706,251006.027783346,465666.817341327,210078.281888083,613591.988098144,369483.575172732,496028.860171952,626698.882876831,368732.272117117,397276.947049161,391708.667892997,163011.51115851,235482.016965114,407289.78232404,397168.453864599,599439.87394519,126941.771584972,104247.335959003,395684.812661808,527436.331583748,547189.7382556,397630.035930304
,,227.1884,5.66,,68385.5954175567,93749.5839327622,83903.9963247528,72746.9756470794,68955.2621770401,95584.9765465239,71728.7467154082,67464.5665295487,60052.0616242524,61111.9895086975,60635.060595932,60209.6849877624,67695.0804327774,65903.4721063308,58810.0179566192,61777.2663636627,59107.285308609,59606.7943476409,82664.6809247742,78836.3331122437,66886.7471148224,54076.1132307892,70935.6124012909,62457.5479802551,63237.7281873779,69420.9492193604,81397.8787175903,64132.7424103394,69628.3770101318,88118.355639389,58783.556618927,67847.5173865662,59187.3220980683,61748.8793338624,72039.3794267578,64657.0532736816,69771.2985011596,64102.077375,64431.8645237503,73006.8339794312,77441.9099156341,69569.2703488159,65296.8151766663,67907.009873291,64184.9072465058,65147.6016358032,72889.7525247803,73055.1575905761,94989.3480821533,67198.4035038147,66432.7279431305,60405.3761971436,54945.1538781356,71302.53648703,78981.5718524781,90946.6479074249,76433.8148941193,106383.038485779,87770.7069854431,73502.2750525055,62118.7874574737,84277.1451595612,70377.8688815766,85929.0778530273,85335.0483698273,69830.595645546,94060.1531004485,84120.1365693359,78091.2548524933,78753.5977909393,69948.8830015869,72738.9360191803,261208.876023121,156836.860285477,224197.712708817,183946.493997498,166031.062538834,233073.82075914,224379.378465118,167809.632681117,171789.980106751,264490.696483963,179288.692282463,205865.848398193,212828.914682861,180674.754352448,170775.447477951,166103.616660851,167192.838000305,148869.437067917,169873.216038239,130147.634934967,216776.019427536,127970.095972687,131132.196712402,162085.447385284,172206.999325577,185886.061725723,147833.070011063,164134.256046234,164101.109447601,168898.339276062,145749.402682053,162678.191446777,138970.523648796,127323.366263199,172149.212704971,130525.344623802,180920.089596726,146846.582508041,198413.270966202,170045.478197525,223840.230335327,137451.137811272,166223.48659407,166453.344358383,141330.049268043,181272.522718979,184398.687965805,150919.182267532,198557.345441162,189014.195965439,178158.439093033,235957.173537448,159533.831728363,198673.143939713,255707.43078225,329020.972676209,213797.575549225,307597.487932587,249372.03943962,197941.253138641,188224.584546387,212614.859983917,177302.571808731,310392.786614639,242908.879687424,228450.079058228,289120.446520447,236214.98553067,209265.265655548,213007.057045654,310692.012010773,266271.70795639,115355.647180664,76741.885833374,75199.8803382721,95823.6872305451,89807.0503831177,79129.6801711579,73440.3434459229,80859.3269508362,72898.5348867263,77631.9685622864,64620.4637738494,86453.040640686,85943.4369548186,72279.217611145,79650.1229258117,66820.5170454636,66009.8794077759,59193.2591291885,73123.0929957657,85082.3406966858,88706.9841635437,83170.4117012177,75028.7357944489,97813.4638701477,66636.6692462311,90514.0776993713,106963.1545849,74254.7662894134,91115.3241398621,113785.596925751,63586.0112957459,78213.5198443299,71693.9355188599,71931.1376988983,71419.1090162659,72820.6169242402,94740.7920868225,76794.7345920715,117325.206255844,99242.029238388,88640.4998151855,105256.891616859,88419.447834053,68732.2431612701,81274.5898175811,75731.0480168991,98816.5499204406,84998.1373199234,61640.6032924042,64853.562960495,63606.0378264312,67556.5768434753,78657.5385409546,82444.5958233795,136220.21354451,77953.6856522675,108769.381025268,163293.673880188,98298.2808262025,120349.799060089,61482.2456381988,93809.5468280029,84529.5765449218,111275.256968208,108025.578707779,137092.856144074,123052.273152084,88080.9859181671,126084.927344025,110606.118884689,97708.9803619232,101860.102939346
,,575.4247,13.80,,,174294.874833084,157379.527614155,339890.131811325,250376.040472089,229182.473527668,189863.872613666,210640.102916633,291430.401599139,188337.894318703,168095.880217028,181673.734644172,169468.333831562,227458.688231308,250148.175932338,179618.715298232,170411.388056318,149331.788722853,145179.428996922,160389.222818962,133823.951646801,148139.506176911,142628.512106249,139884.312250652,171887.280436209,149477.370572535,149456.265915075,145241.073805039,112538.956504545,114748.130789417,116535.252901953,123948.202897302,119006.162318068,145496.972815911,137336.791605735,159641.983546935,125978.143087341,116526.622454553,123858.043353718,128091.593019602,121736.354490129,133115.970995796,151775.866210781,151732.818631414,165161.531953796,129279.13583962,111334.77988672,100067.787818408,106744.758196075,129584.71064859,118288.832560756,126242.106040039,112653.518734571,145621.050019148,126946.20259005,100065.90320039,113111.174080154,110334.561449082,121112.046720367,111449.818406906,123072.125939957,116182.459936128,123158.261722107,104696.524206101,113236.440713501,106605.149713369,103084.828394257,113406.199355225,105237.006906738,109751.558971329,113024.876408051,117782.490316467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102651.605746216,40634.4545616909,,,,,,26926.3023808594,92179.9335169985,100515.877845886,96080.6157598878,108661.232486847,99733.751267853,101820.275551788,15805.2025751957,89218.5063383489,112606.614508697,94881.6132047884,,,56755.1307070312,,,,,,24252.4527070313,,,4338.43923779287,,,,,
,,476.2597,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236239.66446143,1234388.07088801,276182.472220213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,139.0643,1.80,,70309.1469487041,43869.2879773994,54410.9868027204,67110.5356682903,65501.4995550921,52873.0478675735,65907.4873796998,55626.9413456675,10128.6348301284,49513.3273003667,63012.1395557835,54039.7662658909,54997.4119628587,61274.3226493053,50635.1124712959,15634.5054629845,40038.1592618371,18212.0662065507,57323.0974881475,49101.0005247192,22006.8061822017,43063.1025424805,54036.4395693097,59485.714648549,58142.3251272164,68717.5227649144,25692.4909595948,95082.1977047796,56090.8464408054,78968.8601223382,61236.9052047527,58974.419662972,63724.2969907013,25104.9278875256,19895.5289629128,11520.103729126,12881.8858483707,19243.2767786457,54487.268756005,61246.2571205173,24432.3967262051,48233.6542591993,56269.1179365018,62025.052471921,74925.6686219495,46115.6923018013,73605.187422168,75080.5424855371,19539.4154130005,9708.16359533523,27709.9525391381,21909.0418675099,36588.962182963,56212.9981384985,70317.0345705038,51487.1055551881,20903.5142319271,55463.6471938803,46832.8586282925,12799.3093012429,55512.7697778822,63921.4023098114,,49590.3920059757,19717.3815841472,38789.1736950215,69908.4326420898,24385.5362185384,19182.180762011,13592.401767408,20575.034314782,9737.41518008279,74793.5447564733,81837.8434832978,69410.9578460757,61933.8669600632,65059.1739731228,93514.6938748931,58940.0997725195,60397.4026205288,90079.3543400297,67371.7996107875,65120.0492132458,55057.2297901785,72681.3229575501,64000.7988385742,80946.3027666422,72578.1156641026,72236.3009538574,97520.0141016323,87006.0291307477,70694.9554912841,56737.7630950845,72153.3341371034,81620.5345769531,68335.4030607999,84863.7298912761,75324.8108103639,94636.37644979,64906.7328173565,55814.7441528321,66879.0986851785,90565.7257120116,87299.1181236592,68454.2324548273,63737.9802697503,78122.593652358,63685.1374645453,88635.0368325039,66042.9760129962,75740.0074088379,62029.0844671387,88067.1238282478,61935.5211724663,81877.1741666668,62569.568793164,50951.3339467774,58547.7446387098,70222.4043550043,77691.0001263834,114180.251187533,53557.5014768067,75661.108908796,57375.4334003906,62881.7320137817,66870.1669832141,119025.761940194,79975.7195238539,71403.7466365244,81997.0621376354,54573.7236641217,91332.237606391,100204.578553882,66758.9995569895,73412.8859361484,94789.7106883399,74085.5177124067,75521.0185892361,75956.8473014356,63132.2367182929,71599.4030492118,58609.8526368165,77502.3308641933,83481.2576045328,51526.4998152552,68740.416754663,65608.1816365566,86596.0789588582,64315.7661219394,72536.3986163412,89825.8086554688,69932.3442524718,66804.46700174,62918.1855965134,69740.3972277588,61851.4415801953,58917.8824145643,76102.0903733132,76709.2107941283,75137.278909739,50526.657577352,57363.8197499999,69686.3634882051,75742.6570310882,61234.9291204102,76202.3878640951,71301.3680458442,62352.6208050362,68769.973724667,61085.4977447377,58014.8573079426,62074.2045113092,70088.1543331942,62639.190549849,61960.1978265489,65038.0087069339,56963.1625816244,51937.9335432313,63873.8891357543,54917.8841699891,50584.251868579,66558.2211783039,64390.1409410256,64644.5631811848,53877.2291997289,71372.5685775316,70846.1289781086,52574.0185476345,82135.181958252,66154.8613984374,93276.4371185743,52260.7280091689,62780.4110987956,58947.597624497,79874.6391302566,72707.9981669036,73103.1434209229,82850.1963325831,58056.6402256836,66146.2842112428,68239.6029275123,66072.7024293512,72488.1122296008,61203.3836709483,58178.1709994424,71511.6279601237,58735.0061620941,73770.1741010197,67352.8041073393,88277.2448861885,80149.2397571964,80189.0650244954,82860.1665553895,62384.1760725403,66336.1553984373,67206.6566602164
,,632.0556,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281547.398394652,,,292583.928435402,292078.220250747,,,,
,,513.3085,7.12,,9946.53034277345,,,,13788.5254432831,9846.20950638582,,,,9302.77414791872,7936.19966345213,,,10962.5557675933,,,,,,9392.35771342461,,8939.46478446961,,7696.38029911803,7839.39789569093,19925.8200104371,,,,,,7051.06463004299,,10694.0113529052,,,,,7614.86110724638,9364.06243666837,8561.21656024168,9986.14961386109,,7991.48822012331,,,,,,,,,,,,,,,,,,,,,,,,,,7417.72576574708,,6326.67416603086,113577.38225965,91583.2281959628,105444.354878825,105313.67050856,331171.288718901,115694.596038195,112023.347510458,103463.911457349,107308.157638942,122329.340308557,90129.0311315407,93389.5197922898,103774.266383339,212689.282041854,104234.782354889,109854.16398909,94950.814684169,99401.8927847003,107368.259993032,113737.936393694,100501.392773979,105497.091430471,99129.3258590599,107877.301549858,111868.382050901,279103.46814286,97382.7476513883,110397.038760813,119503.642787447,100399.673535559,99039.1617497459,113258.309572464,108413.556610678,109249.440198899,82084.4463661486,97012.1656681198,106354.484651742,109336.863413466,101245.548026193,98149.6845218724,104884.559036833,99217.6726165973,95080.3271178046,91111.4973240276,94267.7837810216,114226.341211449,94390.7933249502,104850.430506839,98623.9729348165,87468.6907770986,84823.2190395468,97394.5517181123,88543.4207625199,90135.5469441246,119483.485365072,91326.333948226,86939.4450522809,95032.4566988354,91065.3185399796,95716.978017304,102037.366707712,101524.999636401,98718.0235634306,97112.9549800183,89065.713048703,100360.844158974,101473.437487068,88132.7685604047,98551.6432954205,115018.116905555,111852.867235597,101073.608664527,50356.307510727,24792.8117609711,25158.5531732788,31633.717888672,89697.0598440247,31349.1803565979,25453.922766388,24909.4176111451,26833.5963175431,30569.5100979003,15806.1262711029,21549.3839512481,25450.2673435669,46193.6208769836,28262.9525327607,22370.2373294678,20225.515020401,19056.4792632294,25722.1847046662,24723.7792886963,24322.9771410217,24751.6334490051,25394.4569019928,23654.6855700074,24551.2151473846,67708.0012244873,21927.249505783,23907.0202034149,34319.4292745972,26266.4943993683,26749.9529161833,35918.6397281342,26499.6131814423,28398.7041639785,22410.1684534149,24877.3734843979,27863.1052106171,31036.2195419007,25939.7752752533,23176.049894928,28977.7708646241,23821.664624115,23208.0733179472,22837.0052209167,28327.0067325744,27855.0152756653,23788.8824792176,25026.9258138426,22070.8754427796,20602.3462657165,23211.4945342712,25431.0587316588,23198.8061107636,23266.0254899445,25153.5254911194,19304.5821716767,21985.3435517425,21845.3195313415,24020.433340454,24506.8766932984,26027.8992818604,23462.932698761,22635.9884342652,29020.5127585143,19717.8256628723,25963.5806363984,24381.6306962586,20031.9238260956,27626.8250054322,30127.6940061951,29814.1307111817,25132.2985424958
,,402.2734,11.47,,23763.9616300047,56240.601916993,32097.1421117853,46892.8837812504,24034.4277440182,38485.5336904903,64516.1950686487,66048.925029679,66106.4809988398,36036.2465407715,31205.9636853337,36069.357540726,68877.9873239143,41078.969543702,54992.4193872685,55531.4281408697,,31331.7132924194,27328.4745476076,33494.2345053863,41472.8756892249,14067.1660784611,20489.6231623531,31801.7157615966,44726.3000926818,33511.9040086669,9360.81945465073,33783.8507020261,45617.4214999079,17332.3447338564,47832.2656375118,51887.5402509758,49250.0286084909,8856.71796826161,48448.8285723564,58060.4211562799,37864.0257839358,42007.2100099946,39246.1376055295,51012.337462799,66865.1818267526,51567.8680005487,48290.8992453147,38591.200561326,35571.638034546,70510.8839595029,43674.4983047945,11377.5276859129,113331.482717103,90045.1452854916,115640.824884706,180389.212745605,271446.184466495,48171.9247406001,19019.4033760982,82111.350929535,73958.5529749765,81817.6459418342,89562.4392322536,61875.948410431,64888.7414646302,75567.28326883,64153.4938963623,39510.1771431884,41315.5661548991,47244.806602494,64791.5269682929,59159.6339631954,63416.1916552732,70594.0255836177,65180.768170257,52586.546991074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,240.8768,14.70,,123396.081278236,121031.701754587,137700.115921156,125835.375517853,122281.930960388,123366.747862012,129675.726085388,125817.077648666,127252.982374038,119334.968273773,132875.985634196,137701.433553863,136168.894179687,126663.284563598,117625.536400406,120198.535773637,125895.981419953,103753.466115931,120592.397160889,123710.80271808,126239.083693963,129835.029144555,128637.98630899,103883.664844199,97934.5069423183,122018.548625787,136771.189668243,122053.945503069,132349.677461685,119955.304362396,101779.949850189,110317.798490097,121739.852303463,110923.623864659,127209.246417267,128795.280277268,141682.001327209,130788.710456177,129856.528411194,120707.983627024,107396.058249817,128032.84279834,129655.817955828,76350.2844766615,121361.315671311,125499.921078503,116416.366787772,81600.7618771855,110160.769472335,112389.606293675,100666.918214502,116769.077072386,120582.656406152,126691.569338898,129157.895954223,134658.984926849,101630.680448975,96721.4229622439,111046.090380674,116508.466160858,109294.986316786,105673.247186203,112154.6423526,117110.073237183,128748.309162706,108281.752352645,121352.753059667,96800.2756766203,96434.2896719907,85049.7825996239,113169.619742982,106384.435046165,21151.4216513013,105714.130334322,,116065.182585645,107450.58817899,115404.865115281,120454.633880433,108957.970958503,109494.762031211,86589.8190496189,117963.368725864,111009.374357314,118630.051468694,98100.895536601,111860.525512172,121157.9467426,122986.845208143,106863.915650837,155765.641349599,154335.285519115,119125.425747136,126416.277018458,92526.1189183772,121354.542359118,32146.3928509033,134116.968805288,127992.541189172,119869.420561394,124501.325260015,133636.600808902,105737.510539962,116341.06688514,126667.055830992,120506.959007192,98259.041719999,121802.497604343,140360.840376541,123199.942201836,112051.493672711,95716.0479765614,115466.696469239,113499.603461977,112029.783034103,118722.576218488,131784.677685024,127751.755537674,122009.572810762,116649.54076165,115198.131695366,113121.78490682,108650.87346291,124817.649907827,29065.5851384351,129556.484190276,116860.183137761,30447.0315937158,118390.085687012,123310.508940442,126241.58497133,92874.0200036381,118257.427346994,28576.6056503823,,129166.317894582,111822.232754268,112921.409953677,123328.38354142,116955.672469512,84906.2700339734,125547.090561703,85417.2610191522,130345.931753578,120576.173460254,35469.530739579,155637.563945832,80963.9942907491,135026.696341005,127659.038750883,145136.285797615,33866.8817750761,132876.298380198,134138.006788349,142517.143465082,140789.830128177,144185.321768932,134909.036883538,139296.431643933,123250.399508955,145905.649444693,101482.706720769,98218.5906698986,153578.553578283,141006.056193512,147394.032066993,154928.818646175,141092.571732263,92619.602751157,126077.856839463,123647.360400008,183103.003417619,123432.506062389,142279.954803717,122687.262808931,140990.77821793,132201.734638044,105747.344475952,120670.297006004,131977.686232199,,160657.650686015,138276.629928559,130427.887861713,133959.888956932,136382.339145864,34163.5234088679,94162.1197955629,150348.092581333,139183.522831949,136251.967968988,141326.033698565,151356.897372563,132910.978389922,139180.130898519,150526.035273724,135461.147145895,140269.316440455,148767.55623995,127928.250052504,153601.162952166,122519.483263275,260636.01284129,140160.041049317,127172.997612003,131655.66062287,140804.463937318,185581.195057498,104710.555490853,135304.105146246,107433.700238766,137965.630736452,137607.650201367,156706.530013676,134133.838371272,131850.146188915
,,407.3009,11.71,,,,,,,31358.529682617,,,,,,,,,,,5556.12585937507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262956.346248107,78223.1071210563,201147.505188628,140021.131856004,155345.877369416,211881.991655822,228059.867348863,158134.963622193,94034.1095343025,191126.894707519,103813.69915393,174189.97714133,144179.705134887,141336.82556195,143444.26365387,144554.149672301,127567.381106194,96394.5115077819,69624.5647928932,69015.2094984436,173906.758197936,80677.1515198983,54305.8845559086,126723.371008332,101933.447836166,124536.03710321,84150.7819550179,114024.546249603,93882.3672506882,109104.789820587,79787.7584488871,92132.4474153893,66025.257660874,49256.4408835606,132645.038159255,59424.4902059322,88645.528603531,61868.4342598271,149816.658316406,102054.414170944,214644.477930481,64325.3391358035,91338.72169043,81055.5129138508,53037.5268212129,79956.4298372352,96334.7754489533,79596.8529349211,161992.945908722,104116.84893428,78722.9811663507,170986.946478058,114680.536930131,128920.199148499,99625.026293122,215838.912486052,114504.622617249,150399.242856263,115884.644443298,91697.827390458,108170.706609054,162309.725163789,100213.509825622,195973.067508388,113621.155771317,127495.321165282,178429.931671068,117201.528631317,110041.534996018,161483.754494385,234062.888623993,164102.332434143,74417.4313030572,37789.0540115661,38444.0009134936,89755.3203922045,67426.5857011435,62317.9310929105,46568.8678645791,55456.723951538,25597.7387365939,39869.7664368711,18319.3039551545,50149.2979527307,45575.8707449484,28579.7010056303,24421.9048241482,27162.1622310611,26489.4208105163,19135.4789861333,58468.1073363346,45070.0218105008,45763.017200989,59911.9817184467,37276.7236095351,62277.4449898923,24986.3965206222,57217.5350562563,75338.9857812384,36230.0772025761,55382.3375218132,84309.8944104614,31893.8427044218,50160.3089452422,38530.2743493804,36752.4607205572,16470.4684837807,38399.8530846283,54268.0477355808,36548.2554943845,36560.0647327316,56213.1943682959,51896.506246811,64443.4912129971,50876.7293718007,31828.7450618745,34030.6820617318,20307.7952409059,,24836.2421257331,8871.16803955101,,,27655.7598727112,24951.8459365692,,59265.9001091309,33759.3103512758,70599.4186342471,18148.5281831778,26047.5884554598,67143.0663275438,21281.1710440673,80236.9401335308,58076.3711239315,66855.2031008067,61101.0420226057,94601.2469982808,88388.815609604,48829.6523743291,79133.6623169693,66007.5378902082,45441.7102431425,60496.2507079729
