"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D7-2X-P1-A1,D7-2X-P1-A10,D7-2X-P1-A11,D7-2X-P1-A2,D7-2X-P1-A3,D7-2X-P1-A5,D7-2X-P1-A6,D7-2X-P1-A7,D7-2X-P1-A9,D7-2X-P1-B1,D7-2X-P1-B10,D7-2X-P1-B11,D7-2X-P1-B2,D7-2X-P1-B3,D7-2X-P1-B5,D7-2X-P1-B6,D7-2X-P1-B7,D7-2X-P1-B9,D7-2X-P1-C1,D7-2X-P1-C10,D7-2X-P1-C11,D7-2X-P1-C2,D7-2X-P1-C3,D7-2X-P1-C5,D7-2X-P1-C6,D7-2X-P1-C7,D7-2X-P1-C9,D7-2X-P1-D1,D7-2X-P1-D10,D7-2X-P1-D11,D7-2X-P1-D2,D7-2X-P1-D3,D7-2X-P1-D5,D7-2X-P1-D6,D7-2X-P1-D7,D7-2X-P1-D9,D7-2X-P1-E1,D7-2X-P1-E10,D7-2X-P1-E11,D7-2X-P1-E2,D7-2X-P1-E3,D7-2X-P1-E5,D7-2X-P1-E6,D7-2X-P1-E7,D7-2X-P1-E9,D7-2X-P1-F1,D7-2X-P1-F10,D7-2X-P1-F11,D7-2X-P1-F2,D7-2X-P1-F3,D7-2X-P1-F5,D7-2X-P1-F6,D7-2X-P1-F7,D7-2X-P1-F9,D7-2X-P1-G1,D7-2X-P1-G10,D7-2X-P1-G11,D7-2X-P1-G2,D7-2X-P1-G3,D7-2X-P1-G5,D7-2X-P1-G6,D7-2X-P1-G7,D7-2X-P1-G9,D7-2X-P1-H1,D7-2X-P1-H10,D7-2X-P1-H11,D7-2X-P1-H2,D7-2X-P1-H3,D7-2X-P1-H5,D7-2X-P1-H6,D7-2X-P1-H7,D7-2X-P1-H9
,,472.1241,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21055.3378403321,,,28011.4651345824,17959.2342668151,,,,,422692.507728258,,,735711.500076703,709844.207304386,60647.3028295898,,,,2257918.07299805,,,2273160.08175293,1659046.90973046,100246.799391723,,,,44146.2963805541,,,61837.5143748016,87818.2287703858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12470900.1527456,,,13348970.0915851,14754704.083099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2988262.10989708,,,4223627.73811281,4717435.04840443,,,,,,,,,,,,,
,,413.2137,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111014.911105469,105582.871959518,,,,,,98551.8937575684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489084.086221983,573102.942006912,,,,,,514737.813165833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10137039.8576374,11071728.4849921,,,,,,10426432.8798511,,,,,,,,,,,,,,,,,,
,,410.2122,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75779.7908844909,85865.8185557862,,,,,,33905.13192202,,795699.214186936,1171614.33524227,,,,,,465234.974521668,,5734331.73626684,1356674.09652618,,,,,,1281035.25503938,,44906.0767507935,49831.2722798461,,,,,,65216.9126532593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20290.8182724914,,,,,,,,9711429.07612162,10599554.2060346,,,,,,9672266.33644754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,479.2067,4.82,,416866.309023404,,,955547.788851867,1038142.75284448,149055.642655151,,,,777752.762043451,,,416938.778235998,1176045.20958765,335074.702401872,,,,21134.4966315307,,,52818.5392495119,26679.9443035506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12334039.6448874,,,11726659.7993734,11560545.1941452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20430.7435622559,,,15327.7490027466,13001.7504951172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,404.2574,8.60,,,,,,,,,,,,,,,,7704.46615158846,8570.87860108371,8375.19246749685,,,,,,,54946.8640276138,81215.902975927,80611.4370756461,,,8357.46069515325,,,9488.42706300071,669306.777389353,739772.614246464,930883.762497271,209732.436483951,,,,,17255.5362588442,835122.385335198,1115680.11345214,1211489.41951864,208049.125908695,,,,,,29755.4594646098,73043.6906614914,141296.862757543,17662.3977534751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864253.68269345,6835544.12768403,6658885.07517331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3929108.75175911,4108878.0199232,4016872.72518754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,530.1483,4.60,,,1499985.78112497,2190947.95752979,,,,,19780.437058281,1307239.92609891,,107423.156796707,133787.63393396,,,,,,48199.2282389374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7648346.91999083,7732323.25897666,,,,,,7751717.82760836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413873.36836356,6534225.1017437,,,,,,6469881.06801462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,449.2314,2.78,,,,,,,,,,,27912.930867096,,,30956.4609988861,36246.7089419556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32466.5341817017,,,23029.0524783325,19957.9673440933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8707451.60063406,,,8765389.12603543,9059133.76579807,53091.2887102051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,99.0687,0.98,,786399.241532576,861175.051679765,925312.972524288,887415.726371757,911799.437432038,918346.426975953,811145.368105439,902199.762461502,980440.307785154,785911.672124685,918919.443440468,896924.014273353,892579.59181661,837331.756909842,931650.490485301,882453.02161996,908897.063418271,847666.206636179,897162.339996188,885457.408354529,915724.334464465,904273.988610591,826500.170060011,867207.12215298,862297.100478342,826765.224843638,866882.196927983,806182.200513975,891740.091109971,866957.280220916,766584.969077562,764198.234041373,842929.444462769,799287.227482087,909343.704082707,202445.595260273,827357.273261179,841605.031669052,910822.764780277,879041.913745125,884324.460994513,892917.910073192,869973.967943403,926860.075103057,836696.989497273,818403.551797445,884809.775522284,861814.925028812,857449.882808845,818597.475802645,869869.356648799,828582.437731125,852630.40681947,880148.607618845,795376.175908994,957906.575350679,877385.347595395,949591.59534337,915805.842666778,879834.183777954,881000.565116751,902474.420588801,905753.700855535,882612.238646776,904583.620966012,891656.152404857,853415.242532727,882937.394108533,896586.341810946,911494.88450601,851503.411118227,908737.605913206,556508.56116478,533452.492854446,542270.849899035,507542.196919833,477082.894403365,504295.319482094,509339.58695105,505532.547984378,504355.264184236,512762.457072969,431676.003185238,438886.255663289,448864.855380526,438127.938576155,449992.074772342,431682.197848698,423995.281373313,453765.405376369,468279.997640418,429678.186274424,411090.221326043,454274.635887161,413409.508632272,412083.140793206,432128.626772248,403194.537860673,380731.409633968,395307.84370964,377219.705288157,355350.08266346,342990.557036654,345460.764627342,369364.466601808,387855.957351064,350733.827392468,336422.052095128,413605.419543024,358930.029944139,381302.595676984,396497.478696619,356026.765285002,371879.530928027,391668.768763314,361512.137645573,372247.492634263,459611.221310363,372014.791528516,405895.907355851,410031.639456055,389564.045486726,385459.139991944,381468.374847865,399428.300213776,372428.533321241,507253.783623565,495250.830593286,452999.075439358,449764.51072869,432001.613544866,445552.113834168,423534.454702582,413009.755230922,433302.602415994,476912.308491318,488231.533231914,442674.988517579,441300.32237846,451888.729352144,447854.098137945,447373.295764466,456099.328369951,458726.962654245,5491601.11329104,5388197.51546559,5254725.93523305,5539126.41558908,5702882.97343744,5729042.02431818,5637077.17519847,5576352.44614419,5371325.84314052,5230116.87828178,5750221.32087246,5549683.05445128,5700042.32239676,5803476.75518874,5622918.03912198,5670959.38042371,5825938.14139355,5807482.76399725,5637268.04868006,5899646.13737373,5785840.36538351,5785796.35124926,6275971.95432568,5943481.93460464,5751901.54924603,5921995.27810745,6028147.21123236,5592642.40620962,6128162.30790502,6047319.46780243,5819500.29232134,5933755.5512157,6298479.81808257,6345006.28926316,6228673.88148486,6141212.23883398,5841033.91540241,5964380.70573826,5916733.50650539,6116217.85391514,6263945.27957391,6447808.62765225,6246681.35615366,6188488.07250883,6265113.63460727,5175084.95521231,5964054.03767084,5904830.78198251,5464892.56512976,5632237.72361352,6384563.71916582,6240973.04715869,6201713.90886239,6139761.03196977,5538620.5079706,4674359.16909181,4633465.72866059,5913142.48332386,5885934.93954927,6030923.15893091,5855595.64932673,5863163.99389345,4712863.23710205,5157775.90172112,5381438.14422239,5324268.63762771,5375743.07331714,5417112.2008839,5418647.43205938,5639261.34019538,5511971.75552133,5556952.18180828
,,609.1770,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950892.33201358,5267882.8392738,,,,,1715230.03222616,1943397.03369944,2889212.07201724,3411150.47101783,3706940.88344451,2804911.71058628,4226676.92078028,4016081.18944855,1275767.36747902,4096840.41696532,2663530.23173796,3684507.82563785,4065566.1736007,3615816.59866976,3564055.09849233,3416239.74372403,3525394.04275014,2969560.05418331,2207329.59467375,2729315.64944557,2553672.16169657,2610237.37891552,3218544.34266473,2472355.16996906,2846992.4273875,2930043.2099328,3881365.61454802,3218954.11161447,2059300.49211094,2674448.59365458,3576791.74053644,2460462.07478687,2377950.35302867,1823257.98732458,2340708.87865959,2800235.43766786,2451620.21769977,2039055.29848528,1694615.47493498,2896329.26881347,2547949.94722138,1686313.25286262,1536565.6912971,1814033.10782671,2669872.75796944,3115412.67262008,1570861.36259218,1809256.5947146,1426836.85415395,1544014.84971629,1921371.39191644,1782144.14585568,2177927.96248736,2291374.1512669,2219084.96560108,1064128.44017198,2227580.7237212,2221808.98547401,1972272.72018895,1551937.56480894,2148410.352927,2639263.62049913,84638.2881435112,88846.9681618918,1186875.77873676,,512704.619814171,420546.125820282,,,,,1158038.81530707,347009.417253052,183772.676412567,311125.548984345,221971.23493158,109674.667019836,93664.8280731202,152248.340859192,649467.114806244,452731.800870483,357858.738791977,97247.049464569,301738.359618851,126106.757580154,84706.1035662232,96610.4297684021,89665.1820077667,134060.11503154,309438.63143164,382978.769895615,118714.716745499,391358.887999512,124850.719173601,87104.122484024,81251.5881487733,84796.9432728272,93294.2468837891,257606.336096557,390311.318984436,98004.2321778564,555807.450745667,366879.890274877,97245.7292391052,95290.3931811524,94077.3239587402,144537.086252548,354005.130888641,391036.36307312,229828.54014537,547176.71142421,603910.997575287,119267.141186234,116930.688815193,175548.664310837,285877.234430763,386035.123677215,374422.905991883,256970.2434758,467973.233510833,544042.936910599,180812.792879349,165570.242426926,256094.697292206,294373.744146912,436241.380617836,404919.579401001,264443.200042274,742730.785702697,616150.941872116,191864.147341858,150453.572719269,282278.167769989,357441.665967361,506559.541750855,637844.14851255
,,414.2045,7.13,,371534.530639069,292494.319401024,261425.048688768,339337.935357356,705073.84761511,338185.620686298,335798.819634354,350119.797214604,343849.046330699,334416.740837108,259034.202771999,257318.552565166,321167.227211834,494803.255637526,338425.705527837,343358.433784287,363629.362941569,288320.431135064,347919.359905019,343418.546931005,287583.817721012,315999.688870932,277688.801016122,321529.545741027,323462.736858407,861320.716933487,277860.92913585,337536.643684247,321527.591510473,271367.438307471,297427.422706509,334204.794480165,314330.940777074,369741.449575329,313886.8667532,294308.57023025,307161.353852023,303507.672579854,282501.325236414,345184.433625963,389996.213434925,314748.881008525,318564.422221769,311677.847766658,273883.080552846,347776.824321069,242537.026488828,291174.248074642,285707.377476686,216385.466466408,283977.158417686,257709.918184212,268863.959734742,261709.081218704,283041.200881742,223563.464970217,249037.981325293,247151.528493483,215696.206537931,275674.39161217,253592.275182762,275504.806908083,259215.689082499,286999.246888263,239883.524658875,261763.665653075,265322.213998076,193420.90113151,289821.417192672,317245.415864482,312087.259726197,245752.710956318,1001038.07914056,748197.814479772,849873.077307629,1042763.57811237,5768972.99008545,972792.108527891,904370.066555722,830383.338882027,818586.929023382,1090177.45893896,689415.518601548,838221.694833136,876793.970187505,2678528.2736963,892084.369089257,774335.641205523,810445.888900641,635484.11385183,866803.503495924,900694.905682299,827734.320291199,862427.980956919,801939.366778552,838110.17293255,894740.984940389,4069359.57494296,810190.129415964,784269.750450349,1016187.95436661,856290.549809614,812906.902282556,966579.156513421,785148.217480163,917373.914928249,659544.830786895,788430.38904015,888251.766707011,912080.178018829,788868.024010943,754460.474366243,770355.282057011,703243.801734369,806139.598588554,713451.313755638,784155.62317383,968113.16718622,706828.584107306,848273.932331616,728097.982679738,721704.078496557,776975.325263769,731976.922260559,794467.124638522,721030.737794896,868950.273468355,612928.090343947,680670.862834152,757608.584793394,678134.88508795,716499.780528654,832021.954173894,787190.557253437,736482.707650514,842384.61932227,638641.25424298,746913.311976254,756975.175417899,658885.34955042,824161.901790134,1038082.06169665,988285.557115693,818419.961897475,589375.905856966,544701.749110605,533386.194537777,558838.770417446,2845291.30441952,644787.815240722,586124.107022639,563460.190053714,540591.689653973,601203.190763949,439311.558996888,500963.740316401,552449.819522084,817836.087601143,607636.266042528,585317.958993715,549894.864665106,474525.005163897,562498.046578319,525100.769087943,505299.793445934,539759.104410783,493979.434119298,564020.58123698,519171.761124891,1675492.16602736,499841.718553415,555842.555495376,625531.807459575,576569.681561317,614017.159885382,659852.811820413,637809.290720111,612012.729565611,477002.524923866,544785.759805593,589092.348278814,591783.176093934,568912.751721172,541910.446060807,502713.788738183,499161.107829863,538694.88397974,519700.841260786,542589.724595232,574349.81974996,513498.991436074,529033.819265791,502024.791914876,485551.940137336,529928.483097038,494144.684042051,534707.321233994,460540.78746793,527952.182886857,443017.415715774,453195.470740058,475423.501946097,440254.15636018,502652.783683739,522022.745302631,491808.516234227,488810.973263973,543310.385572834,493479.879661612,606791.54108323,517176.188408461,543233.081451871,563070.693010161,726513.995585136,593645.430222254,550253.751884438
