"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D2-2X-P1-A1,D2-2X-P1-A10,D2-2X-P1-A11,D2-2X-P1-A2,D2-2X-P1-A3,D2-2X-P1-A5,D2-2X-P1-A6,D2-2X-P1-A7,D2-2X-P1-A9,D2-2X-P1-B1,D2-2X-P1-B10,D2-2X-P1-B11,D2-2X-P1-B2,D2-2X-P1-B3,D2-2X-P1-B5,D2-2X-P1--B6,D2-2X-P1-B7,D2-2X-P1-B9,D2-2X-P1-C1,D2-2X-P1-C10,D2-2X-P1-C11,D2-2X-P1-C2,D2-2X-P1-C3,D2-2X-P1-C5,D2-2X-P1-C6,D2-2X-P1-C7,D2-2X-P1-C9,D2-2X-P1-D1,D2-2X-P1-D10,D2-2X-P1--D11,D2-2X-P1-D2,D2-2X-P1-D3,D2-2X-P1-D5,D2-2X-P1-D6,D2-2X-P1-D7,D2-2X-P1-D9,D2-2X-P1-E1,D2-2X-P1-E10,D2-2X-P1-E11,D2-2X-P1-E2,D2-2X-P1-E3,D2-2X-P1-E5,D2-2X-P1-E6,D2-2X-P1-E7,D2-2X-P1-E9,D2-2X-P1-F1,D2-2X-P1-F10,D2-2X-P1-F11,D2-2X-P1-F2,D2-2X-P1-F3,D2-2X-P1-F5,D2-2X-P1-F6,D2-2X-P1-F7,D2-2X-P1-F9,D2-2X-P1-G1,D2-2X-P1-G10,D2-2X-P1-G11,D2-2X-P1-G2,D2-2X-P1-G3,D2-2X-P1-G5,D2-2X-P1-G6,D2-2X-P1-G7,D2-2X-P1-G9,D2-2X-P1-H1,D2-2X-P1-H10,D2-2X-P1-H11,D2-2X-P1-H2,D2-2X-P1-H3,D2-2X-P1-H5,D2-2X-P1-H6,D2-2X-P1-H7,D2-2X-P1-H9
,,344.0681,1.78,,18691.1549371643,17419.2342330322,18785.8733382873,23837.0040493317,22662.7540296936,19971.1867277527,19164.8687685547,18442.4088258056,6952.38920967104,18286.4830635987,17228.8204089966,22933.5293566284,18409.5922564697,21435.5886455994,18057.1604542541,11135.605410614,19085.776208435,6566.83786917111,19974.1438267365,20914.4991211853,5359.3968052368,19564.1572409363,21630.8555746766,18438.1250227814,17914.9934560089,19195.9829691925,,17838.4444596252,20713.4110095215,18005.1067159729,14369.1856821289,16680.2377396698,,13409.7346077728,9079.16035656737,3483.22441360474,17220.2906185913,7774.45041192628,13981.3039614868,19779.5011134796,11516.6884681396,18997.5006220551,20745.7890127869,23165.5746916199,19326.2251769104,6482.10169424439,21890.9316757355,21070.5413484802,7813.13164936829,7115.69299606323,,10206.7415043869,11398.8278059082,18160.4766011963,7127.50696522523,16886.3513403931,9276.26841021731,6166.91517797853,8120.30760461427,9970.91058531189,18395.1135422363,11244.2396600342,9271.36890429689,20402.2992489624,,,13563.9415723572,14535.7979467773,5534.57961660766,16339.2189238586,,5215.92745046997,45829.6888512727,35828.9561378174,37493.4901603928,39546.0822374268,32933.1429937738,40234.7823621521,38103.5311532355,35147.4148129578,35539.9348184016,43593.7642989044,37534.7729849854,32155.0863700561,30758.3713747269,32295.1716918656,34364.2194378357,34047.3005430529,32707.2857040939,29388.0792909445,32673.3796419487,29289.053503662,31138.4131249389,30936.1069870175,30694.0947362928,30678.125287384,32053.2318791199,30242.9757806913,31248.4436456452,27999.3489825309,33304.292376985,32324.674358139,28581.8066386414,28756.5167247344,26240.9357997298,27134.5004066401,31591.6953668213,24446.6564494018,32197.2382271576,32213.7201839905,29422.1884493348,29818.3256542359,29763.7576853974,29186.9280505676,25187.9970942354,31138.2026483545,27503.8220075378,33436.5978864441,29064.6207934569,29315.9758540563,30249.7625924531,32636.0847356645,33872.8670179596,35649.9752751127,33518.7839595336,27113.2357219697,32770.8485936825,34284.7638457184,35330.1988478317,33009.8524661161,30956.4579140319,31638.4360270475,28977.2124750559,39534.666903595,32321.5163286431,34661.109294632,32651.5247847447,27954.786818573,35029.1549188385,34099.404595642,29682.9065868792,33979.1968432617,38597.5404481354,32882.9372833862,29583.4763280945,26069.5275962524,26547.4218678589,23683.3597514617,26909.5165710201,23830.4328844209,30535.5096225281,28768.4964714966,30012.4924371338,25332.4540769286,25504.9622337341,32239.3596955719,24374.3643961945,26170.5350064011,25240.4529299927,22349.4987576369,23875.9763330564,29751.6172286682,24028.1989606323,21518.8215152283,25069.9198007201,23641.3662356567,23265.0386070098,25321.5264187317,22142.7668674875,26351.0083766174,22328.977007988,24298.2337011108,24521.5101308289,25698.6229007264,26312.213661438,24830.5049632568,26929.0188260956,25987.4528008207,27815.0363248901,29140.6326776886,27241.4476057511,26502.1351826172,30758.6426581421,22928.046001648,21062.873074585,21540.8791240153,25604.8215590973,26676.8436562195,25240.9699703979,23096.0116508168,29836.0211912079,30249.9436146826,22624.2821797288,25550.4676475372,26476.4045196686,24630.8995829163,25438.0436418178,28154.0170321656,28699.8761436332,23961.2034705342,27664.5293402557,24567.3480286255,33337.8231824036,24241.8733976441,24778.2080466003,24955.750472968,26750.6068048095,26238.8129445191,29941.6409841308,28407.9981760627,32786.5875583038,21637.8397702759,25149.9477007833,29930.6832323456,32350.0206245727,25674.0335724182
,,210.1252,9.99,,10850.102656601,11149.5319807281,12166.0600962983,15091.2228693388,14561.3109100342,13115.3216565551,12603.9987421568,13478.1850548707,12003.412812973,9230.41825442512,9687.66152632134,9414.2015063781,16076.8355299988,11908.4766303252,11545.3905830383,11312.9555737611,12895.9811949464,,,8049.6612691041,9229.66741186516,8933.65917205813,10468.0928319398,,9834.47744458011,,7759.45568307503,11348.5763197327,9022.98240176405,,8740.89434230048,11951.969893158,10973.3833520509,10883.4072538147,11199.4851132202,11594.1658496857,8995.68229293829,,9176.1311349792,11228.7138281556,15625.1287095184,10961.6579000244,14810.3291605224,10454.7883167114,,15655.7062250366,8667.62483670044,,22753.391265137,19829.5755061949,20558.3881309205,34532.2792410276,39565.8670525206,10458.3857252656,11193.6608775636,15913.9142633058,13318.8825762176,17565.8120648803,16505.1565874633,12184.7516109315,14873.6325260621,17149.012711151,12764.4179891053,10552.6497847137,,9123.65399505612,15989.7617946777,13858.8101961671,11808.2351931611,14185.4786574096,14188.4174071426,11659.3103233338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9090.75585434733,,,,,,,20961.5425062866,,,,,,,,,,,,,,,,,,
,,335.1150,2.59,,20118.9068253785,5433.85370755006,5544.98175756837,15702.0844233399,19296.8219263917,20724.2001185302,19176.7524863586,20338.7086244507,4843.7454901123,20774.5067356566,9426.79146331789,13113.4720570679,14771.2018403321,10519.4502357178,8292.46110137935,9947.88114404299,13627.8090928345,6613.70108258051,5471.72329312135,19875.0553521118,9502.03718184662,6574.65976600644,18984.6086929474,9416.34287231446,4049.50985583836,6654.84569458009,4898.17012994381,8408.78756375122,5707.9872713623,16755.2476144409,8704.81536291505,6428.62857495118,12861.229990448,19482.9445349732,7421.66201782229,4976.77195243074,7707.53988281256,10572.8086223144,10372.4761483459,21212.3680211029,7461.69537139894,15481.3493966293,22404.1861268006,5936.8586748047,6663.99220147698,7194.82488391115,12325.6722047425,6885.6416246338,7725.74080471802,21891.4808377076,6924.43830810548,7233.68978952028,21355.9606282044,4728.99758361813,19997.0466631547,16349.2541859436,11784.6105785521,7956.01767068483,5927.37978479,13752.3013699952,5828.20081005862,6493.37835946656,6615.13133093263,12607.5176789856,14656.8039440918,,10613.9173668213,19432.4084908371,3515.40064425658,14754.9557952881,8475.67341979975,9765.91384716799,40624.5814922791,36752.7219840546,38096.1134674071,35842.1887229615,36006.3423356857,33456.2255841065,34903.6472188721,37282.7032928467,35862.4652337342,38731.9154651413,38937.2555079346,34890.6558312376,33953.7506548462,37019.5954956207,34416.451203064,36458.3575583954,39373.2965289918,37230.2322515259,32559.1121757203,32423.0871194459,35954.8880873414,36227.1750891724,35570.8491083372,32663.7574685212,30545.8484665833,33561.4822751465,33506.2696143494,33412.2345115051,35491.4629142761,31198.2554696045,27890.6640549315,33164.7166191254,34157.7703117676,32698.6439463502,33251.1894558564,32118.6806997223,33779.9258051453,32652.068586792,30379.8927181092,31053.109508194,30916.0037522583,32010.8625327758,33924.5686237638,35608.1440991821,35427.4449296876,35768.9324142914,36468.2746039124,33420.6098598633,32359.0117999879,35568.8994993287,37909.176560074,35364.3113912964,33890.2061473084,32822.6986056519,37139.417684044,42425.2239403687,33660.618373352,32377.1395805054,35508.9222682649,32104.0342042693,35130.2002250672,32971.5933713987,33852.2548335572,39109.2436833801,35097.1728784791,29509.7195788269,36770.5338081055,32907.9122488402,33363.542267212,35370.4995664673,33503.2471369629,32407.9753192747,30659.9080286866,29391.0569477537,29772.3203339844,29308.4701989441,28899.3033366394,25987.0521995543,28997.5199247437,25183.0938778534,28369.0977434691,26403.4124798051,31910.5634659424,27993.2324855651,32097.7019531708,30677.4467902833,30587.0255575562,30909.0331619111,28186.9106043091,30127.8336571656,26355.6191828614,25371.7087106323,25755.3592492676,24416.1728955689,26882.6240727919,25397.6535244294,27539.2851005249,26016.4897120972,24445.5662191772,30517.9495289154,31639.68786145,27592.5840924073,27963.8989798737,29683.9424971009,28411.2644666748,24442.1983901367,27943.3948942948,23864.8564612731,26516.9866192015,34858.1166584473,29067.2825123596,29502.2235279236,25534.5718822632,26341.8734471435,29674.6871371918,26382.2521052245,29346.9035935363,28039.3283927307,30504.28475,31892.8628396302,30553.7927682493,30692.7339218598,33396.5188488462,28784.4296519776,28675.1275408934,30182.8912225495,30532.1889784544,31447.7264111481,30161.14731427,26318.9733881226,25526.7344012146,29385.3345024718,26911.1877370453,27450.5593997193,28112.365906952,31469.3668209229,26981.6536175232,29101.3533449402,27871.7399548189,29831.059058853,29437.3749561463,28913.1745654908,28407.8573783265,29990.6387417603
,,436.1860,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20971.0555838451,27739.4743256196,32396.1000363786,31104.5810261275,30009.1146162233,27585.2102679151,27511.460506729,28941.5109205658,33584.9442368998,26982.312368205,28008.5883745,27621.917466819,26781.6231417397,27162.4454596392,25994.5874392946,26470.2520260623,27722.4967922791,30898.9027797271,20898.8729502383,23782.715967234,22973.1977629157,28753.9277836051,25008.678136645,25984.927743347,27274.4183644281,17604.2433690997,26407.221769187,23854.8027283212,25027.2485443344,22953.9503312372,20513.6987840575,25851.2828092493,16030.6440756257,18762.2424004312,14580.4993243469,21273.944257141,18518.2571896517,19328.0669771064,24910.0525737948,24346.4849187203,19694.3457707258,15957.8389085085,14209.1244531636,18069.5034222563,19496.4480473704,24976.4495811257,24242.6814538262,23685.1166351405,19907.3536023451,20080.5015320447,19442.2835852334,15504.3419606196,15949.1571420167,23227.8656798856,18792.3384519805,29261.9471282744,15720.4671839418,25983.5047561548,19196.6109074245,22024.0421130806,20857.9557192403,20426.2159776511,28647.041900055,23575.4036859049,20374.6953369937,12196.7393667605,20605.3901413151,20186.3111674132,20623.0072030909,19578.8365209055,18529.6136165258,22376.4691024474,10525.3480652498,13738.1526939343,12361.0582494108,19185.6515342217,17722.7738363844,11556.0017250636,13032.2845477146,10186.4214148029,9693.3395558218,11106.221076704,12049.4456399075,9876.11380407393,10080.6414402247,11476.0977310019,13038.4229516765,11888.9934377991,7670.32533702148,9750.65586847882,,8317.97087419951,8050.60011505805,13112.8013302446,12656.1179795691,8578.14700305077,7910.3507370855,8568.90912619027,10643.2469325028,17974.4384861541,9588.44127037201,10562.1901064527,17347.9164644945,22884.4400017299,8427.13823384411,,,11173.4675273537,14123.8675332117,,,22190.5478418577,14974.9143456997,,10419.7701359975,,,8731.69133602598,,8948.40927864989,26765.4423999595,19630.4906433498,11063.3684241377,12970.021497531,6302.88271197605,5757.16602535136,36871.0198277242,,6590.04772100478,15740.2713321771,18298.5879677987,18371.3142269173,5679.55476859706,,7731.8682427985,18824.4193684237,,7424.81079696262,26660.6814877764,17046.79276318,11595.5671282576,10202.3149502237,10631.7924086007,
,,135.0687,2.20,,29904.900417636,27326.4890609436,32402.205651886,32695.9970373955,35412.2176217101,30520.3178145832,30956.1523206659,35723.5775027765,31767.3876942948,29659.0758124847,34598.5965086972,32249.5041222565,31086.0608389931,33979.8867539139,30266.9069416046,32289.7370852533,30393.3823893948,31493.8965791032,30677.2672201948,33622.4837687379,35521.9585140946,33780.3314848314,35220.7198574475,39697.3204698181,32056.2946437161,29282.7997410731,31900.7946648742,29736.2737614011,36084.7574767304,36035.8754601402,32255.9183970947,31605.9097113717,37892.6606202064,33279.6636541968,34083.5477356357,33859.5979640105,30792.9992338978,34194.8644970152,35614.579748108,33882.6731040478,36492.1786406554,34964.1436004104,34764.336916977,41245.5424584351,32515.927754474,32030.0510344773,35197.5454786529,32960.3673118229,34784.6752900697,32439.9728645977,35487.3766144228,35041.5511451111,29578.2587938668,35042.5770238991,34078.7248884582,40096.3926791744,33787.1572020416,37555.9160961304,33990.7307182736,32039.8855057311,32128.7792175265,35934.8772096513,35942.0157580491,30122.1776511785,33685.3357047922,30511.8150029716,32376.3118855839,31917.1757715938,31344.786577684,31471.1116383973,30128.134234253,29373.2414043167,29591.9316757803,25352.597417141,26888.5842487793,32612.1891584321,26850.7930417176,28114.2929517588,30732.2412476685,25398.7901970506,28935.6906581255,25979.4296878347,31567.319083807,27388.2255809631,26017.4080147562,29671.1248044234,27089.562378365,25705.9911930341,30355.6267686911,23337.2483848141,27876.9294852927,26438.6539210663,21659.6718602947,29244.0679889193,27352.1394677354,25518.1806801849,30062.4771088314,25765.3859638222,24934.2966295472,22515.4091113587,27274.2582370342,26685.4061068596,25486.1628086878,27204.0053068542,23339.1909545289,28303.1214065552,23658.7864347953,22677.3388237031,25327.7143629297,27154.0879623727,23168.6096240516,23563.3124690552,29729.9338214722,24037.7554243124,24774.2507124024,23745.8150822773,29806.4049938392,31567.8911442871,27576.974953453,26763.1931668132,23433.9359525545,29482.0223478026,25172.4526688633,25527.537367523,25989.0655852659,23182.6217875313,28981.25126829,27044.0431798492,27294.395002049,26387.2545488141,26955.1068329896,24386.7890798105,27786.7191311922,26182.2183098197,29333.869397026,29327.9553990097,26539.6890949188,23865.0528999748,26987.3405936834,26702.9425169497,25132.2937718593,31370.2564711296,24706.8401483985,27142.2475136407,37595.3736512473,38107.2617642025,33706.8553542022,34218.5909343567,37665.5300585327,32844.5117741089,31365.6277287047,32921.8322018699,32558.2025155639,34727.1087710649,35346.8403672084,34234.3952887574,34157.9024111681,34320.1853339214,33500.6395902386,27338.0949551412,34612.5285839596,33062.3315980555,28693.5597043476,25209.3701836565,23995.1771887675,30478.8627482682,28301.2394636727,26714.9905391898,26927.6544210143,33185.8916364439,28045.0739892545,31427.630166853,34123.3895279884,31201.0400317383,31223.7198749786,31451.743761014,28681.9814907532,27355.5089498585,31792.0924878524,32632.2415083466,29614.8980218573,33296.2553911052,32229.5763781433,30951.231797449,29397.3165759835,31480.4349938422,30560.7278540699,30395.1292555848,29045.9262008325,34394.502345563,32747.4382954463,34252.2881824378,34190.108157913,27509.8678295084,32055.0876833896,29686.8384127955,30292.5941201552,35968.7234749452,31321.1523634482,31953.0468095264,30045.483728546,32408.0393885209,31407.2194421616,31924.9016225679,28383.3705561894,30995.3562549404,32404.8407519074,32265.0946601086,31608.0299216233,34441.5743828908,34866.3878898011,33422.3390100069,34261.7498707575,25668.1830385528,34082.8877245415,32647.7614303694
,,290.0639,2.10,,20728.0708230153,25107.6495061339,23997.5977396726,22784.1798458838,23629.0287684733,25228.2045655122,20668.7922834142,24062.8060143413,22440.1663742087,18560.2063291436,24639.9260260163,24222.7516354786,25527.2256274958,24427.5630148544,23140.0847209168,20821.102770813,24985.0457483684,25109.1057918726,23835.7284700461,23321.8850805474,21800.554487767,24972.4644116993,25842.5564162078,24482.264894088,20000.8623679505,25816.9116511917,25052.1778907538,21896.5648831773,24891.2445495057,26813.2387728124,21567.2464124985,22217.3504586948,24420.6579554595,23170.4668077126,13217.7797804795,15719.3498452147,21824.9392432618,24486.9831651599,9065.45314190673,28852.6358688192,25709.2794334717,11548.3569891184,25209.35435215,25002.2001051025,24326.0238330611,21745.6327511035,25813.8966227234,22746.1678906966,11479.7093393555,24319.0228123208,22204.170450148,22979.3826712381,23529.0597292437,23473.2442516179,23438.8518003922,7011.63876651976,20870.1163926239,13197.3865157471,8137.23265811351,24763.1269568949,22772.8887101504,11048.8018691813,8302.88680265661,8745.6748981475,22412.4657144366,21589.7100478468,24657.2426756977,21242.8713101013,7520.0466123047,26589.1751630706,23432.4140135441,20126.2890251029,34369.9987861861,31241.9525231868,39494.594123349,36282.143100146,34165.3122241036,30657.8960163686,32297.6935827145,37345.1767757435,36205.3594894927,38628.4573481498,32524.2309571968,36459.4378084839,35881.2581444581,32909.6038813232,34060.8193220394,31836.6094192373,34682.5630458335,36571.544915514,32415.1851780439,36762.8837240375,32666.8998939186,40223.2119798285,34140.2928792348,34574.6584528635,35885.7254259025,30711.059588975,30217.1199405308,32441.1238001823,35631.2697929432,33351.5840879395,30807.8204391484,32483.879004205,28506.7380847561,33006.526520194,29563.4704952697,27547.6180615366,33157.753471069,32185.4683381068,32665.9994900092,25547.1206686715,30781.8956893218,31648.0077207091,29887.2817797025,32622.8367678466,32976.7276095616,36189.0578680552,28524.0103349173,28801.1418743325,32439.4778047089,26680.8423529044,29015.8872775693,31782.3367001415,29427.590062232,31073.361943225,36655.0266819322,29193.5664006671,30814.4295412858,34878.4230237391,38056.0225599298,31793.9430891573,32564.3468054124,30831.0133743273,34464.98386792,37914.263454666,37048.0422387063,27818.6908689878,30870.415625376,37214.1263678206,37178.9287778227,34478.8385021722,35025.6453251264,36460.9481733222,33685.1869099684,34066.4199867955,32363.7164046356,31340.0784357166,28846.783827191,28077.384451412,32442.8983382217,33185.3748513273,37012.6988903969,31141.1203635411,29879.9169710452,34713.4618902118,36826.5959490811,34819.9324933193,33393.1564786964,31118.2558151062,35459.6203209058,32843.6558751552,28006.6608960728,25179.9160336195,28777.4073745452,26253.6210589151,29320.7224620708,29817.8097996002,26784.2506501602,28982.86729224,25584.4640253158,31845.1140329911,32824.5883165802,31808.2040525392,31678.6034482157,32374.0691027179,29115.2493826604,33409.4782168724,35461.2543758616,26411.1699785076,28184.6358684739,35809.1593963002,30129.9699568301,28709.5596076769,32257.7402493361,35662.8364297045,29257.4301732277,32151.1013370209,29397.8385451984,34810.9722925529,35827.5182788141,34073.6325935143,33880.5483985465,33094.4825930703,35702.4719207541,33397.1608282964,33415.8964137984,30948.9583253557,29349.6366315672,31423.7026089853,32942.338835431,24283.5969916664,31098.8758147394,32186.9800856006,28663.8648565444,30373.8351449875,33448.6114788776,33291.7992586161,30573.5771212843,34464.7001975554,32051.1393106761,31481.2734434556,29735.3876386779,29937.626403645,33486.4842932381,38149.1884265674
,,452.7518,14.64,,13241.6643223187,15242.5019136885,13307.5655199814,20333.9625168717,13188.6048055005,8132.7935269462,12468.8901215067,15319.2242141475,15066.4106079921,14664.4821999084,10359.697766311,4068.48886341248,4456.97761185417,16423.3938073887,19654.79292416,11618.0038748059,13377.6572023225,19435.6734578831,13950.0145934543,13346.4871818205,12029.8708047885,18367.1823889163,12548.9259026118,20689.8491179486,25774.8620115714,12912.5510724143,11310.8815420332,13439.2580542371,12346.4465059292,15840.0854056622,24120.4290348662,25421.5042314832,18756.4492628968,22065.5542201133,19278.132356806,9874.73319839541,10392.3566674992,13178.8015589969,19112.7276000891,16297.8567333211,19250.6636321979,13304.3281003524,11579.91296597,17123.4356656876,18026.2094280152,18095.9734303504,22765.4024041695,22876.1975375868,22451.8989380219,14104.361541827,24490.375347245,22190.6035349124,6952.1310792613,13087.2176420238,19154.2141832577,21181.4717201564,20396.6614654011,25247.1526133392,19351.5102329243,16678.1862808026,19242.9534080746,26350.7867081263,24885.5376868739,14378.5073447089,14444.5411694032,21297.9562026622,18393.4380636334,24236.1504960562,16917.0846322507,23848.2446848288,18196.4664026407,19712.1149542044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,266.1085,6.32,,,29362.8845593261,25761.5982456054,19660.7650078125,19424.1137504881,22485.999694336,22054.1576074219,17647.8169511719,22537.9000810548,27555.772359375,21760.9944550782,22801.5117534181,30291.4155256347,23757.7871044922,22254.0232001954,27459.024366211,26427.4827832032,20647.0500234375,23713.4671464844,22595.5115893554,30849.5393968504,31203.323569336,25592.6241987305,29173.8920712891,21569.1112246092,27695.2249907225,21683.5166098633,26813.0118559571,22515.0765556641,29292.5250249021,18996.7316030274,23994.8847268064,23978.7827373047,24528.4929169922,30459.3740800782,26960.5217880856,17395.5095170896,24541.5119680175,25718.7826098633,22723.0458076172,27293.4298144533,30599.2073422854,,31080.8567556152,27561.2908955078,27421.0100932616,25714.3603510744,26925.3790253907,26961.1340808106,20277.092081543,21443.0288261719,21004.949671875,21295.6351484374,27938.1125961915,24269.3462966307,31382.6605180662,26087.3777641601,31675.890465088,29730.3054140624,21975.9341572266,28976.7225439454,20337.1815517577,28288.4223413086,15586.5727646485,25525.1717563474,27838.8537070313,,27479.3381555174,28068.6342380372,25427.2524492188,17742.9562514649,21548.4040078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,312.1838,5.91,,,,,,,,,,,,,,,,14150.0425585937,20177.1394092406,18894.1204047393,,,,,,,190381.698523285,252575.667629806,204466.330537232,36257.754966095,,,,,,2500570.53328425,2565232.93167592,1390438.74662106,58922.001804657,,,,,,11102.6712499695,44738.3781044921,20790.6918481751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3314103.96823345,3563578.94926332,3521065.21582905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743041.64523285,3703077.76287599,3913422.15603762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,402.1673,6.19,,65605.6032755918,27749.5196386443,29571.5136381576,29292.4545470183,28575.7284272461,29058.1125372973,27634.3727888199,25606.1036505384,28729.8598141089,27533.1688441591,31288.6886130102,28443.1413247769,33041.3468932496,30893.5162964515,30566.5638850597,30759.5881259458,31131.2485088729,27350.3434357396,29314.7810064361,31270.7535629825,30369.4361559179,32614.6649281599,29915.6441207147,30097.2211101889,26820.5522741511,29394.1244652714,34439.7677060887,30685.8315147065,31473.223117185,33285.429048324,32150.1747952562,29622.1867301401,34489.4139957759,29538.1066599885,34230.8818858406,32764.0088513793,27346.1538560824,30088.0481800186,31749.8450930243,31030.9025923892,33608.9666046752,33716.1484826645,33345.3755037097,77079.8025101814,32255.8024575501,66272.7690487912,30233.7047986499,31860.1243125459,34966.1035457611,31283.696121515,30662.0563286745,30008.7912337298,30463.41364035,33112.4666514758,25706.0007353372,75511.8884709854,70110.6607008576,35517.385232422,30398.2511926922,35664.7497807256,32584.276368243,30660.6031680178,31792.0550668793,26409.0724336242,35656.7194000244,28965.1714702754,30350.7714958545,29050.4493225786,30468.9718779704,31670.1421016327,29359.4873808776,31311.792987212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
