"Compound Name","Formula","Mass","RT","CAS ID",D6-2X-P1-A1,D6-2X-P1-A10,D6-2X-P1-A11,D6-2X-P1-A2,D6-2X-P1-A3,D6-2X-P1-A5,D6-2X-P1-A6,D6-2X-P1-A7,D6-2X-P1-A9,D6-2X-P1-B1,D6-2X-P1-B10,D6-2X-P1-B11,D6-2X-P1-B2,D6-2X-P1-B3,D6-2X-P1-B5,D6-2X-P1-B6,D6-2X-P1-B7,D6-2X-P1-B9,D6-2X-P1-C1,D6-2X-P1-C10,D6-2X-P1-C11,D6-2X-P1-C2,D6-2X-P1-C3,D6-2X-P1-C5,D6-2X-P1-C6,D6-2X-P1-C7,D6-2X-P1-C9,D6-2X-P1-D1,D6-2X-P1-D10,D6-2X-P1-D11,D6-2X-P1-D2,D6-2X-P1-D3,D6-2X-P1-D5,D6-2X-P1-D6,D6-2X-P1-D7,D6-2X-P1-D9,D6-2X-P1-E1,D6-2X-P1-E10,D6-2X-P1-E11,D6-2X-P1-E2,D6-2X-P1-E3,D6-2X-P1-E5,D6-2X-P1-E6,D6-2X-P1-E7,D6-2X-P1-E9,D6-2X-P1-F1,D6-2X-P1-F10,D6-2X-P1-F11,D6-2X-P1-F2,D6-2X-P1-F3,D6-2X-P1-F5,D6-2X-P1-F6,D6-2X-P1-F7,D6-2X-P1-F9,D6-2X-P1-G1,D6-2X-P1-G10,D6-2X-P1-G11,D6-2X-P1-G2,D6-2X-P1-G3,D6-2X-P1-G5,D6-2X-P1-G6,D6-2X-P1-G7,D6-2X-P1-G9,D6-2X-P1-H1,D6-2X-P1-H10,D6-2X-P1-H11,D6-2X-P1-H2,D6-2X-P1-H3,D6-2X-P1-H5,D6-2X-P1-H6,D6-2X-P1-H7,D6-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,245.2359,4.69,,191553.646807061,186637.234530822,200502.681163944,190467.183764846,196553.160828247,187151.265217702,195206.358054577,193915.340601303,197314.993647335,191530.984306402,198884.689379517,199053.182090665,202660.484319637,194237.258306382,209217.428297655,195159.87582023,200658.106279156,190369.97860875,194712.314432958,196564.880980236,192537.686956887,189547.560462458,192803.882189254,202658.305411007,203132.524578965,198035.723223401,202021.144955727,195005.539450777,191255.966447454,183843.013962468,200651.942294152,175716.258673399,195123.958872355,207623.325550025,188203.596669278,199838.496093096,198793.390357313,209158.785282554,194027.760442117,193040.485229602,195777.591586742,200117.409923247,190345.95070125,198702.573442266,199412.760942507,185951.446673365,203254.487088838,193634.182491894,191520.355151733,182724.688729309,197734.941444729,194243.462986803,198957.462652004,198320.333771246,182280.45817327,206907.399485371,204960.972719451,194569.484992045,180868.858515469,197622.879385901,202889.007471892,200567.897983542,195801.348356152,206454.940327466,203430.551169548,201633.968038396,197092.317741485,200137.474649451,198522.024274919,194757.436496189,187364.202974642,180350.5019567,185094.677492317,205215.854280279,195003.864107867,178919.08481876,188699.623755486,179546.451060419,192116.138971982,201711.772697026,197226.531576783,194071.03701691,225077.033666687,215979.360153484,212795.550449119,199667.56391341,222630.41170851,202609.589906746,222919.209474912,218969.305540865,234633.011421605,257002.662568845,255584.447236266,233799.463963519,240268.943642308,236017.011008902,241147.928078695,232335.406082282,255586.411627412,259265.671621516,267064.888999955,272462.661864415,264265.354464271,259701.729125733,274934.681585359,277425.092806868,280607.525210305,275555.88463843,284184.650163536,278876.15296322,276960.57091943,271476.590709343,284118.642041865,289268.326508866,292973.737789568,296809.061495501,295437.046322259,299188.197632653,296146.565190477,273490.713782069,277354.486207806,303086.633066948,281433.665546748,283635.339363099,297362.969515991,290682.285666639,301506.145511253,604997.184171186,280178.199380162,304453.442425109,290600.695148069,285232.071600314,285416.234799774,289772.990948716,300488.709326132,293909.721527328,295205.058600253,295381.571351415,299588.843173121,301017.137425849,291185.474202035,279585.088192845,289357.333494528,291781.003551039,140817.857109517,139189.30033951,136038.969726447,137754.169445469,137308.078552233,143607.003217094,144735.885251785,141487.782484505,139831.617729287,144254.37404007,149906.089857077,142645.409231055,142895.748701476,141550.082902376,153202.944670278,153760.463571084,156178.512560935,154359.55496531,166384.572060851,176132.689780369,180256.867351623,162839.66873313,165525.711444972,159278.980902578,163200.815569393,166150.243227659,175667.75129214,175470.803063445,184006.119070089,184204.463934257,173163.327049744,187235.728875806,188543.017442593,177425.629142044,189917.530335368,185797.52246864,195378.404236405,201252.769520176,196510.05013061,184967.841871921,179568.470366953,177430.469944206,191830.08499783,186071.144734531,193007.265731367,188551.549291578,190105.913033631,199496.456036518,187573.923217865,183393.318229004,206663.316005744,183452.704518488,195951.831535848,201462.315424687,188856.694825682,211185.497772553,203011.838225122,204847.136915739,194082.575769641,199040.137126127,210331.358356655,204556.188333515,197711.478307363,207432.130468978,206753.663793258,197243.285978235,202011.231688812,204121.74870862,198744.887337637,209975.817410923,202075.761880573,204516.297216503
,,117.0786,0.70,,118460.995220703,828707.208564453,112979.795353821,254443.334173767,803693.365634949,727735.896385742,859042.836178238,653077.908797455,502830.484376968,80994.5175933857,639932.725350732,841194.380488281,840321.476756836,82777.9137070312,83806.9627509765,831068.915212891,705259.606264663,175381.416217785,847342.583201172,394346.369306641,111549.425080945,862282.337068359,,642465.328753906,125383.17065918,639045.725941406,802469.101387695,765148.178139465,355260.320431484,417850.658596339,734812.826989258,645249.217856552,830107.526517578,744487.366625977,204982.897256836,536275.648628676,158828.192401367,336713.750043404,23728.7419082033,79984.9664071538,824331.278765625,414783.246881836,821942.195685547,833401.869083008,834489.61668164,846851.914700195,679156.151199219,,839475.090421875,811582.564380859,653815.626044922,817031.960233399,828493.906389649,670383.486875976,111937.244078979,324734.371601616,842099.869029297,329593.459281761,88568.5319160156,827771.917388672,851003.102014649,846481.218777588,833979.552519531,105177.179876356,824492.318842949,756872.158527728,847766.596246094,503314.522624552,666555.614683254,864880.574646484,494145.446446614,619063.694653747,,632353.417057675,483268.313814557,875697.22831543,7866.92364116233,480811.883055664,462196.632801279,332963.211843326,617724.795974761,9804.00044921872,,657179.940304544,1107671.54364549,,848454.292261719,402686.375213867,,599017.192887902,611779.307429099,588033.013888553,426448.639552734,362307.195279297,831466.051640625,638460.969552803,411596.918041016,,287334.376310062,656077.961307828,,399119.375683566,500833.669124434,408961.359991211,388740.689491872,,838506.669666992,880950.696624023,220566.086378906,318904.275332031,,867153.426911133,889958.971411599,,427170.609669922,886172.93573881,387846.854641602,,405224.039414437,,915110.153446289,871655.029498047,,9029.3109130859,843557.199759766,911253.657475047,875993.119875393,444386.124101562,829348.176252062,906636.671444336,,622531.264465524,860456.920776855,423550.434958984,310241.252820313,446086.263930664,860879.249708984,420703.076206055,446540.822916992,883033.552168945,,884309.289826633,,879562.92409082,80526.531603363,72172.1205931702,536660.654351013,150073.412483643,68733.8405422674,75583.6009247131,86177.8436047668,204451.695382255,171823.558892578,583949.88277832,73248.906296051,,86799.2812837523,83754.9291601562,176381.205460937,75018.6159082031,68228.0940965729,74501.541073822,76746.9057412109,625044.604145508,65232.7377666016,70092.7792838134,596020.118870636,150844.58062489,66616.2278829549,76731.7870701446,563211.029278196,190664.013429688,575928.363796753,74807.7632304687,172421.139949646,90891.5825136718,63586.1796044922,68845.9391352081,68171.2025224915,63698.54771875,605134.664625976,66321.6429607849,74064.2692503662,446558.551411376,64526.9569913635,555879.259166016,71689.8318909303,68926.3384582519,74825.8394091797,89449.4617500002,81397.0637597656,583712.37408165,87036.0067460937,82895.5765538026,592562.283291016,86484.8494414062,645610.816223633,84221.0158349609,221525.516874206,188578.045076172,91675.1888955078,70775.036958374,547554.68889978,564380.66292392,81441.3927021484,451157.258135622,76958.9989980468,595941.853939514,76443.8734443359,599130.5166875,188157.815761474,529956.629989282,158120.083456055,72540.2195527344,600457.891271485,581655.313936325
,,244.1214,2.93,,,478189.380448672,,2802577.05766409,,2781857.91680734,,,480070.277806978,270250.785114722,,2743670.20617909,278404.737279402,503571.913008796,447528.209336826,,,,,,,,2691685.44603603,427964.842535155,417111.764267646,415893.813129996,724417.196419289,,429435.423591735,423013.023269408,434932.880422361,419010.267572928,411322.157411773,2667294.6879695,,421726.50903654,,,463895.819742038,431827.950793503,390028.454094424,361469.96732723,399661.045873138,416081.795668195,433173.773948237,476974.628327103,340784.247191331,,479832.504150675,437696.556461132,421587.590156162,,,439493.695875067,,,,438139.853895614,607018.006988824,439729.220209101,,,,,,,,,,,462275.37257537,407195.148746879,3410237.62976352,3327859.9480619,,3282274.43395914,,3293156.16712152,3254737.88744642,3219637.92067371,3259667.31607827,,3249387.40536421,3151343.96241951,3191528.0542197,3158693.65503172,3202636.18856031,,493996.537045215,3149358.62871507,,3089220.90088501,,3231328.69811039,,454949.517144319,3139968.80776342,,,2862730.08804691,,,,2927911.80145386,412151.584367585,3084135.17296886,2992928.37814705,391374.898960487,443063.63743925,2897876.00278208,2886011.76695355,2853754.62430243,420182.387724524,,2960454.37169266,2930749.16346771,413647.076985539,3180552.09656932,,2885242.55900777,3085598.212488,,,,,2867852.19524847,3007498.9519463,2773969.53587223,2926442.03757674,,2947790.33972624,2932466.74258179,2964275.05860008,,2981097.23353202,2998132.11488331,3036852.44716005,2653548.96533929,2957925.87300647,,2976284.18250024,491222.651149741,468864.504198324,3069426.24617183,2370833.14722711,,,2609479.29926292,,,,421493.189988745,409612.482551443,,,496348.491032235,,,,,,665799.016618816,2689223.12826886,2537097.84767041,,2652048.76498207,2577589.6669382,,,,609387.502589528,,522540.790334108,,,,798799.513723216,449539.045386061,512029.841801793,514522.717681722,,,,,,512283.756659762,,,461475.6939777,471189.567066207,475661.950663331,458910.839642541,510885.543863643,464535.59931489,482246.28888686,,,485203.582415081,,694261.578667295,2646040.7408526,,484944.383696244,481804.331420907,502912.614737363,,491076.389267134,462244.880070221,481150.744664884,457868.946215459,451074.168789736,475682.412128398,,,487291.198114607,
,,419.3002,11.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28299.3382936837,87166.6038790594,37547.9960151112,44453.3244530897,28438.920521143,43967.8609198382,117756.299403916,128245.918452635,117678.787708564,50956.1437097876,62973.9315301954,61466.3508037926,117241.75044425,57990.7832118924,102194.416129478,101177.952152452,,65186.3870201307,43277.9695614292,58812.911130151,63746.0888808054,17088.6290311723,22645.7385952735,54222.8697439478,81099.3904342763,61868.9964775226,14457.7457327904,60436.2686753052,83152.6218602442,22793.2109887229,87107.2563776725,90664.066920778,71175.1966175873,12099.6577148707,93687.6156801826,110643.092467656,77663.8082011585,66298.6117087044,74915.4982981476,95324.41072882,131938.439881786,94664.9646739808,65017.5277378221,57135.5980832569,56816.0014834555,140016.308312247,90138.8158052105,10887.3819514067,210678.827125615,175073.302824784,213378.455571117,333338.344108258,521217.323137107,97776.261965902,19562.1524685816,157022.622290511,140119.847675108,139769.309768244,176898.949195532,114499.017676091,135680.297727566,156058.380134751,112391.70089537,81777.164955144,78846.3043241765,83728.1232610439,121756.199098025,129848.304143531,124736.934177889,138714.896775995,122538.228062282,97280.4690664213
,,735.5355,13.39,,,,,,,,,,,,6629.89968180915,14238.8713974609,,,,,,15616.1772282713,7500.15029003903,,,15859.6932495117,,,,,,,,,,,8230.08237792963,6690.82652212934,,,,,,,,,,,,,,,,,,,,,,192088.846751111,177656.003682715,,,,,,160755.414183775,173832.244561762,180337.785109774,149386.787369659,202875.256875251,181699.174166434,178979.579953033,50797.6271403807,,176341.995570564,,,960767.662307404,,,,,,,,1151109.53262108,970433.754831313,1124511.3089164,,,1016924.40101939,893713.225525489,1057711.50808802,696267.301673096,987332.992895116,945868.679386283,1172492.13197135,1030026.51248484,171473.02685173,840786.807359517,667866.549715829,954311.456489897,121377.311192918,188567.442596324,810249.582695808,186688.181150096,982864.26630596,1052822.81425901,809713.90712833,696136.65713843,888481.879353822,856691.018856429,810750.8230127,470244.818846458,513824.016024009,835615.190426741,790527.688034389,106754.262666327,822020.086007862,868846.393409711,833770.832818802,859478.988966027,815792.280379061,802401.470275489,492440.182012616,791002.892354605,861640.574120768,838275.563329937,832024.407803467,702789.621662494,359971.83351033,833444.034002748,785672.119632853,445906.800596845,802238.002778096,770148.832026229,739707.907402297,266504.455232596,553872.25499429,819615.561632032,800192.504008469,761206.217282706,65680.6783993639,94938.6484127796,761729.095736378,224763.250223111,214064.064433131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,283.1325,3.17,,410485.989965129,427703.713383186,412463.67629559,416950.017232727,417686.479397111,414710.736452392,415338.86521286,377043.499849212,416611.292247437,393184.148657191,400436.861307984,400036.223151688,407379.794221436,403058.1529292,409186.464018519,414604.620752913,420997.659497865,394924.014597349,408069.411042156,394161.341287546,383998.912954537,422348.61843213,420043.286461793,403839.241143555,392771.025462296,377635.989268936,392787.35698062,376471.446563263,388535.705368149,403593.603965378,380747.756228749,393731.692840943,393909.627784515,403554.042870665,377842.16879799,379223.80072049,395669.717227781,334754.373881067,364691.625572853,395814.147102173,362794.403748917,354241.885796435,381096.119306778,397655.438518584,397060.75502606,385055.001076519,345680.459188782,382972.849205078,391711.596171904,426634.555476683,401774.101107757,380420.512519349,387191.703990784,384921.329050782,383338.991134248,417811.865928709,388430.395186889,399346.691942688,396439.120687806,384020.843848237,393334.147871246,385912.042672592,398717.638484008,368531.551989422,413260.95319436,393722.772688535,399546.567245422,392652.280441254,394468.360641755,388244.558800688,410736.69497635,407074.493144135,516048.570257081,514321.385183594,505681.119340577,469753.671629151,474255.625150559,480948.065898041,498165.928040223,500215.932724641,501175.54037732,544731.587117066,515928.859554612,510786.40036081,506256.83980536,507984.290421632,477868.555451444,508423.012119217,515989.017903927,518622.76502771,485118.038919996,495002.75399112,476360.635654542,504530.921955368,500809.675822074,500485.428949098,497954.765057191,483834.061513551,466613.096368501,444981.633356934,457987.254919494,438287.669668442,432358.096138793,457112.839085539,477657.48494101,470328.49604239,458480.266054319,420703.178565244,451796.765633744,433013.424660004,460710.57535605,461629.813867295,478053.93549322,456943.091598631,483879.152002884,461464.673558961,448614.545381562,526725.797711982,306550.018903809,292440.286769928,484128.813356212,488876.91242804,456826.322314406,496817.733366179,453464.814410156,294899.476100815,472723.203181174,437905.650646546,452151.362770371,484609.971541931,460519.671765564,469538.623341615,474322.319365647,465842.344352418,485002.571742234,467713.318557495,464718.117636199,393346.36748291,452691.390307128,468567.293095924,459648.34602118,481401.436246949,440060.457962037,459941.182163637,310253.03203572,329318.610506208,332068.067091365,319507.699170408,334380.169234449,327586.365581387,295433.166865067,341695.514401077,346765.2856099,314396.466301026,354547.553506165,365745.335085328,342702.925755707,342198.400238709,357083.869033661,351767.593010742,337246.645891267,334663.47617688,360786.509062241,329188.743097289,363197.273065704,342121.632224638,340702.039319239,369462.958316374,333091.98455371,349018.08011856,338939.845089538,338562.451797547,363815.855576476,348744.427548157,336776.234522843,336985.666020752,358266.456753333,343135.823671418,381065.917975373,356004.430702622,327731.080610703,353680.537427076,363585.464779282,375378.740525955,359498.530761902,380409.317707169,352443.760947327,384718.969368471,367816.163657227,337059.049275809,234901.722419678,80878.8490788935,357265.921101505,346409.886514833,346233.951585083,347599.754923583,352022.925692597,138659.554200069,327244.843359467,392271.857187623,342559.083196564,377974.799689011,369804.547409697,361374.906318038,382272.782202654,369318.273447876,372216.796204285,338969.890872055,342950.720230103,339710.135301515,337579.696213364,342336.588493119,343182.539852265,350156.839216125,334533.76289233,337166.961419129
,,531.4311,14.58,,,,,,,,,15154.1999692384,,,7702.62824658228,5600.63192431655,,,,,,4860.25436279309,,,,,,,,,,,,,,,9023.89226571675,14087.2755648193,,,,,,,,,,,,,,,,,,,,,,47932.6086395873,36738.8830332032,,,,,,45912.1221090165,36580.7159636536,39095.2001342467,12578.2230402373,15594.5343653564,38065.8447879944,36179.2876793976,,,33924.2092174072,,355544.872819618,433417.689135148,,,,,637845.968833358,467098.671380462,525162.336929627,266999.416690307,902964.229180664,539065.343942551,366835.237140946,398126.482734024,297864.807531967,432593.372174865,360940.259172348,286594.655101456,221293.701684448,216319.28180214,282517.462839263,258431.362446564,294222.332373917,296374.127114732,224687.72501648,127308.520504395,243008.849813415,141233.424390549,175321.685483292,220320.831506287,204702.641704178,200312.435829834,199974.824392014,171673.838836792,153145.197993515,158901.786581558,164191.251516678,213938.994619079,177889.092014496,159283.044001251,157472.249065033,178313.129904663,173287.703193893,190409.185737938,194785.729315186,155246.258007919,155430.687325287,178283.22844635,178302.192673279,171727.082541565,181834.122948822,174068.840037109,179659.426295731,148872.645016922,409126.219327683,326554.369616631,178494.55107576,355800.291280197,178265.225162598,202111.121822891,209404.020545257,217700.398624512,206928.165719124,260051.37326419,283576.137038163,221443.2596408,220504.287789734,,,193939.904449638,221152.206290939,,,,,,,,4418.09982431025,,,,,5438.28670257566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,285.0996,4.52,,,,,,,,,,,,,,,,531902.145714201,536456.317070677,558348.819408842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,530.3994,13.74,,6737.92255957016,,,117165.84711751,90353.1863187109,65833.449151909,52509.1955525924,171068.073312778,,,11666.7120629979,144223.183176018,,,,,9144.92416235367,262937.929212489,39154.237001953,,,,,,,,,,,,,,12469.4579944358,336263.31623078,,,,,,,,,,,,,,,,,,,,,,314417.58849198,299252.154607885,,,,,,315177.670323577,270061.344245999,274663.130896564,260107.535896408,255906.956524945,280018.740186412,285732.127444371,112362.085065916,,281068.04394816,162534.129289429,256388.976755208,256844.990334734,603356.303274756,396460.678110572,287847.768287891,312760.366273601,309696.914871505,322323.02208318,314468.938618558,241148.732953917,282036.824979439,376466.699230649,301272.490820944,256532.464866214,446246.265662599,275718.318691249,270480.561728712,290149.8373759,262850.07741628,253669.381591455,295531.471417786,253710.07464727,284733.54207663,255026.437013179,289735.577960067,279827.528352602,311086.211429666,229927.191706707,258104.635056969,293640.857652887,259487.033237778,223491.276538507,251477.265332766,255835.746764054,269439.920112001,263436.027529542,270046.305107609,264584.866991084,285024.498348356,272918.876129365,246682.814516338,272664.229118432,283365.294808502,269713.535595745,286298.646804902,353227.027133764,239125.212530998,258828.021760422,240403.107512076,241783.937248738,237362.363589114,232289.39417403,222060.823091958,238812.744817653,,337202.947643014,279456.220243104,230583.076443723,230978.937639626,248568.734729029,216866.670982662,229096.468132893,,296575.011007068,284343.304472244,327806.610174967,303015.022449579,294067.376641318,264151.357607507,267782.000917584,309834.163355615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,451.3161,8.70,,483837.256820326,234635.933820115,221534.334921553,431686.953743143,376887.587176634,322954.430700909,290136.157853987,263643.468995019,252356.91451987,214699.393775214,187951.103681253,185342.957971232,211718.553104093,206257.442781015,204609.442440635,199084.741833204,194427.541877842,187539.278936372,189065.607218923,171886.900513307,158793.365784667,179981.004609193,172191.99884344,181512.934238885,188612.848133098,173214.46770822,168308.497361811,158958.480288897,170668.844622263,167884.468316784,172199.381050363,182205.746030752,185204.526392923,183498.273957114,177647.386729668,167618.153035086,175001.132608825,185657.242830992,175352.534080648,181465.415848921,166709.628363045,172892.391777736,159947.5303935,167021.844270119,173461.508625019,176246.584976761,192050.765709301,201074.078847639,179373.384832298,186041.74952825,182726.079246468,195549.504277903,187954.519502699,198755.01779782,209349.978259206,233052.877767208,240012.632111609,216241.416533736,223085.692545053,228006.586988198,226065.194022882,226760.132874837,222208.091741794,236317.324491249,228358.273344728,243465.018942061,235335.774724311,244031.074824568,238447.962966545,232374.408268658,233410.671011823,224426.303054225,201425.386196018,116655.833307312,110059.321311594,86426.4186577621,88408.7493101476,92907.9663265684,103236.564114208,108569.608287307,112187.896996545,113432.341874143,118705.036952736,121410.184331118,120763.692916368,119667.323441022,121467.267903447,116032.237538107,124659.311486837,121165.844459073,119694.819703466,113955.087592288,119109.625464239,122077.657335101,124214.365473521,112044.477236629,120849.432652008,118662.212211998,112238.554146695,110499.273093326,118762.644668707,117597.624963576,118653.217705463,117132.658604759,121050.981309008,115695.223802833,120708.541066467,125498.515437676,121660.342296694,130071.361703315,138343.137723752,118012.605482057,130245.290256331,133895.713108277,132135.804605954,132289.343249971,134203.432173372,140959.217054287,153044.190376437,158765.305637709,141871.783985957,144001.810129568,144350.786391398,153076.156693382,153043.643205848,150536.693047456,156285.147400562,343666.191715484,194555.451678004,161312.665858805,159125.944488075,163547.641798975,161339.701621422,163777.309221563,174154.063413316,166150.02409508,143390.327111258,170424.685715967,165541.515280522,167978.071099364,161630.834291165,150788.526097709,150174.360042225,146257.148620274,435354.766098947,184270.969866166,173519.04640892,333794.795814948,264062.950404488,238871.4185814,220870.139231265,200620.603408825,185587.269151803,164358.38252063,153047.378834122,156666.929339644,174397.41527555,160289.639959872,156779.136584836,164242.687743589,174053.084187113,155842.089693854,164144.140785155,146200.498162467,162148.67279539,157795.888416991,148414.239799661,140265.582624105,159413.650542546,155690.365435401,145730.041387973,158309.89128554,165810.776413892,168556.015488861,160374.540607142,162521.414370265,153788.427355653,173564.343094621,171306.161235732,171048.56203967,162753.17193321,168005.216356715,171403.253711531,170892.167874411,176722.210271586,175320.653337932,175545.610843292,176867.813747794,167394.127368122,176440.082248356,176879.737524184,174565.983873888,182356.298635716,186536.189556282,193063.081077202,183643.370285506,189460.835630118,179874.787016553,181395.255699771,179469.627569918,185515.910945722,172725.140733904,181475.980742161,181644.032458095,180453.528213393,180374.956083097,182987.988743602,173035.74393535,205084.469219028,215877.649183113,175781.982013917,190812.283577457,187801.549726473,193738.760926901,190340.446566047,199478.348826927
,,284.1612,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416899.560207032,469584.28174747,403924.930629636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264528.00946057,,278126.102100467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,637.2083,13.20,,,,,,,,,9376.5202412109,,,47474.9132683105,20662.8409482422,,,,,,77859.0286521776,4956.29658544911,,,,,,,,,,,,,,,4471.19033103872,,,,,,,,,,,,,,,,,,,,,,89808.2739588012,65715.5560097365,,,,,,58533.2748798753,88813.3229275666,94887.9969503937,82866.9564350891,78908.8144920808,79128.6808429489,53262.6270325956,6210.62801311301,,55469.9152575072,,437680.497101578,326032.58005915,,,,,133613.447061729,161782.978435974,444416.484813721,541224.929967209,563020.169679199,271769.826350551,253504.119558189,402997.580730384,442209.829991315,448539.819795014,282570.829393899,432655.581331299,448106.881370563,529232.964551869,455692.672235672,468310.149255036,396625.864154614,484661.80550227,484181.376137194,386035.673728348,373481.810814957,489719.80270268,478121.912497062,421183.771833679,429207.426632569,395134.398358036,616640.513928345,509830.366926022,328273.807207542,301149.383385174,504313.514153656,425520.886952249,313455.726791735,290765.641589704,388443.523678909,372358.426691308,503964.325534638,348790.808903504,342571.742602379,424695.097713009,429275.195331004,234836.119114439,224272.731196814,326002.094191803,310983.120629207,534857.628488759,213245.567805903,253988.958745155,154315.651406433,161893.822420838,279304.569275145,253042.258114282,384153.744378815,332199.230804039,379892.121677424,192614.441614599,329245.671919869,342157.775380822,211745.58808184,270738.439519365,329018.524042486,469316.430048981,,,238438.114937475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
