"Compound Name","Formula","Mass","RT","CAS ID",BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,D15-2X-P1-A1,D15-2X-P1-A10,D15-2X-P1-A11,D15-2X-P1-A2,D15-2X-P1-A3,D15-2X-P1-A5,D15-2X-P1-A6,D15-2X-P1-A7,D15-2X-P1-A9,D15-2X-P1-B1,D15-2X-P1-B10,D15-2X-P1-B11,D15-2X-P1-B2,D15-2X-P1-B3,D15-2X-P1-B5,D15-2X-P1-B6,D15-2X-P1-B7,D15-2X-P1-B9,D15-2X-P1-C1,D15-2X-P1-C10,D15-2X-P1-C11,D15-2X-P1-C2,D15-2X-P1-C3,D15-2X-P1-C5,D15-2X-P1-C6,D15-2X-P1-C7,D15-2X-P1-C9,D15-2X-P1-D1,D15-2X-P1-D10,D15-2X-P1-D11,D15-2X-P1-D2,D15-2X-P1-D3,D15-2X-P1-D5,D15-2X-P1-D6,D15-2X-P1-D7,D15-2X-P1-D9,D15-2X-P1-E1,D15-2X-P1-E10,D15-2X-P1-E11,D15-2X-P1-E2,D15-2X-P1-E3,D15-2X-P1-E5,D15-2X-P1-E6,D15-2X-P1-E7,D15-2X-P1-E9,D15-2X-P1-F1,D15-2X-P1-F10,D15-2X-P1-F11,D15-2X-P1-F2,D15-2X-P1-F3,D15-2X-P1-F5,D15-2X-P1-F6,D15-2X-P1-F7,D15-2X-P1-F9,D15-2X-P1-G1,D15-2X-P1-G10,D15-2X-P1-G11,D15-2X-P1-G2,D15-2X-P1-G3,D15-2X-P1-G5,D15-2X-P1-G6,D15-2X-P1-G7,D15-2X-P1-G9,D15-2X-P1-H1,D15-2X-P1-H10,D15-2X-P1-H11,D15-2X-P1-H2,D15-2X-P1-H3,D15-2X-P1-H5,D15-2X-P1-H6,D15-2X-P1-H7,D15-2X-P1-H9
,,1316.9401,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845086.418539507,206451.241936112,47891.7359600677,23860.21056987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1228.8890,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889366.502520791,215756.384525976,55296.3591132813,31041.5089103699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1184.8602,13.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866823.484687089,230501.902076057,60914.46213591,31547.3145412293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1360.9654,13.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805717.222602324,181133.205033353,41382.7607120971,20406.8495708923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,123.0724,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169004.901322072,129943.642828351,137019.771886449,330122.238476899,151903.844297989,147504.515241551,185228.853994554,144748.977372218,119100.572592454,250524.912905606,406929.202071305,186448.40734375,158806.950785343,68929.8816227916,389262.459277438,204710.579837891,126114.359155556,148589.585557046,180834.71394086,177008.699569764,158004.627505561,113956.341580208,154647.04643022,515516.34949511,170699.298533143,107423.720604496,158561.71081924,114831.314046735,308241.919574844,116915.316678689,152525.557936566,118846.567032902,169305.699116169,147473.922941284,177899.860177854,154039.703609772,167073.680452544,181356.956334375,116500.371422515,237217.198662828,629064.474245428,296887.907152051,683757.427223144,133236.887513763,117207.021512762,204514.580885211,206481.548855008,902746.672676343,431482.032535212,664951.666989905,211267.015772847,175363.665123983,122208.317575933,214768.750453917,255923.784472107,201187.662195623,451454.424069563,140841.122599103,139076.681535644,231746.529050413,109664.762422048,389879.526282438,165033.549449842,134899.088135609,137966.742368952,279231.128697271,174102.254274562,179092.916677255,320757.635851786,211664.289517769,142940.198520996,150246.57389799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,142.9512,14.62,,552686.247785476,592286.355884694,311961.464900033,632531.578051714,530064.229038334,562702.680437101,491104.457475639,466398.114926755,478985.445953608,461673.702696056,451436.807837275,498254.110583134,483657.00520668,469443.422545583,514967.880620877,523250.750646137,525621.448167796,523119.546036992,516415.640867855,447733.950961635,511501.73609269,525338.429992342,557778.995854922,447633.453250474,565909.311154525,566499.390436131,502950.75485243,442666.912946656,491424.425745974,445429.357697304,415607.514105475,503813.57462825,473529.60370618,411177.14439923,534241.347284156,488098.56598395,520398.154900519,651657.325665673,556849.693503536,465624.54735899,557270.103393349,466962.328227536,505362.194081768,462623.535439934,361637.000310509,522808.537749459,508815.936938373,546990.149945579,498277.720300449,501301.73518194,539688.511846113,487535.68293737,562794.527044914,473477.684871806,512309.025640344,500027.702364596,472127.543636394,537662.428180009,449418.399058004,477313.613907201,563929.802116161,514558.356679917,423081.33478932,495700.623673856,356480.385638209,522729.616607251,443639.344096776,463513.596967468,492605.795048303,432282.225809372,418204.177928397,507943.692485952,465590.289349009,515597.581024856,504086.017917947,343366.285946921,549146.854244319,498616.648697412,398613.651372924,512844.032782211,523512.936989486,402398.792109489,502251.301357128,463960.676599823,490278.579066948,460728.939952197,448608.681570135,494993.128162011,513996.138517326,445024.55483335,491274.081963564,529630.789869956,359327.448536166,481211.384407363,513395.166319932,456986.850061967,453177.343417884,526042.856676801,470722.860898861,435895.617876839,390810.910168768,369939.653202175,435924.955198566,360723.338382335,488028.033233904,465973.347536738,454901.367386722,521337.67756154,520376.243743134,495237.286335976,475569.661026589,471669.386345244,351762.091782069,513288.749931144,491477.043581887,376617.43441927,332698.279412903,379576.598380613,421925.553757076,463975.875664462,446474.131670005,363667.232649621,454205.824280631,,,368695.454532025,447989.359023919,450216.753640208,463426.894745018,350169.259513744,418077.525929433,458497.412056287,361179.348075272,437109.827480358,470667.597428135,462807.42311246,488703.400206095,431564.360105688,481444.926812672,434890.535881762,445140.699408205,357952.192160229,420536.203087018,455541.862483673,438221.307825578,382883.107988614,470001.20745047,471749.833228561,491478.966515427,427069.563076231,361758.238091623,450254.278939199,473589.791797999,461468.739755065,426532.142487041,458976.176064245,415114.866487132,353694.743560797,463467.771667908,433913.734363821,384513.115012747,485712.887930015,412892.544088041,392701.356591906,489867.264281858,447166.392916756,447770.446864395,454296.769324394,477386.443705177,462872.458686279,409510.51768211,470624.627479789,358698.821825167,448297.491784974,376208.628486597,404842.449205562,330683.231435789,407984.784686786,447057.184953635,474686.875974968,399657.406347811,422571.164984211,433691.613687427,400287.153727901,424132.290126811,441231.49401871,422384.938712528,393617.731383189,417223.861151089,440819.444515607,396266.50358244,408902.782405987,439487.328223765,440087.249358684,425628.47916582,360047.007246942,402963.908998724,492802.181615112,384503.043484629,408219.944680506,454257.778781088,439307.813599298,446644.622850139,404480.750696652,424536.863993561,400747.329876639,422295.510929392,410554.343110109,453090.103864851,417426.011819531,472433.359528391,470553.792825226,453855.24205337,423540.315025772,468654.411760893,438751.162894102
,,102.9483,14.67,,418433.595045959,349482.246435892,480753.128386007,494975.38250053,145391.506544924,153208.982210934,485284.264817272,376636.086784628,236854.580857055,531352.251021148,178223.417378905,542783.397894829,565284.412194404,212269.485663717,170271.130595703,577487.475903446,575024.685979092,198030.504039063,597747.829954073,592771.950165343,261760.590987445,771699.000222133,627137.500822036,668083.449920382,186009.607951173,601457.202222018,87800.7181089716,571777.841676126,238540.634579093,569551.678836224,627121.401737936,598682.535460661,296761.810471041,588533.179005751,414752.484681692,452247.655720605,646365.158903926,469764.650376285,647850.629902472,675478.468487018,618143.275073822,275068.783465159,264787.779178628,163673.794007123,434876.297337347,615040.58129508,236482.823051679,726022.748172748,641971.331431278,652463.484233043,299193.24620163,264141.988862105,190076.116457473,633405.927437766,175798.81128481,643283.937568207,199246.052679684,693043.211587104,703009.825844162,605096.863493383,242279.390371607,386575.328792921,575282.763328521,727022.519315272,511026.889774323,225388.843845125,699087.976356418,213109.437835939,332355.762489865,660818.857116157,660353.484931569,656312.754269254,657706.233999634,117285.427066305,477864.966013781,472585.356772656,525095.787170663,518840.583198695,464426.326135394,151345.942715383,322990.530354086,450240.571340732,89458.4879454651,143642.800609691,153150.05396464,430854.499401362,405695.394486618,277644.107195503,462450.235331601,349184.861560198,328279.551530205,216069.120418548,199523.919062971,451185.571782173,69917.7034195482,430227.631622892,407153.681648425,377156.465148224,101807.919791967,65935.4780480947,341696.575188839,65018.2482990134,420769.438046523,394743.900147621,470761.74400639,441753.604704638,411969.501901602,131088.024682074,264187.472191487,61687.4732500015,446129.703961336,480199.438600085,443024.187793795,89326.6310711545,227616.386154322,36526.0271864921,485604.490342828,65508.4126692585,11331.1091461877,414253.56901723,392382.825292623,473945.74792386,367256.387025118,435244.719049097,446966.947484319,65743.4549610303,485092.776862655,425199.981088338,410001.215236834,411346.620932596,411164.723007537,534235.648182616,439320.147691767,411728.776011062,422416.185840899,66285.4332683096,386117.98580446,410325.498718675,490437.712982874,406421.789495989,449133.428623001,373285.072387967,471070.297295522,434208.702478359,236638.812295631,5084.22560055813,271859.66700695,299318.383009969,283815.084678419,307371.070415364,89434.7943072334,6387.08533098997,5186.28925284999,288210.683937656,302391.820774092,6885.65304135225,4841.54802829905,10913.483018279,6987.36276129924,309291.424145263,282639.594283341,276887.532299269,262361.937645447,293477.39375904,279739.604949796,279913.327345814,261824.529668776,248635.73141476,265396.616680938,6316.58534504131,4086.34880440071,284766.696736412,11092.3581337312,273560.614968478,278469.251501994,12110.6765976204,304616.910286271,4398.14535596271,320839.759232371,276950.208730455,268775.234946813,279300.173556818,9331.79556038258,230027.506493393,4567.17087589297,5383.1371119774,6346.00927821477,262519.464479204,268054.759919284,278574.292593298,264725.326705349,5461.37812551262,315252.890878662,5586.7140656468,289139.121293483,256666.225457375,275974.732967588,280610.006643763,253704.776187892,5012.12979483114,281035.776871768,282357.420730235,273562.839951383,242193.053533004,278450.585686591,318127.576950039,285256.459417211,269980.88307435,289230.430679006,17754.3589086914,294774.855840648,6263.55352089949,287461.127943241,3837.49034349252,4975.01808586906,254874.58180689
,,364.2254,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5903.93817401125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722480.837865258,698283.67589909,728206.118991305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,302.1895,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750787.038727297,763927.596321049,742637.761145231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45348.17508115,51116.0989858061,74307.6699858318,14624.7051809569,,,,,,91672.9758206321,181798.815366209,67067.8668794279,14014.1721056456,,,,,,,,9785.84906810045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631442.792678893,632266.09260995,628834.77884757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,802.4137,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856414.412395998,,,814369.346707889,837574.132291665,,,,,66426.5185445704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7445.98507431029,,,,12048.5698634269,,,,,110727.287406326,,,155332.224020846,138745.035969582,37518.1505644476,,,,438633.289534232,,,446005.127947239,444628.331232574,64460.3320158553,,,,20701.4077479668,,,22766.2245371856,21207.2985884841,6470.50568981152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441324.123552453,,,445056.171449722,440168.427754292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,530.3998,13.67,,162534.129289429,257322.104465747,257045.403283503,603356.303274756,396975.075015423,287439.157582149,312424.50451891,303373.670380826,320921.446834412,315064.455392488,241972.71116248,282036.824979439,375882.406662482,298504.587749762,256375.622341302,446607.119376423,274638.170584223,270594.195728394,289881.993705488,262721.994960362,254540.388409032,294970.936524664,255455.87398054,283203.035301975,259591.890920395,288103.172156901,276587.282878309,310501.271524703,229976.571795679,258262.194214991,287510.970404632,259594.091613603,222690.403473714,249777.412995526,256648.605532001,269559.970482744,262303.251404595,268146.736949549,263893.831816453,284188.978199355,272539.189912354,246234.740245984,272394.059649548,285102.73712748,269755.015845778,285855.607909056,353233.687010487,239413.9239122,258387.730458677,241949.632817424,241756.202968047,237707.947491823,231691.529774795,220349.846174685,231637.331813786,,337074.694103543,278579.267471585,228766.270106339,229693.729942602,249359.660133639,216301.14353212,228915.118197966,,296774.193815278,284652.947094424,327894.373714458,303961.117180181,294563.803921462,264185.544167025,269255.698569574,308090.026822425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393810.894240793,438360.800748964,644869.837774337,603539.883204175,456133.720586641,507246.671451239,546660.891793721,470798.27162296,546547.450555935,537753.638233566,580246.210480674,433915.879609311,546995.276857979,455721.437100485,517793.202826327,573577.718345478,465025.715397311,523533.677610644,593548.879106177,664177.32522212,528868.314366809,561056.092328774,550830.940187047,629102.595123087,613188.440151243,573450.763043218,513519.457814584,629398.484228196,628858.106909257,552805.587283589,500863.017555101,522365.755804285,540235.86474778,597167.186429653,570778.254516051,644505.958216758,762007.707227069,693241.033595674,581826.930300346,654512.43448862,624524.925000173,593657.397203767,632263.862577559,651150.891823723,687621.978568817,670241.429720029,679637.466664167,536319.328073198,581233.602029586,680064.740946077,686779.233142961,685452.421488507,665643.229841,696861.362528691,541064.375464904,546561.28480865,801519.794731573,714945.213055842,843680.352145588,685548.698104986,740835.675704623,563671.109730156,580185.298018122,526867.524664834,578409.212962648,562343.130896223,556929.352118573,612562.779073074,690969.956939175,555722.3884407,576414.365438063
,,364.2615,6.82,,,,,,,,,,,,709715.365799226,697252.426037172,,,,,,738419.144854824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30528.917939789,28984.7332542724,,,,,,18131.1649115753,,432022.978799928,422607.060186219,,,,,,408907.863009126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12629.9853225097,22038.9979450074,,,,,,15014.9508367538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,386.2442,8.24,,,,,,,,,,,,725282.933977043,730851.138508175,,,,,,705600.724852843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36351.2962690582,32869.7238405609,,,,,,19302.6738057711,,320994.601957869,317459.192063216,,,,,,321475.452434265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12056.9819204864,17829.3826225129,,,,,,10315.3340193024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1140.8372,13.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822652.526586739,213906.574427212,54899.6576296311,30446.4749283601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,207.9004,14.74,,788565.404533817,710272.090568215,630779.110786622,495438.215048738,483378.138921807,754189.549644869,713230.411854041,725641.879159533,713340.669883766,645702.482171305,645865.492396971,384128.035992775,667821.993409779,609160.601690449,689997.321650082,665873.679223933,685313.681405911,690184.128488796,678285.581782989,463514.873576796,454995.082533412,669040.590457736,675694.746565659,664961.729968457,641169.3422005,643345.677039274,680649.961696328,653195.1157643,677921.985674049,697148.90665579,696563.778957334,635970.384059717,675247.631977437,645756.654417077,414498.48149966,694125.325186089,720242.108026884,766195.716471066,717918.982413109,659010.651299247,463378.114014599,701869.827342027,702616.313417349,717887.637900053,698464.820770576,698223.643232318,670020.695066321,699562.479970894,712885.973596885,639420.525624964,696932.819766697,497929.431319398,705756.209656685,687316.944280699,703015.815125133,745643.950032173,795781.955817459,701004.035646818,674059.758470459,682615.84557101,673394.894565184,698334.813584834,705429.550526314,721857.932565931,727172.870125142,781019.19142677,712295.103653101,672075.746649297,755800.099225778,735938.228967022,738490.285798856,634901.037697127,649603.655313516,631610.101449269,641937.448036237,624586.187877343,659418.270216319,702239.616564948,678428.587431465,633508.615889226,644087.918559365,621921.934469184,656512.732990578,674369.439119978,799404.575192335,607175.848308585,545226.01659471,584283.919650037,760897.677057163,583861.378122767,596251.75771262,736207.449205722,803428.43531292,822732.765054169,770715.279724103,694200.837557192,470549.317903576,596905.476086137,595967.959633652,779997.506884279,636160.68695409,577760.58829645,555920.042735552,587635.138950595,748297.466361513,715891.615246054,566491.78190059,670932.611569835,636334.763506626,613191.109861768,729568.325220461,613556.198926852,559016.418697473,637248.241086114,817587.204598723,590943.70764482,594828.026083514,562681.965179437,506604.434010368,570554.603450733,690436.462739955,549879.090972704,565435.541068789,541642.126758899,575904.609091889,774668.958042037,582002.836483376,711084.844909708,556427.041752764,577696.782042112,655548.697368596,593353.776299496,539235.90751236,713252.406159731,536817.534842677,708584.376721657,627104.700500436,547778.888907104,605198.967093157,477701.764167076,732540.273673211,590412.918173286,553402.787138962,575058.51641268,672512.289496372,650840.265482487,686717.996858334,645178.059123352,648528.499387767,657031.732648168,685436.962515541,717076.43661827,732089.260599427,681566.334242536,688078.44275029,856579.438551707,736986.137349041,698820.939322027,747370.419473897,689720.820582069,765353.560300718,706204.981643565,661016.713687075,672792.948975723,675057.040152463,682961.528592113,662084.535030345,840053.187687693,655140.778021289,619272.936075925,704063.615389019,660233.767228833,768507.166182275,725621.358232929,665743.021488923,688968.442850043,737097.054887939,874630.932510245,752547.95026207,699579.444638253,700639.669505059,722246.016550032,745887.525490972,681862.825126133,805281.09874035,697797.43068188,737721.994364321,722217.291098491,737148.246629756,755743.419022045,717484.284959078,682645.909229334,732242.702805755,711852.356164115,695272.972419851,713875.263668858,699747.876617046,828587.137486944,705103.849835086,912702.936674717,734490.502171392,685781.781905729,659217.656616402,694052.986464214,780360.264399678,725633.085367,699081.043239989,882380.676877032,666517.293470095,748315.002396406,676247.238887289,736059.416170128,723346.755822409,828480.892447567,724822.167409803,807211.555198278
,,244.0881,0.98,,593926.309700134,499774.513647978,531833.634530104,561447.243078521,534940.234904197,592440.873174255,592750.873091031,572180.304152376,509001.45284896,648939.520446595,568190.182196643,602998.644058581,570753.816576187,553985.422246414,506553.822594306,504131.813070662,492893.417827727,563062.976778723,518050.599135581,526169.022960899,567472.67941586,496843.71132735,508571.773492657,519117.242193773,543339.038042996,497288.993223085,511196.959742065,477139.252806823,520123.203852216,496874.269754028,453037.512598976,470397.367774353,524715.644940028,518771.006356745,492420.261145417,470139.846649855,528824.811609825,532404.919965826,552764.775202584,498761.596617675,523535.667416084,540723.087733454,555248.056424523,548011.916844192,524388.161243583,558235.335778834,563669.953552782,600459.362071105,530902.414417311,528021.426615479,536037.570225881,539609.321819531,529129.955784058,525989.204708315,450565.371480451,538519.239445238,623853.660859665,426472.164855187,396605.980791687,540933.619383614,596338.58383084,581116.014927691,607425.868937744,479717.275818083,586296.936561752,576926.071748652,490630.200982324,476487.211959228,518636.941346125,548750.254381436,502883.820811302,548077.871487398,126740.427086792,108838.414619328,106967.139714939,131405.974819717,151653.330815405,106351.61015741,122878.882920493,180079.158392622,87713.4907698051,118311.669667837,143832.007410676,127436.941239437,117787.862477218,151981.847895551,112610.38056403,149994.596115266,117913.210948941,129123.55993946,151217.063384245,104488.28040528,106753.819338775,116955.630670128,129567.199698107,148718.812466708,113957.815226486,131395.948851226,121280.340126724,130470.391872832,107558.913785648,113744.627468505,173356.8026516,150193.570271636,118344.460426857,139955.115624812,133719.842540541,51842.5981460877,114941.731821363,104770.298540787,121495.735353916,120818.15451201,128046.554505044,130793.186254816,126594.570981074,147376.879792801,138889.570908505,119480.313164612,147970.329071695,137514.820125388,126161.334898892,113884.172567607,128601.670611577,138495.713280749,149251.700549377,126173.299548135,103775.298093745,116464.24469667,140734.254115226,121486.067655685,102776.268556701,167173.574928085,143650.088699692,118745.24842585,129851.317597016,155319.876848114,147764.86100407,137056.24492456,130417.562846006,124534.732402108,130415.673071391,133020.875300268,128006.468944984,135484.672352692,336512.390245415,257356.401442619,276464.133106423,290640.989565828,306489.418739712,294833.352875437,267492.212228754,282151.879149927,245040.80124535,275497.343937413,263435.673954936,340711.350787744,243197.266025565,263065.852640163,243623.206377357,244060.674396281,244591.209322571,250875.301334286,284437.581352445,293448.234179944,317763.891612256,259048.139948074,254436.880663892,246991.052951795,246355.31132495,240727.510476777,260766.878433491,307040.937150638,258055.491972743,264602.610178476,269148.813536108,265018.600635082,250083.593136407,253741.173086499,246391.175766488,251550.325959336,262457.971471457,295724.786403083,302451.585270191,256904.18284815,240965.55083692,270683.18163278,270221.200371631,279535.605586022,264742.314193292,334114.575712655,309347.60689981,367475.328364479,285852.038348437,291419.140748744,269940.43471571,270442.406312557,274562.132545308,264227.955643524,317484.840913145,443727.895459648,500918.244669423,294340.189869381,271685.189989313,330546.634443074,366530.530455606,349611.491510321,422028.557787711,401160.074377273,498062.607242611,544426.915458872,392762.355998021,392803.823982671,449315.957781042,457525.083399531,455635.617530237,486585.140271133
,,1404.9870,13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707900.172785776,155734.562559128,35366.2072674255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
