"Compound Name","Formula","Mass","RT","CAS ID",D1-2X-P2-A1,D1-2X-P2-A10,D1-2X-P2-A11,D1-2X-P2-A2,D1-2X-P2-A3,D1-2X-P2-A5,D1-2X-P2-A6,D1-2X-P2-A7,D1-2X-P2-A9,D1-2X-P2-B1,D1-2X-P2-B10,D1-2X-P2-B11,D1-2X-P2-B2,D1-2X-P2-B3,D1-2X-P2-B5,D1-2X-P2--B6,D1-2X-P2-B7,D1-2X-P2-B9,D1-2X-P2-C1,D1-2X-P2-C10,D1-2X-P2-C11,D1-2X-P2-C2,D1-2X-P2-C3,D1-2X-P2-C5,D1-2X-P2-C6,D1-2X-P2-C7,D1-2X-P2-C9,D1-2X-P2-D1,D1-2X-P2-D10,D1-2X-P2--D11,D1-2X-P2-D2,D1-2X-P2-D3,D1-2X-P2-D5,D1-2X-P2-D6,D1-2X-P2-D7,D1-2X-P2-D9,D1-2X-P2-E1,D1-2X-P2-E10,D1-2X-P2-E11,D1-2X-P2-E2,D1-2X-P2-E3,D1-2X-P2-E5,D1-2X-P2-E6,D1-2X-P2-E7,D1-2X-P2-E9,D1-2X-P2-F1,D1-2X-P2-F10,D1-2X-P2-F11,D1-2X-P2-F12,D1-2X-P2-F2,D1-2X-P2-F3,D1-2X-P2-F5,D1-2X-P2-F6,D1-2X-P2-F7,D1-2X-P2-F9,D1-2X-P2-G1,D1-2X-P2-G10,D1-2X-P2-G11,D1-2X-P2-G12,D1-2X-P2-G2,D1-2X-P2-G3,D1-2X-P2-G5,D1-2X-P2-G6,D1-2X-P2-G7,D1-2X-P2-G9,D1-2X-P2-H1,D1-2X-P2-H10,D1-2X-P2-H11,D1-2X-P2-H12,D1-2X-P2-H2,D1-2X-P2-H3,D1-2X-P2-H5,D1-2X-P2-H6,D1-2X-P2-H7,D1-2X-P2-H8,D1-2X-P2-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,162.1256,3.12,,64005.929652313,44272.7569226075,33960.985924301,45185.4797296751,39785.5151118392,33005.7158258972,43315.5888511811,36516.5411159668,32060.5863636475,42548.7837081604,35397.5744898223,34467.0243620911,46110.3927350464,43119.8795138703,40345.1642019044,38512.472682312,44689.9225608825,38060.2278636397,37676.2930013581,43607.0883419495,33664.7488760987,35285.3091309051,37925.8242945862,31846.3668923949,44675.766300293,29917.1354448853,42220.5237211302,37833.435910675,33844.5249099732,41227.4224747925,36629.1326424865,41305.5128681946,35442.4500450438,38198.3673932038,40183.6140796051,35970.5577154847,38552.5641925049,32365.6007861939,40754.6865880432,40469.6756292419,39395.4005789109,35531.1441039429,45602.7077465821,42783.079322296,32685.2853404236,34344.5524658202,43370.0162221755,45872.3851307982,37834.0471508789,40561.9758287659,40637.8015717773,33736.3051980438,33475.356639679,46623.6626132508,38019.0589841309,42633.1781282196,71505.8793244323,38386.0344249802,34700.5723622742,44542.2353452149,40227.1140060425,36188.0411045226,41988.9500952759,32018.084073242,43516.7733746641,39217.0814426575,35198.9368601378,57243.0274544679,37521.2819153137,33731.2976679687,31081.6351372679,38762.8491366425,42267.5785618439,39623.1067755738,41199.4003439026,45696.0784028015,51927.3020433045,39631.0355382539,39241.922298523,40222.9695453947,53238.339708252,54008.2132934034,53990.4144808502,43970.1544441833,44900.921140045,45126.3609562986,54525.9587048341,41153.3401670531,48604.9028896484,44154.4674736176,43709.0853317108,48065.4463911744,53649.879792511,50171.7384226075,47990.7166154175,41972.6923499452,54008.0773446808,39269.7449817353,40566.6373370209,45480.8432787782,57161.9130466612,50553.1879881287,45028.4798056641,49961.282737793,49575.1771959077,41339.0445261842,50064.223291504,40243.0758840789,46386.2918931962,55360.6820113831,52768.6746065979,45343.76838945,57544.3928755645,53454.7251882935,56621.6828140259,44467.7568837891,51010.8213889161,48334.0423200225,45668.3709799192,52667.600263977,52665.5338933411,44981.6521399002,38984.4799303971,55468.270828064,51224.2580295564,51857.776248535,46743.0116415711,54678.4735890501,42918.8806750489,55120.2931480103,61098.3907973938,129801.709908572,56848.5929357301,41131.1503120728,44588.4588293458,49952.4284381104,47192.4422767792,47618.6863033903,52775.1636933289,45883.3221674804,55500.3647799072,45913.9288609315,57111.1960218429,45585.2932507325,49563.5518504639,45748.0494246826,49069.3553526306,43010.0410241088,46809.5769176939,42984.400471222,42639.0635242004,40805.4549508058,41677.6016131898,44105.6585819703,35017.4357393188,35464.3871212005,39216.8340384065,33290.5102826539,34627.9114955521,43131.4905909728,41934.3662403869,35929.6160986023,43035.4104754181,44271.3247450256,43844.2661998291,39203.5352250213,39132.8694649659,37125.5807826386,44205.5766314392,36248.0821268006,43055.7709323655,42230.6919877625,40746.1753474121,39794.6022986298,31941.6554089661,37888.3404747925,38637.956842125,39460.7423639068,40987.1427070465,41719.5311453552,42980.5262019959,37358.0434698791,40669.5773149796,41459.2373566589,31623.0595640868,41450.1664708863,37815.3299390563,35498.1475865174,39694.9945063629,41949.8335304566,41854.191086792,40604.8582497253,35569.1686611023,42645.8727705689,42748.0958760987,35881.3730639649,41176.3618998414,44738.569616333,39786.4086636963,35886.8035401612,30032.731277832,37251.7464766845,38721.3183666992,34893.3034675904,34188.7061121827,34311.2985924378,29819.2962780763,37588.1213644562,37973.3060300445,38180.3184141694,39151.0414798583,38281.0276950532,37036.6975064392,40912.4654471435,38117.6301811523,36676.7507359314,42600.0677466126,42876.647111847,40962.0943318786,36359.4520759429
,,467.3821,9.93,,54478.0812391815,20325.5001793213,19616.2256010131,23654.9183571627,21016.6032034606,20776.774386444,18055.1654490967,21058.9653245849,19413.6300461425,19281.2790529482,15722.0608558044,18780.1390633698,18428.0573518676,19648.2914040986,18496.8902780762,18835.0386581268,18036.5950217591,18034.1004727478,17375.7886115419,16590.5318953781,15676.586993393,16987.5191452178,16961.9223485413,18383.8182730408,17224.0593674012,16383.9323096009,17402.7550016631,15338.7411470948,16319.6251183473,15419.3180357972,14770.1832914429,15414.5630331727,14573.9847853089,15063.0878430175,16558.4025162048,14239.9250346984,14903.121220459,17813.5636394653,15718.1956921693,16349.4010968628,15316.729516327,15255.8055267031,14422.3560672913,13980.6901939391,17500.3204757995,17067.0331711731,14347.1529868773,24967.8958650972,13051.6275673372,14020.9357602539,16664.5841326678,15344.1736043702,14808.638008133,14194.3802738191,16262.3472672731,12843.9481954193,85629.7189717409,17141.8824564514,13584.3164182739,15160.407058136,14419.2865532531,14347.7656983032,15645.8600984804,14275.5369032593,14720.2801667176,14448.3087539521,15986.2260017851,36127.0025019689,12400.8841727599,14148.7796723023,13067.2059312134,15094.5193527146,13132.6676027756,15444.416234909,14080.4201371919,12366.8219831392,32628.1978493499,16659.2289675828,17668.7075711059,15687.7959578553,14717.5429985961,17188.7548715211,16367.8023334045,17186.3261714784,18135.9315859985,18095.4612363283,17884.4342960204,19450.1474176865,16939.3173595276,17436.0580162811,15633.9131816559,18211.3898728942,18202.1687821047,19193.6562404022,18070.9901400908,17327.913700592,18435.4529997255,17448.7207046202,16450.9479373932,15485.5293031617,16662.575184082,15383.8821397248,18979.0450729675,17860.8717634887,16444.5275960083,17042.7879433592,15424.9667122193,16724.3051616667,18885.2290480042,16879.9120294493,18844.4867949217,17129.1075176085,18829.2165948182,21163.5582642976,16634.3486445618,16962.9686445313,17451.6208257751,18535.5453563078,16204.534466423,15072.9795274812,16896.9219982757,18927.3073659669,14662.7385228117,20058.9108998184,19470.3801737365,17631.8806504516,18166.1064680786,18024.7722178651,19189.6225280762,17483.6043804474,18791.607938965,65551.3450163878,22612.7431282043,18065.4373027038,18934.5718665161,17363.8359272157,19601.7076535035,17789.2572101898,20509.7824111633,19877.3240358887,19754.8004873199,22514.8202386169,22084.6408984376,22306.0861464845,20331.5667503206,21480.4884776915,18515.6535460816,19930.7467971039,33007.9146933289,17397.4480094603,15911.381399353,29150.7139788209,27082.4830186156,22941.7931812744,22427.4674885104,20122.4274497832,19474.9831325762,16558.3465153199,13003.195947258,13935.1007784425,19231.3110056151,15454.531491623,15323.9575001069,14902.1098414,15978.9059968262,15615.7098972015,15919.988861023,12152.0640203247,14392.6017127533,15107.3347182312,14448.0322272643,13421.2594454041,16699.0155519866,14160.4163156509,13073.1549412841,14167.6023907166,15841.7565707396,13447.7876897888,14484.7246468505,16019.5136632079,17206.8308561706,14486.88872641,15989.9316377714,17781.547694275,14365.8031114806,15938.0819247743,13944.9474698792,15245.3262324524,18379.0017378998,15275.8374177247,15591.5790603868,14601.8601287232,14281.0134403687,15584.0024098513,15263.7839004822,14438.8775368653,19549.511842575,17543.648654831,17478.715814621,19033.8968574678,21671.9183004913,15874.6152674942,14411.8064716185,17098.995920273,15321.546968155,18934.0170449983,18727.0208708496,15880.7874117735,14667.9375762023,16614.289012764,14826.6257932739,13765.2435884551,18646.4544418183,17342.0600015869,21505.681301323,19203.9094655456,17661.6717705689,16882.0806480711,15394.1302771301,15569.0134613035
,,2385.2464,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76030.8475387727,,,78616.9028510741,76573.957425888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89186.3811972658,,,90794.2914992283,84492.5399091798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50937.6749275894,,,56728.6744321744,58802.8096600343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,163.0998,3.29,,57910.0811714169,51394.1097475282,48782.3710239564,59337.4239496766,56619.123525879,60104.289623779,60536.1194148561,66187.5034109803,56322.0221990205,74283.8342227323,79008.4208177949,67854.9838796997,82984.7660402524,82330.1412627489,82101.1376769411,98358.711397705,83071.0357737733,76860.3080769808,73206.531280701,76415.1007393342,70024.9374336549,82159.7546030576,81262.6007542421,71556.0929665224,87329.2690497436,73128.8266471555,82577.2582818909,83740.3657536622,78830.2312008207,73940.3077040407,80160.2653092041,88236.2703889612,96904.4841060793,98249.4568943481,87385.0643990481,80517.2750503541,74704.5817315065,87313.9618234865,80406.9981842653,89523.6509980471,83275.4933588716,93432.9602106935,102939.482572265,93077.3239316713,90477.1848565063,65945.9662253724,18797.9946003571,,15181.4264853516,85908.772776947,93182.6113406984,94158.2406199341,99182.2138457941,95236.3404588319,17578.4156815796,54628.4168981626,61993.5293524934,78220.3850019532,,61506.3791087037,65264.2853746492,89191.4602181094,82308.2228523561,70353.5682807313,81578.4338848573,63470.1419567872,64012.3322014161,43410.3041788331,,64969.0572784425,70650.6080971067,68395.561506714,69532.1378437958,69369.4646026611,60215.5703948061,70156.882009247,10821.6595258789,8238.53427767946,10421.6975724487,12537.3345376587,,9911.55577661135,9818.71312976067,9139.97593627929,10216.9789993286,11116.6308576966,10493.3095390015,10540.4820688477,10008.8026939392,8725.31360964962,9719.67317724611,8587.83703964234,8411.29350457764,8549.29066934205,9746.81089343263,8465.83695400997,8932.48509645079,8647.33713916017,7655.4877720337,7997.2675182953,,9124.6897247314,10881.9119701386,,9457.31520941164,,8254.60098037721,,8344.5321858215,9303.33233698274,,7877.1720952759,10885.8867562867,9908.88390646363,7732.36010815424,,8183.31642047119,,8898.04948870846,8178.36508712766,8054.26333650209,,6509.75721926876,8035.54318173217,,7590.71216052247,8580.83487231447,8595.83269226075,9786.75730599977,,10362.1471982117,8848.49609390256,8677.3534486847,9830.12191130062,9786.80875235747,7681.83866812128,9265.87316436767,8702.62065792847,9631.73337121575,7844.69597213746,9666.54661981203,10407.4998288574,7981.19036865235,7765.26694696045,11167.8011178589,9209.83060949706,7244.87040362548,8311.29943103029,71889.2246181643,71744.7330228882,76527.8799475709,78065.1768889008,78497.2292480775,77747.4517600706,69581.0858975216,80524.8030752406,68786.7294187623,73054.4696663207,85151.2542701569,80920.9629272457,83674.2292693483,78071.3921412051,82994.5785028686,82724.5041845247,80944.1117587433,74424.4546888731,88818.7837877199,71102.2654320068,83015.0331800845,82732.3387825471,81530.7956348879,80984.0185557252,84244.0179141844,80293.2368328856,75196.554386383,80961.9865070191,82118.8722424317,84299.6825453794,73168.1691297533,75477.377103027,91116.9276305238,83156.3301691891,86395.1469443666,84180.7612934566,70805.5618612977,80994.9508076327,84819.4200127336,84935.3878771058,84781.0768419798,89014.4835469053,80741.7592538148,86919.347107422,80422.4438232118,74504.1754505461,54099.7203681031,52050.5061220094,87109.7879193725,79873.3072653424,79870.1538610841,84356.7552326049,84313.0739439543,54461.5709216309,78811.7310574341,86942.8438418421,77787.3907045748,84225.3500230867,83207.9880747375,83081.4529015198,90143.2219082184,88641.4967135009,88168.6455835575,71558.7005619048,84501.4067694704,82794.9961396944,81722.4043583984,75710.5466779783,81643.8016134338,80045.1278520508,76343.3752595673,90052.731353096
,,247.1210,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72781.4099746395,95276.3892406311,,,,,,,97745.0151553346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8007.33519281005,9073.53753112787,,,,,,9747.52955783082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7145.83438882446,,,,,,,6696.60224703975,,84427.7340913394,73908.5273729852,,,,,,83654.3653929443,,,,,,,,,
,,385.2829,5.47,,,,,,,,,,,,84708.3106303102,80167.9656417841,,,,,,77543.1324647218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,481.2828,3.37,,,,,,,88448.071262375,91192.1785221558,105018.356835663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,278.1520,9.34,,55548.7921339117,43540.1108148802,48315.4635111084,54711.3232956849,48990.5203363802,46815.1034427948,47090.5154973145,50342.7623023985,49384.4389329985,45375.5746097411,46108.0545731202,46277.8890567782,47035.3258190921,45624.8064587402,44663.5700906373,49535.3909487913,44194.0837367859,46891.6145028992,45421.4710347288,45913.7119111328,50884.951844269,44966.5153260496,43724.6690219728,43846.4933887328,47318.4107647248,42476.0648247071,43890.2242134703,43869.9734146726,43499.8576262281,44656.7558322294,44813.5045474015,42341.8860549321,42400.9139889909,46531.1722297058,44136.2881220704,45575.953955292,53530.8353782503,54443.25261895,49800.6174882815,51694.825256134,55351.6204403991,50804.5928503494,52082.1325580141,51345.0965977551,53217.4186762547,52162.2717408906,48841.4289234315,48823.0051868743,50291.4465398562,50237.7595155565,49557.4039363401,50838.1217903745,53206.8430510558,53595.7139364625,45578.0278473281,47892.763019089,155981.126972046,52270.483164551,35544.7169666749,50683.2076435397,50117.9277455445,51772.75758374,53723.5243474427,48864.4483599089,50002.8209680325,51908.3340614545,53043.9861432187,71882.3846392064,34590.5671374815,56121.5588830185,55301.8117984317,49477.647499237,48027.6616656188,47053.3736836854,46112.3850196988,56828.5401758422,53270.9272365801,61129.6073618318,58847.825209839,59795.9175935061,54002.4290342099,58363.0698326416,54561.7953161547,55054.3391586305,57020.3834362186,59896.429625183,61938.3660326005,59457.422269592,61756.0702872007,52700.9776192322,59739.042285599,58633.7809867244,58255.6743435516,61676.8640534664,57908.1616777952,60435.480320557,60304.2021742247,64005.0641093444,58556.461639282,63075.2639667364,64758.6568981632,54313.1600429379,55811.0990102232,55334.244027252,55487.7698619002,55725.9907377622,53533.029450409,58545.2038037413,58486.1928161625,61153.8592552185,58016.107652527,58835.7143674161,56719.4492914431,55726.5906683348,52969.9692087707,57976.4632029421,54893.471485794,54335.8483789524,56520.167299042,53740.2186750792,54441.203095596,57983.2222063597,57335.9231473236,55396.0090769348,56880.1289006579,52918.0195233305,55104.1603028258,54807.8605369571,59288.7884473118,54703.8138692629,56644.1565815739,131407.521333176,53065.466348633,53054.9460996779,53386.3652902145,58201.6500002745,54906.7582831575,58999.1377486117,55950.4935117188,59586.525774956,52758.5067329712,51689.4484784696,57165.2765535585,49336.2685934143,51797.8622844542,50883.7796450959,58928.8662419439,53696.6491857988,45512.1938744199,44216.9473394091,47832.0564611055,46422.7278949433,44778.6980000309,42001.1250238494,46402.0744665607,40799.4021951752,42075.6335908434,44167.3171859591,39884.4650487059,42858.7223677521,42424.2760989686,42974.1841827543,45693.774695778,38862.7800722045,37849.8526162948,40736.1724752501,42608.6469352571,39641.9770928117,38881.5457578048,43512.295335373,40412.3073475494,42624.7127122652,37888.4685941161,43275.85668869,42964.3434390108,40209.2797678835,41256.1055351104,44675.7899710387,42802.5867791444,41686.2782892841,41005.8131681521,41360.7573391115,42034.3704637148,40997.7655087129,38921.3565098116,42803.242620209,37297.1547053759,36666.7244479063,41208.1815970763,39379.1753092043,42497.7326846615,42564.8415539246,39009.5579481813,43310.342110382,45722.8282630384,44065.9596398162,41954.0694591677,41030.7029832152,39645.8055365752,43787.635571289,43098.9467229004,41011.2511652222,42746.1590260774,40559.5589243315,45294.1935381163,44317.9082757571,40014.7479064943,43552.9997988278,43721.5795672453,40861.3392943417,45786.8892719575,39802.7005651093,41534.8816897585,43874.1653957518,46207.2153191528,43057.7287399441,43193.8443754884,40002.4611571809,42884.1490672912,43157.0955048903
,,390.2405,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82574.4829800325,,,83001.5156892699,84029.6346261061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78526.2724769899,,,76919.2221642513,80583.4094916383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6263.22731808756,,,,,,51523.6358726425,,,59548.0878899,57685.7607851564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,243.1832,11.89,,14315.9438120423,17490.8025123664,31438.3887257387,20060.4769333496,28241.8277552306,17286.1170039826,17540.5422673493,21276.9476105651,32531.2416764526,17955.8375525359,64719.6463160402,41183.6966958775,29648.0822302094,12879.2326547089,14082.8591165008,15476.8502267576,11462.4489838256,14168.3110426391,12542.1837165375,26466.4200274504,13809.8267613984,13846.5468630144,20165.1073304749,15521.4162680053,15072.3671613914,26055.8360589296,14045.6493711609,19490.4197842298,24139.2291433102,51971.1360562139,20132.3041179661,10227.8639735566,25079.6634033263,43236.7269337615,14631.1735242004,17384.0710687868,14035.0037454835,12344.3199058457,23333.48283588,10729.3133359681,25932.1976038192,13045.1579859008,18432.2174760132,14773.3123718873,15850.6224713974,14360.3296363372,15392.5074676504,,22045.8350620117,26400.7564392576,22125.4792585143,23993.2029527893,17350.8789428863,15611.8260524901,17876.1402277254,19532.4415158692,19794.2379184569,41714.2446951446,,33009.958870697,16930.4753050995,25299.2984496573,18430.4062367249,17541.1328076936,38925.3404566637,27031.7976124881,57135.9222817607,24318.4880934603,,23702.6831417542,33048.7724882812,25023.0506852264,19579.2543670348,23449.1039730837,50069.1491933286,30404.6523193485,96072.5436205293,27045.3671564024,66870.388053971,41031.5414066163,39347.4201601566,69507.9726893621,68347.2518594217,40813.9562186278,32710.2119608438,74622.7530571447,31268.8787012326,63168.6566048352,52496.962982208,50499.7514598694,43426.1491725004,42709.9255084996,38159.2702290344,30918.5297449431,38499.723656204,24294.5533974301,77396.3727091065,26580.5855044247,19477.4972034149,42743.0686095887,36983.3001738279,48742.3267024995,27792.2747110899,38111.3359929203,35356.6308579406,36387.3983705746,29968.6202704469,39881.8822018892,21501.8878361207,13645.2470950623,53094.2737487185,18549.10952475,33579.0022887272,20454.6894987641,57410.678861374,34588.2783101806,61308.9391467663,25228.9057565153,29988.1895474778,25286.6986436465,20269.9001649168,33474.9340647432,35672.2755751647,25744.4883089195,48692.7593781735,40341.297925697,32625.0380558628,73719.1372331855,32368.2506700438,48951.1177727051,36302.3491772307,92130.5131503589,48194.8157997742,69471.617957764,47766.6704465787,42721.464354149,41939.3683019714,68792.6901342777,36330.8850604251,91961.1827671971,46548.5013184204,53909.6436706993,86399.5371405024,47170.4916068114,43403.5726441036,43638.3344992674,80110.3759694818,67572.500200379,,,,,,7466.50543444822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,217.2045,3.45,,67056.7325925599,52987.3542322846,58678.9540830992,61712.6028984222,58999.6401068116,56774.9180606232,56078.5842579346,56473.8342987138,59353.4742603302,53086.5979488373,56334.4801096039,55897.1679059449,61345.0987248993,56932.0977317503,58617.8910062255,59083.2584059297,57562.5789298097,58569.2820965118,61150.3297026368,58460.1817254942,58123.0907119141,60573.6999178468,53925.3268932342,61223.1060464173,55625.534317688,54827.0060371857,51699.8055541991,56017.715773224,56311.2432522735,58504.6451076049,58490.7056766205,55697.7166337281,57724.5402688905,53175.3287001114,59814.8153371353,61717.7550559996,51386.9335892104,54204.7256237029,56874.6262690428,51305.4998726619,51530.5808820189,54122.1589661101,52684.8066900025,57098.791466858,58806.1386716385,50851.4241528779,54980.9655527191,78766.3086615601,50983.2151378327,54549.0559303132,54893.7449304047,55207.7945971907,50984.8945328522,57459.1154121094,54318.9594728011,51250.9209960633,58530.6757248229,56901.4137907716,56978.6042267457,55326.7470636902,57470.6801868132,54690.6948462525,61007.3592307432,55651.2826247407,56025.2160000001,53916.6427017822,51647.5662134095,89689.7330092163,55789.6164098817,59854.850706604,55130.3130716706,55826.6715813599,55057.8861671219,56951.1359210511,55679.2762364197,58516.1781861266,54797.7938080179,62197.6537856138,61423.0179702452,54878.1446116945,56483.9809390413,62319.2417310181,55952.1632626037,66702.3186666946,63522.6910662462,66181.3754980165,60336.9939025267,58102.9290023802,62108.1621374131,57035.5833669739,60909.292921524,59963.8969981538,66482.4780990142,58102.4050795899,57635.926066452,58230.6659500732,59905.4943580323,62207.1428253326,68855.0458223112,69934.5928674316,62692.6218762663,62628.5417797182,64888.4564213868,67957.7782198944,64365.2430940857,65881.3664502716,68914.1513253479,68616.7678482055,63376.7560002747,66026.9401831968,64266.1636014405,66836.3814835816,63650.7550774384,71703.8771176453,69900.5522621765,68748.2612969513,72607.3554729156,67988.7241176148,71934.6575900575,67673.5679427186,66498.3683858642,64911.5204123383,60967.7760773011,62352.8376698912,61612.4733077698,66022.0511385346,59806.3213067017,67756.6579252929,65960.7302366027,61081.1210753173,67054.380617981,131579.143469254,62873.3449722289,66951.2578919068,57526.2978014527,66345.6837343751,64300.5714792405,64904.029137024,67480.3970845185,66254.571923172,70673.7629353636,61211.2772797088,68980.8872316132,63108.7539376985,69606.0110579683,67339.8023902284,66930.6425085984,62872.4423462525,29303.8128373107,38580.9265597839,44159.9844475708,37407.2437210998,38799.8394951172,43205.7379855957,43682.8063394469,40362.9463340454,43677.4709253235,43058.8773946838,42527.2877885285,42066.2505868836,39099.1340062866,43804.0160916901,40703.0481586914,42612.7955065003,43141.0719937744,44660.9193415833,40684.1532101745,44709.8484640808,44446.1150795442,40741.0094466248,37731.3260616989,41049.0331852417,41900.0003587799,42031.5644034271,43316.3413851319,40480.8442077483,44465.8994325104,45075.3344640961,42777.0192543488,42838.1510929107,47175.9259006347,41243.0395701752,44481.6911371385,40831.2356479797,48567.0760130843,40885.4919908752,42835.8924777374,44593.3404294738,39939.9422559204,42931.436574318,42631.0515017853,41806.8249306641,47307.8221342315,42566.211720871,42943.9265241088,39467.6120071412,44281.8065474166,44423.7660114288,43714.6163164063,41124.7803675995,43519.1610466613,43923.3476853942,43372.47470253,43183.0877933807,44255.4412680665,45388.1071129302,45819.9995220033,44266.468898285,42106.3821759567,41923.2128328399,43126.5509636841,42015.9356023865,41880.4860707246,43519.231516983,43463.2823618851,42705.1712853088,43851.8018030701,41584.1240623169,42611.4829929505,39750.7507974243
