"Compound Name","Formula","Mass","RT","CAS ID",BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,D20-2X-P1-A1,D20-2X-P1-A10,D20-2X-P1-A11,D20-2X-P1-A2,D20-2X-P1-A3,D20-2X-P1-A5,D20-2X-P1-A6,D20-2X-P1-A7,D20-2X-P1-A9,D20-2X-P1-B1,D20-2X-P1-B10,D20-2X-P1-B11,D20-2X-P1-B2,D20-2X-P1-B3,D20-2X-P1-B5,D20-2X-P1-B6,D20-2X-P1-B7,D20-2X-P1-B9,D20-2X-P1-C1,D20-2X-P1-C10,D20-2X-P1-C11,D20-2X-P1-C2,D20-2X-P1-C3,D20-2X-P1-C5,D20-2X-P1-C6,D20-2X-P1-C7,D20-2X-P1-C9,D20-2X-P1-D1,D20-2X-P1-D10,D20-2X-P1-D11,D20-2X-P1-D2,D20-2X-P1-D3,D20-2X-P1-D5,D20-2X-P1-D6,D20-2X-P1-D7,D20-2X-P1-D9,D20-2X-P1-E1,D20-2X-P1-E10,D20-2X-P1-E11,D20-2X-P1-E2,D20-2X-P1-E3,D20-2X-P1-E5,D20-2X-P1-E6,D20-2X-P1-E7,D20-2X-P1-E9,D20-2X-P1-F1,D20-2X-P1-F10,D20-2X-P1-F11,D20-2X-P1-F2,D20-2X-P1-F3,D20-2X-P1-F5,D20-2X-P1-F6,D20-2X-P1-F7,D20-2X-P1-F9,D20-2X-P1-G1,D20-2X-P1-G10,D20-2X-P1-G11,D20-2X-P1-G2,D20-2X-P1-G3,D20-2X-P1-G5,D20-2X-P1-G6,D20-2X-P1-G7,D20-2X-P1-G9,D20-2X-P1-H1,D20-2X-P1-H10,D20-2X-P1-H11,D20-2X-P1-H2,D20-2X-P1-H3,D20-2X-P1-H5,D20-2X-P1-H6,D20-2X-P1-H7,D20-2X-P1-H9
,,289.2622,5.85,,363034.020011805,348701.047408358,357945.228683813,343642.268216003,350854.109516193,364024.534723666,336455.386648458,363424.058162947,361241.64742124,358748.885433798,371150.191354911,372675.330080241,365989.367866439,378158.549908395,364344.664454805,388300.741562023,352484.314406039,370680.829707538,377731.014784895,387581.991148043,365554.815791829,372983.894107142,371195.028331563,382198.107921064,380835.718966103,380886.016388585,375580.543743749,395259.178514477,377157.633551784,389024.521115461,391455.903687268,394695.43434232,363163.620796008,367155.839793959,373728.526400301,381244.883499883,377704.125254196,376221.446430727,366090.228218685,377220.248992007,381964.237560717,381069.542555419,373443.354524936,370228.791451933,386331.237114812,385276.67579687,389175.651050846,382624.283373897,375477.705587705,366138.644083993,366622.102134806,361983.673752528,367667.090946161,374522.963615005,381089.974187288,730963.316301189,362698.689066842,385196.103578313,380061.809360495,358516.006581215,369878.56353157,377526.066315238,364194.996766397,365266.873467686,349887.107930584,359694.845798154,357727.792641585,359144.009731717,367534.902008009,360535.209635723,370077.836111797,357391.535160962,280676.98606613,266526.064720353,281010.703506894,259633.672122146,269365.345270033,268676.448045979,285643.015556884,276909.432398364,284176.301223699,270232.865609524,271375.984280251,278235.538153687,270275.69445875,285474.127130491,281214.880278259,293845.529472229,256464.605070525,275885.359502258,277728.288095039,283243.409842057,284530.484862611,285082.688731993,264329.047635682,269831.610129924,266167.582260131,285636.68185089,277788.174852437,267569.99119004,282558.804422119,272601.181390655,264269.411887907,271713.058886567,276261.269076048,268308.073948227,241648.833603394,288564.943286314,270986.503632649,279709.83389145,275223.014087648,273162.354932685,285296.395349732,262036.929140203,264638.431982975,291523.886515869,271639.079186735,292010.169777649,270672.888565932,267261.299155665,276047.884913912,270259.415748356,285028.211080994,285480.401819366,267844.65732906,284551.987755494,275234.496387176,257643.464346652,280562.523716337,274913.022632079,279080.905706672,259977.325765846,289131.149370057,284773.373601785,288033.485835395,287640.330822922,271983.36635987,252622.577308,269517.694152052,278755.347258788,285045.187652038,279755.391453695,291502.068564394,283798.410753724,302938.302253444,290367.48320425,281894.172617115,288831.843346306,276680.814511097,272383.333455791,282943.727662285,280400.77238546,289093.134152534,290771.67552215,277087.003167616,281101.890055117,269862.584295621,272131.133077393,280416.86590777,275798.268245968,285546.426683209,274655.574496616,279263.303558728,275225.311074374,288411.101988536,285998.609512914,278418.265084476,273527.114761043,287657.350873123,278564.076791209,254574.744045899,287576.339009486,264702.656264319,272785.254400697,289169.031194434,285678.958743278,259075.85481571,237238.21421518,252388.777787019,291788.262874021,282820.180588093,280140.709762358,280167.183630671,281503.471601257,290032.055228177,274077.476314101,274144.321033989,264963.337165926,275452.366826596,278087.001600059,276640.867702431,277941.029531464,274078.274260206,290838.622211087,281272.998965851,265691.225468467,280526.939096979,281993.375668981,264754.16162253,276737.806741839,264947.560784196,276226.957312216,274018.758382579,278392.167441675,267989.891011555,275866.891012883,285600.014480345,274522.300744422,272958.712175418,274359.637044323,278835.731374902,270221.830312138,278534.625864289,279663.974296872,274060.710372434,279407.987621365
,,315.0426,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712366.980974168,,,688802.447730562,693875.709026917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15786.3760894622,,,46144.9940151978,42347.5462352601,,,,,476982.522194826,,,396138.360824952,483565.351459228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210.1373,2.41,,2464469.04572949,2311057.944389,2226626.57102744,2243910.50780355,2204380.74357601,2220384.41640225,2250633.50046178,2173343.18257748,2445111.49356146,2300355.96864754,2122834.61493511,2074986.98228635,2249572.5769896,2209138.30499773,2141632.24992067,2131813.02241312,2076467.17296374,2115136.34215601,2205314.59543306,2228266.80330228,2180358.82041807,2284115.86211329,2103658.15845292,2127826.94820069,2062040.1090492,1986374.14021628,1965376.50175299,1925682.20944601,1975408.61966241,1886454.61775363,1894383.06789268,1952141.53179329,2037077.13489823,2024787.68767824,1946244.67195457,1814629.98489941,2189726.98783836,2013179.17466452,2053173.71408165,2003245.98341348,1996163.5147972,2038032.09555479,2072336.83916045,1957561.70294288,2142628.95476452,2377013.54064753,1976891.9466989,2043163.74467783,2166499.30553266,2189037.03316916,2243082.37764623,2137934.36297284,2037916.29932562,2044372.66926142,2226819.37827912,1994041.59588721,2285516.24817011,2144124.18219322,2297317.90856667,2126460.868526,2135787.25001578,2053660.42773293,2218088.48298138,2427176.79902538,2446591.4216486,1877826.81549167,2173125.03105711,2161293.05396214,2181489.47747082,2196747.23282302,2162444.32549581,2120153.26630633,1852309.57368339,625197.757326182,1944360.58085303,1913823.47262321,2082817.36449348,1874351.24966117,1869386.44571754,1868214.06774245,1950408.0029458,1766437.3378519,1935730.33781959,2130704.96764684,1986406.03230202,2310747.06008113,2098674.71549595,2477293.67933253,1915731.16187415,2716095.75651486,1959198.88692478,1838371.26458868,2561263.95267158,1973434.55088793,1890113.83571849,2372043.3019587,2799604.9218761,1959694.86150928,1985989.41957654,2034710.5588972,3065243.97650589,1986734.4881494,1800925.66340264,1799468.0356036,2383347.84011347,1792165.89356742,411685.13723446,738637.621894534,1745988.75391733,1509757.52052932,2440197.92525226,1920676.41072708,2085512.88517959,2019994.25444444,1943485.97933473,2075881.37316403,1857666.73394171,841865.989908571,2175924.89728087,2364842.92465007,2192112.03250635,1840652.02952189,1930319.37652585,1862655.57537478,782010.460293129,1887591.71407227,1734685.19476274,2305440.96771509,2168460.96349788,954285.33686471,2068216.78218237,1183913.76928622,1980139.40922624,1946363.70788208,400732.549693937,1867849.65532251,2017660.74209765,1874237.42646338,2121664.30365044,363983.226770108,1815645.02151319,2415346.31694667,2035697.69452741,1812504.16831385,1682350.44409444,1691759.33082277,1674332.92147375,1642977.82582797,1689570.12446006,1678376.61997231,1657132.62790767,1652627.26745009,1632217.46740349,1663256.29306194,1630477.56446032,1692075.10155843,1670160.04177416,1617947.17715477,1677053.57052007,1679348.97584723,1674706.16170777,1679610.83386272,1680192.92048131,1674537.19804585,1667032.22567058,1629114.08014932,1642681.67398771,1630601.83256074,1686066.54646019,1674773.2315494,1682575.60072225,1736130.92844946,1678936.97645825,1673369.50470658,1658798.21135374,1682481.21252245,1655600.87575623,1703763.26211575,1700427.44365249,1691472.2246494,1682811.00275218,1725742.50413564,1624109.52873484,1701048.87543546,1643418.66317212,1619373.19221197,1653956.46993609,1695634.05077754,1686952.01432782,1705597.37589525,1737118.0607947,1734104.0504965,1705455.28314658,1773634.87556008,1739522.65219906,4926534.90385702,1722000.74972404,1750203.83210932,1802946.33593644,1904843.94853059,1855503.58914253,1925115.5763085,1842416.00056079,1691838.25926343,1607728.07884116,1711987.39092843,1898192.22440386,1888207.08881789,1829990.17142638,1887964.34092605,1885617.37055124,1803728.359013,1897944.57196283,1919712.75078144,1758459.49881058,1844703.88997582
,,284.1777,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638741.441585182,617145.491685842,610043.101498837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38714.8953222532,44390.7884627061,64610.0461323246,12898.3788152099,,,,,,75501.8286721757,153067.448723143,55649.7797975913,12136.9679469852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440252.676033795,452284.909119328,455275.874647875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,612.1763,13.18,,,380127.133827327,508297.957185428,,,,,262043.161342056,295123.310063547,689931.274614119,702946.238106487,731906.257078247,424210.944890778,397949.061330383,609734.33975323,671470.958554161,623375.238942352,403985.339016449,566147.882292938,724148.918169739,648180.507411484,538566.774546891,544073.545702652,547050.411654373,652792.493474091,662695.302659485,417136.37315828,454634.08410141,454448.159862137,563512.56716008,494153.293063706,432790.816764069,448112.678971801,594415.08784169,614358.329370621,323763.171942077,397768.532446381,539373.209202591,451626.799157074,352426.770910751,340973.081467071,357735.251734894,523844.123239563,534728.803891205,305857.380486755,289656.099078323,444695.614028717,432727.663604172,254367.921823761,231868.662665253,277489.841840607,398096.305401245,469885.65199205,296979.753194519,325778.394229103,221445.561902527,232678.220848694,281811.240744262,263517.693128418,330330.9959216,341064.580983109,397209.162373321,203692.780089096,339666.94515094,340490.367385254,299904.091495117,333584.382366424,319419.273773315,394367.287895614,,,214994.724695435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,559.4635,11.79,,,10802.8536357425,43655.4706784279,,,,,,177653.295021729,106922.731115679,228667.471989159,523946.008801939,162574.736806986,154101.143103641,424010.185150794,162534.187048145,210165.330515058,370515.578575955,193001.440897821,912267.754109582,11871.072457715,287893.210582352,118358.569541433,704078.799154876,278241.034490196,131691.921249965,92883.2273964081,807529.680474839,814930.913927554,741754.991267815,882053.43368791,12823.2580617516,478112.301015707,889301.589105408,164381.434531759,478327.755146233,46469.8335110911,121366.086728869,161367.600275546,323960.583279167,307299.649694197,,753550.18334392,253361.152721279,165392.439009511,42820.8273547994,105350.973601904,290419.84426913,,209170.47473336,,152388.700650819,297054.03074924,146370.14857158,20125.4800957032,174541.696849931,77128.8134087431,57781.2359794923,100369.431529053,189370.897254613,115476.513297878,148283.903884962,104790.750900068,,11535.2254150459,440516.554820016,239672.727993409,133841.164985103,169068.66070113,,,135301.538296841,,,,,,,,,,,,,,,,,87999.1249921876,,,,,,106874.247035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110952.979632694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,297.1188,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607134.457684984,,,608762.536255369,600198.044843736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31130.1742458189,,,61616.2047216034,44023.4244069368,10699.6582887879,,,,50826.3040567841,,,7935.4770234983,47556.1490196274,14850.603950363,,,,,,,11561.1181419067,10249.699645935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490506.934147598,,,487044.159228881,501285.556417631,,,,,,,,18868.520868103,,,,,,,,,,,,,,
,,226.1283,2.00,,652163.087720398,585901.781602182,603841.79998772,570347.961654201,542803.156585476,546733.455048431,570123.866158053,533612.03876439,562085.291367996,583597.776232876,489870.231392004,474370.774455879,501054.538437509,473596.094704567,474072.8401328,481453.089283451,449837.401292604,472858.274520491,501816.145934722,445602.989558991,444875.598577616,502420.163966354,448645.321565554,431883.579164978,447866.922985451,427771.689171134,415466.20848875,435467.287203882,397716.533051601,394926.162466441,381237.427985361,389174.468155469,372419.967712305,395086.576242529,394875.942774057,360970.025855548,446518.976382538,387827.357876136,410531.581394118,393665.753908603,397905.456226377,391129.470050172,407357.608519188,370478.1702423,390175.106192598,520711.95937234,380772.929763626,421631.753913959,454679.864944862,434950.743422788,399739.852536827,409080.713518428,367880.599893528,388678.935405559,509657.740302342,429724.862084277,465611.342621299,476468.203356892,454458.957281888,423537.679213014,440370.123880947,442817.987656887,448342.91199881,518172.726636489,523649.372801054,424196.496552632,493680.793160339,484941.884067375,484041.172700093,504153.857061267,473959.782492036,502579.34609935,397728.833230144,439293.259904695,471272.451414426,436137.147299622,448862.716993947,440146.29980612,402899.485582195,448278.278362402,469480.683965139,340542.955139703,442169.017657025,279173.282546175,432678.107635562,400808.749772859,442318.975185851,425888.961439551,432767.819249133,402046.108482433,459075.147571288,302289.648161146,446829.395069283,420939.19005085,399704.171930733,394921.416337989,429474.222943959,399154.098334497,431465.042155833,385288.911301997,434181.949317538,231574.887990188,374455.127301998,370319.763379926,423620.539090836,374140.043774049,439960.903375855,185267.798808814,416339.394726942,408632.811724175,445847.392390589,287436.500822637,428304.928823748,306075.564605882,287584.917232658,282043.502880826,216982.716388993,419844.288570375,174605.455804405,417471.997325128,448204.196836156,402312.608861888,398442.281344072,397999.796324915,401448.870389648,247878.713970446,403154.36902277,122290.043908081,423820.363015647,491465.852549216,203554.696954252,120938.1467017,412923.910924842,418452.970663049,432880.660675454,450330.082387341,444005.436125352,432927.815203772,271344.755881906,453502.694543654,430125.308943743,433029.83640147,421214.854409224,88969.8411383831,451395.384179318,426503.724295455,421429.789736127,422750.096508913,423625.484320481,419793.940063232,413847.965644904,404352.154574781,414703.702806519,430469.622609021,379314.992744762,394611.406807928,403036.989917604,393571.881740474,400159.818216365,374560.208699028,376727.915527596,384330.485960381,411198.213158211,360743.197515892,403924.035641385,370247.489965151,360873.115477024,374150.413750381,361031.835009246,369633.996633197,366862.206063721,423963.118928219,387194.532413975,391122.278121735,374298.246768171,370834.479663818,371438.778371738,372691.040027941,379115.089300108,381765.590575349,411305.426517457,389243.467404587,365958.432627408,379298.900990852,376344.811092223,361515.58809281,367572.056181253,296124.114530102,371524.723555705,408181.37471408,384613.356474788,423771.467145336,398260.863729909,384425.879039454,343552.256233287,333504.875757693,323542.903525729,380924.756636153,446163.45291778,454969.75585834,454334.951453401,484139.298887675,433489.049413578,241251.479322417,409500.198125594,423119.527767391,431592.435211697,468417.70185678,459607.750888517,472658.248841785,465647.739947298,460444.205161561,435397.264472372,461596.644077416,423092.326872645,450025.485242868
,,129.9589,14.85,,567808.589323432,646616.119467379,583944.179908447,401224.507583496,609771.919313799,622756.689530382,582187.426544221,604088.519049977,600602.492976443,887198.911727997,903705.691982048,283379.517407878,928477.946670807,570881.755225755,694634.042334248,630150.697879905,549779.44704003,865547.298584265,534956.179024215,622515.996850824,736209.08601926,901697.025466461,606059.427439831,558217.829327254,920132.911862595,529791.318826797,267838.35921582,637476.916005913,565591.424892876,882828.805303014,888826.749566475,215745.528455908,533328.674260784,661543.669300952,72230.8916183948,499202.909027059,626104.147133187,149897.981509766,577683.949076943,634529.809341701,886571.508332851,505296.5125542,651392.8635542,481214.82013971,498358.716659677,625600.608056553,573323.412722188,675308.407019199,540927.68001112,610874.398539559,594656.979570995,453944.9144271,633663.137467928,606099.054668744,497163.844917981,393881.891744135,162303.970656641,83670.0279161726,599979.981469093,609653.268399325,491737.864659633,139451.090117188,629165.657595641,891752.591304444,521404.629611907,532068.415729072,594012.991995825,544147.805203374,667037.452589936,589571.448997924,324808.670409139,904356.860848633,505088.179297333,198212.364009661,468285.111315141,441914.559074397,407890.0609292,474480.053701991,392740.594385824,556155.391475014,542870.827678258,477216.685639583,484060.099411626,450476.188525776,528090.32249823,301036.071230103,541444.139577637,528586.367927665,534646.692027826,197254.288536914,593202.703562553,372242.7794949,549027.567733687,443192.714688476,239829.368459124,544779.631462121,538049.649731669,564960.697949489,545829.223271678,805007.219935791,481492.893341858,480831.691787699,412092.287843847,512615.820588685,184360.521198079,563918.61967044,559740.383314256,525161.03304356,497622.475203662,592362.013988714,542756.369529525,510325.589422231,545344.426422739,454594.098237723,454151.282667952,406404.431343121,520802.356750082,476523.216707269,564108.370681571,228400.579703248,491823.989028774,63172.3923904492,606342.392743073,797944.940623352,523789.550632401,461979.12422423,614280.867653318,139526.301712682,542496.652090394,445680.770727837,505033.913099121,503464.713769587,548940.959745406,568305.029984426,568838.530825323,556324.476138627,677031.391706253,498500.006987131,499657.550799423,537518.169412153,489709.871695988,352924.784370276,,486782.048935502,688039.011703617,532103.316830783,90675.5911386399,181621.04803772,432471.371473311,433147.71359287,537645.931747037,519879.186912738,488184.712825833,423301.731104055,83956.7413439641,527211.44540668,560381.736326422,103545.7550372,503926.091163097,639619.961687272,505337.697223321,469663.926613068,84731.9619899725,546551.797738193,153462.195743149,805954.97676311,483670.892304016,508544.068469705,576813.347417199,343550.624301628,761952.852570491,820862.23041983,821941.99275602,567875.333378418,238856.734914056,616688.622142186,531315.117564136,468529.090545277,505508.319309942,810899.296144806,647873.870020521,607618.229444734,545300.086515813,824759.744388733,524927.661337165,73285.2293016052,842100.988915527,569401.589924917,216981.101695251,764239.890212769,83747.7493337912,568931.555900301,64822.1654250885,837200.584588738,793995.597784197,,643274.210694061,548409.000551833,553654.15809794,,85928.9576635816,,855058.947307935,844458.46939742,813168.144099745,,547835.92150814,628600.49474126,552645.4672559,593517.743669142,453978.267772249,542739.283054831,559499.997893753,800654.568073135,583981.214198445,601457.469133513
,,399.2989,6.83,,,,,,,,,,,,574532.632509889,550165.686969178,,,,,,562589.990478238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27112.0962026216,22574.0536193847,,,,,,15589.7531383972,,361054.535599076,343833.438867737,,,,,,332192.354690614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,446.3127,13.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235493.976057381,101989.76830246,192992.624753494,83956.3284110956,70884.3709210359,120401.385740966,90638.7942888796,118572.569578865,72753.8703439485,48495.0378391267,30222.0011558075,46296.6982967911,49637.3857769015,72203.8709863281,106792.145885468,27207.529555687,34965.3490568847,80452.0077784423,88838.1484940988,156647.97364679,,41274.047399353,236504.261597092,27137.9057361145,23055.9609265748,19563.8903858948,41216.7932143859,443361.267736542,60220.6142038116,37822.2357673645,49192.7412734528,179779.650060669,64100.862948738,41731.5136195984,55298.1412618713,47376.4409396363,26651.6308265533,52749.2573817138,33554.3544278718,45763.5744565353,50425.2119476471,42669.1301403809,115128.930121552,349552.221339417,97557.9565233135,83434.1590076905,274703.737162994,62642.1159362183,49878.1450097198,100713.884198212,74705.937637329,676827.855172151,128550.974449768,36293.8113564377,175512.290364374,339255.394878066,37445.3443661194,229139.989105072,190198.822895813,35840.2515475998,49851.7561082458,60757.1713800965,89750.6209310001,63487.7156848464,74880.0001566072,144585.33064331,75842.7371144026,90597.9535355986,101295.813983517,90635.1187863144,163005.031332886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,438.1618,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10727.0721487427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510603.055784127,,,548671.90614695,494159.092947545,,,,,,,,,,,,,
,,346.2513,8.25,,,,,,,,,,,,566492.389636046,507169.19174702,,,,,,528103.469958343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25022.8672901917,21977.0941258239,,,,,,14132.1129007265,,277033.094024001,305499.56256665,,,,,,257496.500018112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,536.4821,14.54,,,748861.210182952,811629.70597931,,,206958.360798721,63376.1743486633,963538.533789047,857906.74443756,940009.717113129,616703.516227005,1136842.44675815,951528.679956299,717722.522663299,769743.293094359,866294.828446258,834716.448303138,736045.207643157,616268.864488831,586180.820104797,623574.228849671,632070.455060608,640962.587213775,707097.664156982,684189.69858606,590474.130142075,637824.558557754,663744.638181213,458995.880964019,514617.240075133,624207.107678894,618826.774171082,578989.688562836,599169.26634427,508241.105465668,500731.457967041,524955.592611328,540169.631174438,621662.039900391,532898.433050385,509591.38996283,507720.488192916,551206.60000888,566684.920440735,589671.697910492,612813.999919281,521014.280672271,573339.920092468,584094.913283508,566346.421880188,553356.884817871,583463.02565152,565998.075124756,552400.025643433,541876.670017609,714775.554049439,637221.92010077,582942.470658753,834032.496520584,588636.416509308,632041.288023575,621972.563401046,636948.958023011,655700.874763321,798571.857438933,612818.356066559,663135.562985779,658763.509738007,58702.6800677185,51364.5248220215,624409.647341689,695327.301689147,,,,,,,13763.2922763366,,,,,3145.72822192376,,,,,,,,,,3936.04549200448,,,,,,,,,,,,,,,,,,,4316.33761293021,,,,,,6030.26254174801,,,7624.43665594499,,,,,,,,8260.60126696773,,4471.30931463629,,,,7897.60152758792,,4976.3496765746,,,,,6835.95093530259,,,238507.287772175,,,,,,238130.463112458,,,,,297031.715229128,,,,404907.276148014,,,,232634.961003511,320212.904333595,,295200.188694742,,,,,,,,,340005.348918548,,,,248461.394245927,,103969.175354964,243881.875352584,,,,,,401366.184151128,,,,,,,,,,,,,,,,,,,,,,,327122.020752206,,,271558.443142775
