"Compound Name","Formula","Mass","RT","CAS ID",BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,D19-2X-P1-A1,D19-2X-P1-A10,D19-2X-P1-A11,D19-2X-P1-A2,D19-2X-P1-A3,D19-2X-P1-A5,D19-2X-P1-A6,D19-2X-P1-A7,D19-2X-P1-A9,D19-2X-P1-B1,D19-2X-P1-B10,D19-2X-P1-B11,D19-2X-P1-B2,D19-2X-P1-B3,D19-2X-P1-B5,D19-2X-P1-B6,D19-2X-P1-B7,D19-2X-P1-B9,D19-2X-P1-C1,D19-2X-P1-C10,D19-2X-P1-C11,D19-2X-P1-C2,D19-2X-P1-C3,D19-2X-P1-C5,D19-2X-P1-C6,D19-2X-P1-C7,D19-2X-P1-C9,D19-2X-P1-D1,D19-2X-P1-D10,D19-2X-P1-D11,D19-2X-P1-D2,D19-2X-P1-D3,D19-2X-P1-D5,D19-2X-P1-D6,D19-2X-P1-D7,D19-2X-P1-D9,D19-2X-P1-E1,D19-2X-P1-E10,D19-2X-P1-E11,D19-2X-P1-E2,D19-2X-P1-E3,D19-2X-P1-E5,D19-2X-P1-E6,D19-2X-P1-E7,D19-2X-P1-E9,D19-2X-P1-F1,D19-2X-P1-F10,D19-2X-P1-F11,D19-2X-P1-F2,D19-2X-P1-F3,D19-2X-P1-F5,D19-2X-P1-F6,D19-2X-P1-F7,D19-2X-P1-F9,D19-2X-P1-G1,D19-2X-P1-G10,D19-2X-P1-G11,D19-2X-P1-G2,D19-2X-P1-G3,D19-2X-P1-G5,D19-2X-P1-G6,D19-2X-P1-G7,D19-2X-P1-G9,D19-2X-P1-H1,D19-2X-P1-H10,D19-2X-P1-H11,D19-2X-P1-H2,D19-2X-P1-H3,D19-2X-P1-H5,D19-2X-P1-H6,D19-2X-P1-H7,D19-2X-P1-H9
,,472.1234,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12470900.1527456,,,13366415.9668643,14753268.4672283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21055.3378403321,,,28011.4651345824,17959.2342668151,,,,,422692.507728258,,,735711.500076703,709844.207304386,60647.3028295898,,,,2257918.07299805,,,2273160.08175293,1659046.90973046,100246.799391723,,,,44146.2963805541,,,61837.5143748016,87818.2287703858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752011.58546736,,,3890450.5269196,4205596.42166808,,,,,,,,,,,,,
,,410.2112,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20290.8182724914,,,,,,,,9711429.07612162,10599554.2060346,,,,,,9672266.33644754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75779.7908844909,85865.8185557862,,,,,,33905.13192202,,795699.214186936,1171614.33524227,,,,,,465234.974521668,,5734331.73626684,1356674.09652618,,,,,,1281035.25503938,,44906.0767507935,49831.2722798461,,,,,,65216.9126532593,,,,,,,,,,,,,,,,,,,,,,6859.87465026857,,,,,,,,,,,,,,,,,,,,,7384.81904324342,,,,,,5563.16750354003,,,,,,,465032.191272888,634287.582749818,,,,6056.88453364562,,414556.467250041,,,,,,,5767.68690464783,,,,,,,,,,,
,,479.2068,4.81,,,,,,,,,,,12334039.6448874,,,11726659.7993734,11560545.1941452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416866.309023404,,,955547.788851867,1038142.75284448,149055.642655151,,,,777752.762043451,,,416938.778235998,1176045.20958765,335074.702401872,,,,21134.4966315307,,,52818.5392495119,26679.9443035506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,413.2135,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489084.086221983,573102.942006912,,,,,,514479.958425477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111014.911105469,105582.871959518,,,,,,104330.450606384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8861278.95577734,9814906.30419421,,,,,,8968131.28336003,,,,,,,,,,,,,,,,,,
,,404.2592,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6864253.68269345,6835544.12768403,6658885.07517331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7798.55572834398,8570.87860108371,8143.9304667339,,,,,,,54946.8640276138,81215.902975927,80611.4370756461,,,8357.46069515325,,,9724.65922409537,669306.777389353,739772.614246464,930883.762497271,209732.436483951,,,,,17255.5362588442,835122.385335198,1115680.11345214,1211489.41951864,208049.125908695,,,,,,29755.4594646098,73043.6906614914,141296.862757543,17662.3977534751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688622.72523611,3733239.30205965,3636663.02949415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,530.1484,4.60,,,7648327.2867675,7732312.99350233,,,,,,7751717.82760836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499985.78112497,2190947.95752979,,,,,19780.437058281,1307239.92609891,,107423.156796707,133787.63393396,,,,,,48199.2282389374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6675683.09518407,6566801.2434005,,,,,,6855973.07534326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,449.2313,2.78,,,,,,,,,,,32466.5341817017,,,23029.0524783325,19957.9673440933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27912.930867096,,,30956.4609988861,30670.239164856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5692784.84433587,,,6155498.33194399,6588698.34812531,32133.58122956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,609.1773,13.19,,,2950892.33201358,5267882.8392738,,,,,1715230.03222616,1943397.03369944,2889212.07201724,3411150.47101783,3706940.88344451,2804911.71058628,4226676.92078028,4016081.18944855,1275767.36747902,4096840.41696532,2663530.23173796,3684507.82563785,4065566.1736007,3615816.59866976,3564055.09849233,3416239.74372403,3525394.04275014,2969560.05418331,2207329.59467375,2729315.64944557,2553672.16169657,2610237.37891552,3218544.34266473,2472355.16996906,2846992.4273875,2930043.2099328,3881365.61454802,3218954.11161447,2059300.49211094,2674448.59365458,3576791.74053644,2460462.07478687,2377950.35302867,1823257.98732458,2340708.87865959,2800235.43766786,2451620.21769977,2039055.29848528,1694615.47493498,2896329.26881347,2547949.94722138,1686313.25286262,1536565.6912971,1814033.10782671,2669872.75796944,3115412.67262008,1570861.36259218,1809256.5947146,1426836.85415395,1544014.84971629,1921371.39191644,1782144.14585568,2177927.96248736,2291374.1512669,2219084.96560108,1064128.44017198,2227580.7237212,2221808.98547401,1972272.72018895,1551937.56480894,2148410.352927,2639263.62049913,84638.2881435112,88846.9681618918,1186875.77873676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,414.2057,7.12,,880469.719462097,687901.535050186,652202.358581413,837713.325581912,5018202.20742149,865972.181209603,774317.831762419,734101.643941296,717127.988204302,901605.019642388,601911.360263652,731505.788452711,753511.485857761,2345144.90161966,738269.520525839,686831.83809007,671147.764236847,555602.912464337,756103.287869063,779534.981569448,686443.295867615,752809.655773536,699742.018195764,734189.286402625,747091.32930027,3549924.98685909,645598.888966098,657045.858298704,955623.467611394,689993.306813115,703366.107127953,856911.373338543,696573.317125322,757355.591707158,583053.38275531,711092.512448645,792462.55025214,801211.870857015,710445.354526025,626028.918827395,758348.324578464,620209.611926757,703124.375579433,615617.297177244,695140.345124835,858883.756728773,621939.79160793,734819.264096817,648340.944280411,650473.719447013,674181.78441607,627725.097605383,651378.683671271,630116.675166241,744347.633175151,580029.719338741,598685.146423954,659783.23349769,585144.439552763,629282.028461764,739733.566264229,677132.645505504,649578.728267439,738881.586868471,580385.58927401,636024.091858914,654403.313948858,566432.57703374,712292.049235789,900573.347663075,862794.399890991,707407.498649211,318136.295060629,246577.109294023,223899.666560287,298499.139501676,604306.758810251,293219.067763196,300951.590371563,292309.9155272,273225.874261778,290060.006339252,232551.604623565,217183.463726403,269753.490639276,419326.449743621,283555.111454531,292327.393766467,303140.589845625,256066.914986455,296729.550921827,285177.731090789,246320.761127407,272393.118948417,235398.296224055,271815.331694556,274387.183514798,748725.556522976,242746.723850252,291740.072275012,274226.239308532,234228.668237887,247220.410903519,287018.35515292,265860.969385927,321190.368627198,271815.512462601,255290.60241355,263145.457170231,260738.941839182,232090.406306779,297067.108975563,340980.547578861,268796.412658485,272777.850340806,271349.684999453,235390.545469295,287024.105297612,205628.116467239,243037.684726327,242703.856694444,190493.798452349,246872.253972419,222248.698240115,229040.021238596,229397.954320092,237048.091324631,194663.030692527,214690.356432751,204902.688208465,184070.758615794,246236.091043594,216708.475455009,238722.005092962,228835.563127803,251745.339431321,205454.731802199,222424.41320807,225343.219971429,164486.493924656,249960.146202541,267247.776719311,267648.869763089,218899.439423153,201029.458024621,136595.682398896,121522.683736129,157392.346927838,528616.074530673,195825.32156667,190945.326064362,175797.740950725,178524.173274997,190536.927756235,130290.730474644,129857.351692059,176997.647438747,331927.846718033,179647.967346109,187164.232740185,189251.84426439,173710.006491741,187814.673608748,246406.050254846,136777.143556452,217383.775809179,141056.210345543,182484.970692127,175855.920224421,797784.690754639,138561.88145457,244195.379841533,201655.125963056,157276.791030229,178703.130413814,215503.336687224,185524.472162454,254203.447271536,152906.914823881,150177.389390739,189431.147083113,213234.17550181,171120.036232192,210871.326498549,290068.174949598,199984.621180224,203910.850573532,182926.527069877,170596.861177812,193409.375757935,151580.347735263,169049.90306414,179200.742714652,135558.042963594,186461.826529796,147465.157372042,165637.647633902,169193.806616401,182940.499048873,155190.470987333,168513.544963291,135492.284497216,135732.683510401,159981.889116846,164027.092699039,167492.657045355,156272.428510825,189216.077202026,157965.705192592,181549.037932895,168086.045369488,119795.808089895,209711.489031341,203686.937700027,205934.356250028,160211.237851927
,,433.2106,4.27,,,,,,,,,,,,,,,,,,,,4084777.91202523,,,4284793.9809263,4110121.02275234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9029.51727798603,,,28891.2841537378,54287.7305436509,9080.26617122839,,,,191933.498097031,,,346293.075090664,303814.55728395,127289.047132799,,,,2716740.46641968,,,2648414.98517912,2569825.71642987,52355.8363971244,7856.39999162578,,,13238.1594084882,,,12243.0337185793,8528.6436778908,21995.4574914315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88901.4318032116,,,49966.0953629961,38629.4125833755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210.1374,2.60,,3799976.10086668,3677262.0626,3578900.15450263,3735172.36233749,3548600.08294035,3565952.93815559,3645925.52099478,3567717.86936819,3625440.63918413,3684759.57532611,3500223.55315519,3424778.35700612,3475338.92484777,3441153.18722243,3455956.02498974,3491561.45081556,3411692.7965908,3477750.78533501,3457891.41998592,3424091.43025007,3360693.31967386,3480712.90977273,3381399.75429098,3296666.96476034,3389185.22205142,3340341.65735222,3254105.2863117,3150371.62925928,3360544.96680521,3256680.17891773,3132635.67918403,3288177.27472656,3378728.02495605,3382450.27284362,3385847.26187338,3189339.47230877,3364969.12760656,3383800.24435744,3403122.55970551,3347164.15210751,3405279.72446181,3421508.79956007,3456485.85920977,3356465.30038561,3369908.52580928,3787696.98645959,3341856.63263471,3446691.85756035,3581258.89102755,3568853.7105353,3531809.87230897,3536776.77210478,3301400.52846979,3437233.64439137,3592309.83623053,3208314.27917979,3396589.94985551,3615819.88260611,3569439.77268418,3487736.98448419,3509167.14274002,3442916.88606682,3577537.84348389,3622574.9407725,3557940.84381293,3203519.54836874,3500349.02369066,3524121.915493,3545508.84755562,3594480.72488966,3563845.03625708,3536248.24147491,2856712.93678448,489460.117578728,638461.863914986,1671404.01904363,3052641.36961475,3011086.32041102,2864857.1617192,2996444.52259812,532730.450873398,2861329.78582637,786497.694443857,294571.916355615,1642320.28318612,970051.560071478,703871.457200516,1044104.69088451,1421449.25111354,603592.174462908,658012.216408811,2969674.06916689,849217.056082302,986683.041458614,2974655.79657022,999638.216476018,689381.814563061,775486.798745729,652166.619492671,219142.963515651,676250.782481321,1779172.6984585,619890.719492058,558310.160182881,257018.063984038,2961850.36812689,779451.673579577,739851.000085756,707693.903252704,1241306.68103118,933083.02148692,3100880.02576102,692074.422243979,233469.299990437,3119379.30606573,507272.415878044,556618.368915651,617296.864731723,1281234.01475294,783287.173701814,159445.494914063,2963378.45025298,540848.818832118,486490.203060929,3091773.88913464,406501.438064434,2875134.41126934,303007.182914836,1075955.37805715,604886.960169247,968405.434604302,1558061.42492927,135701.945846728,1048582.33188684,570340.410919532,220563.330635558,246886.31254779,273903.092235959,1089320.93333103,2997398.39283037,213836.20762854,109729.047867891,1245973.43831451,772370.308091663,3086960.56309801,3075751.9504888,3057994.57367238,3002674.85764117,3022812.07247444,3077823.23275632,3084004.63086435,3096841.57641236,3051702.34032463,3004434.33817625,3057404.81798295,3068629.50868869,3005257.34542711,2982308.37530244,3063234.48517129,3051156.23400086,2987271.09526583,3022780.34372117,3127069.2769056,3066408.66084884,3045848.82353043,3006043.37483454,3054941.68580208,3088884.77718845,3027437.74816425,3042393.02028141,3037518.63468356,3048938.33484674,3038348.62490171,3021225.8737128,3044885.37951376,3027911.63902889,3055201.21466096,2993149.29379536,3030973.64196115,2991795.71692205,2905620.86302361,3113735.31927974,3013968.24410695,2981985.21305055,2969143.91994868,3049281.29676923,3062356.24055588,3006297.51497759,3035846.41954256,3003258.88731747,2970766.09618501,3027875.54902011,2974516.54784609,3035974.87249627,3017510.87559065,2962411.67195239,3004354.29080058,2927094.88513111,2897924.9995289,2996523.6810296,3011106.03814424,2908142.14433412,2961696.41393187,3014774.52907266,2976666.37577821,2957724.28998702,2961372.68648541,2962975.52046047,2951612.87246101,2987809.49025759,2927855.41426774,2942442.13030598,2987239.31153792,2858731.97530468,3011383.20271158,2966883.53235274
